
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.36944,µm^3,Spine,7,4,1,100000000,610000005300,
1.17742,µm^3,Spine,4,4,1,100000001,610000005306,
0.708026,µm^3,Spine,4,4,1,100000001,610000005310,
0.321362,µm^3,Spine,3,2,1,100000000,610000005314,
0.780091,µm^3,Spine,0,1,1,100000000,610000005321,
2.33491,µm^3,Spine,0,1,1,100000000,610000005330,
0.720615,µm^3,Spine,0,1,1,100000000,610000005335,
0.716461,µm^3,Spine,0,1,1,100000000,610000005339,
1.02968,µm^3,Spine,0,1,1,100000001,610000005344,
1.31868,µm^3,Spine,1,2,1,100000001,610000005347,
2.92333,µm^3,Spine,0,1,1,100000000,610000005355,
0.500719,µm^3,Spine,8,4,1,100000000,610000005358,
2.26317,µm^3,Spine,6,2,1,100000002,610000005364,
1.60918,µm^3,Spine,0,1,1,100000000,610000005366,
2.21323,µm^3,Spine,0,1,1,100000000,610000005374,
0.522345,µm^3,Spine,6,3,1,100000002,610000005377,
0.628576,µm^3,Spine,5,4,1,100000001,610000005379,
1.6288,µm^3,Spine,10,1,1,100000002,610000005382,
1.80025,µm^3,Spine,0,1,1,100000000,610000005389,
1.11599,µm^3,Spine,2,2,1,100000000,610000005392,
3.30256,µm^3,Spine,6,2,1,100000002,610000005397,
1.53295,µm^3,Spine,1,2,1,100000002,610000005400,
0.515747,µm^3,Spine,6,3,1,100000000,610000005403,
1.12344,µm^3,Spine,14,3,1,100000002,610000005408,
0.568852,µm^3,Spine,11,6,1,100000001,610000005410,
3.44333,µm^3,Spine,3,1,1,100000001,610000005414,
0.597049,µm^3,Spine,8,1,1,100000002,610000005416,
0.572867,µm^3,Spine,1,2,1,100000001,610000005418,
1.39791,µm^3,Spine,2,2,1,100000001,610000005422,
0.409832,µm^3,Spine,2,2,1,100000001,610000005424,
4.39964,µm^3,Spine,3,1,1,100000001,610000005428,
0.940959,µm^3,Spine,2,2,1,100000001,610000005434,
1.73349,µm^3,Spine,1,1,1,100000002,610000005438,
2.9432,µm^3,Spine,3,1,1,100000001,610000005442,
0.76812,µm^3,Spine,4,4,1,100000001,610000005444,
0.758741,µm^3,Spine,1,1,1,100000000,610000005450,
0.835788,µm^3,Spine,4,2,1,100000002,610000005453,
0.659378,µm^3,Spine,13,2,1,100000002,610000005456,
0.0902943,µm^3,Spine,4,2,1,100000002,610000005462,
3.58048,µm^3,Spine,3,1,1,100000001,610000005466,
1.65063,µm^3,Spine,6,2,1,100000002,610000005473,
0.881604,µm^3,Spine,2,2,1,100000002,610000005479,
0.883568,µm^3,Spine,2,2,1,100000001,610000005482,
0.991503,µm^3,Spine,6,4,1,100000001,610000005492,
0.155618,µm^3,Spine,0,1,1,100000000,610000005496,
0.42892,µm^3,Spine,2,1,1,100000001,610000005507,
1.80576,µm^3,Spine,0,1,1,100000000,610000005510,
1.39736,µm^3,Spine,0,1,1,100000000,610000005532,
0.490608,µm^3,Spine,10,3,1,100000000,610000005553,
0.518431,µm^3,Spine,10,3,1,100000000,610000005554,
0.644109,µm^3,Spine,9,3,1,100000000,610000005555,
0.414758,µm^3,Spine,8,4,1,100000000,610000005556,
0.69834,µm^3,Spine,6,3,1,100000000,610000005557,
0.507247,µm^3,Spine,7,3,1,100000000,610000005558,
0.563923,µm^3,Spine,6,2,1,100000000,610000005559,
0.427899,µm^3,Spine,5,2,1,100000000,610000005560,
0.157002,µm^3,Spine,1,2,1,100000000,610000005561,
0.115233,µm^3,Spine,3,2,1,100000000,610000005562,
0.0836534,µm^3,Spine,4,3,1,100000000,610000005563,
0.668284,µm^3,Spine,0,1,1,100000000,610000005564,
1.49927,µm^3,Spine,0,1,1,100000000,610000005565,
0.142068,µm^3,Spine,9,5,1,100000000,610000005567,
0.263589,µm^3,Spine,8,4,1,100000000,610000005568,
0.58746,µm^3,Spine,6,3,1,100000000,610000005569,
0.479777,µm^3,Spine,5,2,1,100000000,610000005570,
0.31518,µm^3,Spine,5,3,1,100000000,610000005571,
0.40828,µm^3,Spine,2,2,1,100000000,610000005572,
0.88386,µm^3,Spine,2,2,1,100000000,610000005573,
1.41167,µm^3,Spine,0,1,1,100000000,610000005574,
0.553643,µm^3,Spine,1,1,1,100000001,610000005575,
0.624372,µm^3,Spine,1,1,1,100000001,610000005576,
0.373337,µm^3,Spine,1,2,1,100000001,610000005577,
0.153217,µm^3,Spine,0,1,1,100000001,610000005578,
0.470274,µm^3,Spine,0,1,1,100000001,610000005579,
0.107546,µm^3,Spine,0,1,1,100000001,610000005581,
0.645657,µm^3,Spine,2,2,1,100000001,610000005582,
0.269622,µm^3,Spine,5,1,1,100000001,610000005583,
0.56219,µm^3,Spine,5,2,1,100000001,610000005584,
0.902421,µm^3,Spine,3,2,1,100000001,610000005585,
0.164407,µm^3,Spine,1,1,1,100000001,610000005586,
2.43377,µm^3,Spine,1,1,1,100000001,610000005587,
0.115655,µm^3,Spine,6,4,1,100000001,610000005588,
0.125056,µm^3,Spine,2,2,1,100000001,610000005589,
0.80628,µm^3,Spine,2,2,1,100000001,610000005590,
0.316759,µm^3,Spine,6,4,1,100000001,610000005592,
0.517176,µm^3,Spine,6,5,1,100000001,610000005593,
0.527791,µm^3,Spine,5,4,1,100000001,610000005594,
0.454809,µm^3,Spine,2,2,1,100000001,610000005595,
0.301083,µm^3,Spine,2,2,1,100000001,610000005596,
0.331988,µm^3,Spine,1,1,1,100000001,610000005597,
0.161399,µm^3,Spine,2,2,1,100000001,610000005598,
0.218158,µm^3,Spine,2,2,1,100000001,610000005599,
0.304046,µm^3,Spine,1,2,1,100000001,610000005600,
0.34955,µm^3,Spine,13,2,1,100000002,610000005602,
0.12596,µm^3,Spine,12,3,1,100000002,610000005603,
0.207827,µm^3,Spine,12,3,1,100000002,610000005604,
0.635572,µm^3,Spine,12,3,1,100000002,610000005605,
0.582585,µm^3,Spine,13,2,1,100000002,610000005606,
0.397691,µm^3,Spine,15,1,1,100000002,610000005607,
0.289746,µm^3,Spine,14,2,1,100000002,610000005608,
0.320295,µm^3,Spine,13,1,1,100000002,610000005609,
0.528241,µm^3,Spine,10,1,1,100000002,610000005610,
1.31773,µm^3,Spine,10,1,1,100000002,610000005611,
1.97338,µm^3,Spine,9,1,1,100000002,610000005612,
0.282719,µm^3,Spine,7,2,1,100000002,610000005613,
0.597215,µm^3,Spine,7,2,1,100000002,610000005614,
1.0949,µm^3,Spine,6,1,1,100000002,610000005615,
0.384032,µm^3,Spine,6,1,1,100000002,610000005616,
0.120927,µm^3,Spine,6,1,1,100000002,610000005617,
1.19656,µm^3,Spine,6,2,1,100000002,610000005618,
0.671243,µm^3,Spine,6,2,1,100000002,610000005619,
0.18583,µm^3,Spine,5,2,1,100000002,610000005620,
0.536037,µm^3,Spine,2,3,1,100000002,610000005621,
0.21029,µm^3,Spine,3,2,1,100000002,610000005624,
0.355186,µm^3,Spine,1,2,1,100000002,610000005625,
1.61791,µm^3,Spine,0,1,1,100000002,610000005628,
0.409202,µm^3,Spine,0,1,1,100000002,610000005629,
0.511327,µm^3,Spine,0,1,1,100000002,610000005630,
0.798429,µm^3,Spine,4,2,1,100000002,610000005632,
0.667954,µm^3,Spine,1,1,1,100000002,610000005633,
0.790594,µm^3,Spine,0,1,1,100000002,610000005634,
0.24681,µm^3,Spine,1,1,1,100000002,610000005635,
0.120883,µm^3,Spine,8,1,1,100000002,610000005636,
0.942905,µm^3,Spine,2,2,1,100000002,610000005637,
0.44932,µm^3,Spine,1,1,1,100000002,610000005638,
0.272708,µm^3,Spine,3,4,1,100000002,610000005639,
0.235429,µm^3,Spine,3,4,1,100000002,610000005640,
0.484713,µm^3,Spine,3,4,1,100000002,610000005641,
0.203162,µm^3,Spine,4,4,1,100000002,610000005642,
0.710702,µm^3,Spine,3,3,1,100000002,610000005643,
0.341256,µm^3,Spine,2,2,1,100000002,610000005644,
0.24962,µm^3,Spine,2,1,1,100000002,610000005645,
0.563494,µm^3,Spine,1,1,1,100000002,610000005646,
0.69093,µm^3,Spine,0,1,1,100000002,610000005647,
