
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
7599,,Soma,3,Image 1,1,100000000,800000000,
2126,,Soma,3,Image 1,1,100000001,800000001,
