
Segment Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.632,,Segment,4,3,Image 1,2,1,100000000,510000000019,
28.98,,Segment,4,2,Image 1,1,1,100000000,510000000037,
44.9048,,Segment,4,1,Image 1,1,1,100000000,510000000099,
48.7958,,Segment,4,0,Image 1,1,1,100000000,510000000121,
14.955,,Segment,4,3,Image 1,1,1,100000000,510000000138,
30.1849,,Segment,4,2,Image 1,2,1,100000000,510000000145,
23.2881,,Segment,4,2,Image 1,2,1,100000001,510000000196,
40.3279,,Segment,4,1,Image 1,1,1,100000001,510000000236,
40.9992,,Segment,4,0,Image 1,1,1,100000001,510000000256,
19.7889,,Segment,4,2,Image 1,1,1,100000001,510000000275,
28.3218,,Segment,4,9,Image 1,4,1,100000001,510000000291,
33.2026,,Segment,4,8,Image 1,3,1,100000001,510000000317,
19.0777,,Segment,4,7,Image 1,3,1,100000001,510000000327,
20.4796,,Segment,4,5,Image 1,3,1,100000001,510000000335,
20.2067,,Segment,4,4,Image 1,3,1,100000001,510000000351,
27.2289,,Segment,4,3,Image 1,2,1,100000001,510000000367,
26.8059,,Segment,4,2,Image 1,2,1,100000001,510000000415,
32.7142,,Segment,4,1,Image 1,2,1,100000001,510000000461,
23.7972,,Segment,4,0,Image 1,1,1,100000001,510000000463,
29.2614,,Segment,4,9,Image 1,3,1,100000001,510000000491,
18.9299,,Segment,4,7,Image 1,4,1,100000001,510000000503,
20.1771,,Segment,4,6,Image 1,4,1,100000001,510000000508,
28.8351,,Segment,4,8,Image 1,4,1,100000001,510000000519,
36.568,,Segment,4,7,Image 1,5,1,100000001,510000000522,
25.1017,,Segment,4,4,Image 1,2,1,100000001,510000000526,
31.0357,,Segment,4,3,Image 1,3,1,100000001,510000000534,
21.5375,,Segment,4,2,Image 1,3,1,100000001,510000000546,
29.7548,,Segment,4,2,Image 1,3,1,100000001,510000000572,
25.9791,,Segment,4,1,Image 1,2,1,100000001,510000000587,
23.4337,,Segment,4,3,Image 1,2,1,100000001,510000000605,
19.9137,,Segment,4,3,Image 1,3,1,100000001,510000000614,
20.6825,,Segment,4,14,Image 1,2,1,100000000,510000000634,
20.2604,,Segment,4,13,Image 1,2,1,100000000,510000000636,
27.5579,,Segment,4,12,Image 1,2,1,100000000,510000000649,
29.9151,,Segment,4,11,Image 1,2,1,100000000,510000000665,
18.2345,,Segment,4,10,Image 1,2,1,100000000,510000000667,
25.1905,,Segment,4,9,Image 1,2,1,100000000,510000000695,
37.3619,,Segment,4,8,Image 1,1,1,100000000,510000000708,
32.4539,,Segment,4,7,Image 1,1,1,100000000,510000000710,
30.4785,,Segment,4,6,Image 1,1,1,100000000,510000000722,
32.1504,,Segment,4,5,Image 1,1,1,100000000,510000000725,
35.6818,,Segment,4,4,Image 1,1,1,100000000,510000000738,
37.0418,,Segment,4,3,Image 1,1,1,100000000,510000000750,
47.2266,,Segment,4,2,Image 1,1,1,100000000,510000000759,
39.5962,,Segment,4,1,Image 1,1,1,100000000,510000000767,
41.357,,Segment,4,0,Image 1,1,1,100000000,510000000812,
17.9828,,Segment,4,9,Image 1,3,1,100000000,510000000818,
24.4143,,Segment,4,8,Image 1,3,1,100000000,510000000831,
20.8976,,Segment,4,7,Image 1,2,1,100000000,510000000851,
25.8274,,Segment,4,6,Image 1,2,1,100000000,510000000858,
36.619,,Segment,4,5,Image 1,2,1,100000000,510000000881,
32.7446,,Segment,4,4,Image 1,2,1,100000000,510000000889,
17.4116,,Segment,4,9,Image 1,4,1,100000000,510000000893,
21.869,,Segment,4,13,Image 1,3,1,100000000,510000000900,
21.2091,,Segment,4,11,Image 1,3,1,100000000,510000000918,
22.4047,,Segment,4,14,Image 1,3,1,100000000,510000000920,
39.7746,,Segment,4,12,Image 1,3,1,100000000,510000000933,
12.9182,,Segment,4,8,Image 1,2,1,100000000,510000000937,
61.6174,,Segment,4,10,Image 1,3,1,100000000,510000000942,
24.2248,,Segment,4,7,Image 1,3,1,100000000,510000000948,
34.6933,,Segment,4,7,Image 1,2,1,100000000,510000000983,
31.9184,,Segment,4,6,Image 1,3,1,100000000,510000000990,
31.8947,,Segment,4,9,Image 1,1,1,100000000,510000000992,
30.5439,,Segment,4,6,Image 1,2,1,100000000,510000001003,
38.926,,Segment,4,8,Image 1,2,1,100000000,510000001010,
26.5211,,Segment,4,4,Image 1,4,1,100000000,510000001022,
49.2021,,Segment,4,3,Image 1,3,1,100000000,510000001025,
40.8281,,Segment,4,2,Image 1,2,1,100000000,510000001049,
29.5375,,Segment,4,5,Image 1,4,1,100000000,510000001067,
40.761,,Segment,4,4,Image 1,3,1,100000000,510000001076,
41.4347,,Segment,4,3,Image 1,2,1,100000000,510000001079,
30.5672,,Segment,4,5,Image 1,3,1,100000000,510000001084,
39.8495,,Segment,4,4,Image 1,2,1,100000000,510000001098,
30.1098,,Segment,4,4,Image 1,3,1,100000000,510000001107,
42.09,,Segment,4,3,Image 1,2,1,100000000,510000001117,
41.173,,Segment,4,1,Image 1,2,1,100000000,510000001120,
32.346,,Segment,4,5,Image 1,2,1,100000001,510000001162,
24.1658,,Segment,4,4,Image 1,2,1,100000001,510000001174,
31.405,,Segment,4,3,Image 1,2,1,100000001,510000001205,
30.3407,,Segment,4,2,Image 1,2,1,100000001,510000001212,
31.1644,,Segment,4,1,Image 1,1,1,100000001,510000001221,
40.2424,,Segment,4,0,Image 1,1,1,100000001,510000001255,
25.607,,Segment,4,5,Image 1,3,1,100000001,510000001277,
36.9288,,Segment,4,4,Image 1,3,1,100000001,510000001280,
40.402,,Segment,4,3,Image 1,3,1,100000001,510000001315,
31.2549,,Segment,4,1,Image 1,2,1,100000000,510000001362,
36.0543,,Segment,4,0,Image 1,1,1,100000000,510000001392,
19.4888,,Segment,4,2,Image 1,1,1,100000000,510000001407,
