
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,2,Image 1,2,1,100000000,610000002694,
0,,Spine,3,1,Image 1,2,1,100000000,610000002709,
0,,Spine,3,0,Image 1,1,1,100000000,610000002712,
43.7154,,Spine,3,9,Image 1,3,1,100000001,610000002716,
0,,Spine,3,6,Image 1,2,1,100000000,610000002718,
0,,Spine,3,5,Image 1,2,1,100000000,610000002721,
0,,Spine,3,2,Image 1,1,1,100000001,610000002725,
0,,Spine,3,12,Image 1,2,1,100000000,610000002728,
0,,Spine,3,9,Image 1,3,1,100000000,610000002730,
0,,Spine,3,1,Image 1,2,1,100000001,610000002734,
0,,Spine,3,1,Image 1,2,1,100000001,610000002737,
0,,Spine,3,1,Image 1,2,1,100000000,610000002743,
0,,Spine,3,1,Image 1,2,1,100000001,610000002745,
0,,Spine,3,3,Image 1,3,1,100000001,610000002748,
0,,Spine,3,0,Image 1,1,1,100000000,610000002750,
0,,Spine,3,0,Image 1,1,1,100000000,610000002752,
0,,Spine,3,13,Image 1,3,1,100000001,610000002754,
0,,Spine,3,4,Image 1,2,1,100000001,610000002756,
0,,Spine,3,1,Image 1,2,1,100000001,610000002759,
0,,Spine,3,3,Image 1,2,1,100000001,610000002762,
0,,Spine,3,12,Image 1,3,1,100000000,610000002766,
0,,Spine,3,1,Image 1,2,1,100000001,610000002768,
0,,Spine,3,2,Image 1,2,1,100000000,610000002771,
0,,Spine,3,2,Image 1,3,1,100000001,610000002775,
0,,Spine,3,1,Image 1,2,1,100000001,610000002780,
0,,Spine,3,6,Image 1,1,1,100000000,610000002782,
0,,Spine,3,1,Image 1,2,1,100000000,610000002786,
0,,Spine,3,1,Image 1,2,1,100000001,610000002790,
0,,Spine,3,5,Image 1,3,1,100000001,610000002794,
0,,Spine,3,12,Image 1,2,1,100000000,610000002796,
