
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.0189051,,Surface,3,Image 1,1,0,
0.0730541,,Surface,3,Image 1,1,1,
