
Spine Terminal Pt Intensity Center Ch=1 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
2,,Spine,1,2,Image 1,1,100000000,610000002694,
1,,Spine,1,2,Image 1,1,,610000002696,
2,,Spine,1,0,Image 1,1,100000000,610000002712,
23,,Spine,1,9,Image 1,1,100000001,610000002716,
1,,Spine,1,6,Image 1,1,100000000,610000002718,
4,,Spine,1,5,Image 1,1,100000000,610000002721,
0,,Spine,1,2,Image 1,1,100000001,610000002725,
5,,Spine,1,12,Image 1,1,100000000,610000002728,
2,,Spine,1,9,Image 1,1,100000000,610000002730,
3,,Spine,1,1,Image 1,1,100000001,610000002734,
1,,Spine,1,1,Image 1,1,100000001,610000002737,
5,,Spine,1,1,Image 1,1,100000000,610000002743,
0,,Spine,1,1,Image 1,1,100000001,610000002745,
2,,Spine,1,3,Image 1,1,100000001,610000002748,
0,,Spine,1,0,Image 1,1,100000000,610000002750,
2,,Spine,1,0,Image 1,1,100000000,610000002752,
3,,Spine,1,13,Image 1,1,100000001,610000002754,
1,,Spine,1,4,Image 1,1,100000001,610000002756,
7,,Spine,1,2,Image 1,1,,610000002758,
1,,Spine,1,3,Image 1,1,100000001,610000002762,
0,,Spine,1,12,Image 1,1,100000000,610000002766,
1,,Spine,1,2,Image 1,1,100000000,610000002771,
1,,Spine,1,2,Image 1,1,100000001,610000002775,
0,,Spine,1,2,Image 1,1,,610000002777,
1,,Spine,1,6,Image 1,1,100000000,610000002782,
5,,Spine,1,1,Image 1,1,100000000,610000002786,
3,,Spine,1,2,Image 1,1,,610000002789,
1,,Spine,1,5,Image 1,1,100000001,610000002794,
5,,Spine,1,12,Image 1,1,100000000,610000002796,
1,,Spine,1,1,Image 1,1,100000000,610000002802,
2,,Spine,1,8,Image 1,1,100000001,610000002805,
0,,Spine,1,14,Image 1,1,100000000,610000002807,
5,,Spine,1,0,Image 1,1,100000000,610000002811,
3,,Spine,1,2,Image 1,1,100000000,610000002813,
0,,Spine,1,0,Image 1,1,100000001,610000002817,
1,,Spine,1,6,Image 1,1,100000001,610000002820,
7,,Spine,1,2,Image 1,1,,610000002823,
1,,Spine,1,4,Image 1,1,100000001,610000002827,
2,,Spine,1,1,Image 1,1,100000000,610000002830,
0,,Spine,1,8,Image 1,1,100000001,610000002832,
0,,Spine,1,2,Image 1,1,,610000002835,
2,,Spine,1,0,Image 1,1,100000000,610000002838,
1,,Spine,1,1,Image 1,1,100000001,610000002840,
1,,Spine,1,5,Image 1,1,100000001,610000002845,
4,,Spine,1,1,Image 1,1,100000001,610000002847,
4,,Spine,1,1,Image 1,1,100000000,610000002851,
0,,Spine,1,2,Image 1,1,100000001,610000002854,
2,,Spine,1,3,Image 1,1,100000001,610000002857,
1,,Spine,1,2,Image 1,1,100000001,610000002864,
3,,Spine,1,9,Image 1,1,100000001,610000002866,
2,,Spine,1,3,Image 1,1,100000001,610000002869,
3,,Spine,1,1,Image 1,1,100000000,610000002873,
3,,Spine,1,9,Image 1,1,100000001,610000002878,
7,,Spine,1,2,Image 1,1,100000001,610000002880,
1,,Spine,1,7,Image 1,1,100000000,610000002886,
3,,Spine,1,2,Image 1,1,,610000002958,
3,,Spine,1,0,Image 1,1,,610000002958,
2,,Spine,1,1,Image 1,1,,610000002959,
2,,Spine,1,0,Image 1,1,,610000002959,
1,,Spine,1,1,Image 1,1,,610000002960,
1,,Spine,1,0,Image 1,1,,610000002960,
1,,Spine,1,0,Image 1,1,,610000002961,
0,,Spine,1,4,Image 1,1,,610000002961,
1,,Spine,1,3,Image 1,1,,610000002962,
2,,Spine,1,4,Image 1,1,,610000002962,
0,,Spine,1,3,Image 1,1,,610000002963,
2,,Spine,1,9,Image 1,1,,610000002963,
1,,Spine,1,3,Image 1,1,,610000002964,
1,,Spine,1,8,Image 1,1,,610000002964,
1,,Spine,1,5,Image 1,1,,610000002965,
4,,Spine,1,2,Image 1,1,,610000002965,
7,,Spine,1,5,Image 1,1,,610000002966,
1,,Spine,1,1,Image 1,1,,610000002966,
3,,Spine,1,7,Image 1,1,,610000002967,
2,,Spine,1,10,Image 1,1,,610000002967,
3,,Spine,1,8,Image 1,1,,610000002968,
1,,Spine,1,10,Image 1,1,,610000002968,
2,,Spine,1,8,Image 1,1,,610000002969,
1,,Spine,1,11,Image 1,1,,610000002969,
1,,Spine,1,8,Image 1,1,,610000002970,
1,,Spine,1,12,Image 1,1,,610000002970,
2,,Spine,1,0,Image 1,1,,610000002971,
1,,Spine,1,12,Image 1,1,,610000002971,
3,,Spine,1,1,Image 1,1,,610000002972,
1,,Spine,1,4,Image 1,1,,610000002972,
1,,Spine,1,2,Image 1,1,,610000002973,
2,,Spine,1,0,Image 1,1,,610000002973,
2,,Spine,1,1,Image 1,1,,610000002974,
2,,Spine,1,1,Image 1,1,,610000002975,
0,,Spine,1,4,Image 1,1,,610000002976,
3,,Spine,1,6,Image 1,1,,610000002977,
1,,Spine,1,7,Image 1,1,,610000002978,
1,,Spine,1,8,Image 1,1,,610000002979,
0,,Spine,1,9,Image 1,1,,610000002980,
1,,Spine,1,13,Image 1,1,,610000002981,
1,,Spine,1,2,Image 1,1,,610000002982,
0,,Spine,1,1,Image 1,1,,610000002983,
1,,Spine,1,2,Image 1,1,,610000002984,
2,,Spine,1,2,Image 1,1,,610000002985,
4,,Spine,1,2,Image 1,1,,610000002986,
3,,Spine,1,2,Image 1,1,,610000002987,
13,,Spine,1,2,Image 1,1,,610000002988,
1,,Spine,1,2,Image 1,1,,610000002989,
