
Soma Intensity Mean Ch=5 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.35962,,Soma,5,Image 1,1,100000000,800000000,
0.136545,,Soma,5,Image 1,1,100000001,800000001,
