
Segment Center Number of Voxel Ch=1 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
15,,Segment,1,3,Image 1,2,1,100000000,510000000019,
19,,Segment,1,2,Image 1,1,1,100000000,510000000037,
63,,Segment,1,1,Image 1,1,1,100000000,510000000099,
21,,Segment,1,0,Image 1,1,1,100000000,510000000121,
3,,Segment,1,3,Image 1,1,1,100000000,510000000138,
8,,Segment,1,2,Image 1,2,1,100000000,510000000145,
52,,Segment,1,2,Image 1,2,1,100000001,510000000196,
41,,Segment,1,1,Image 1,1,1,100000001,510000000236,
17,,Segment,1,0,Image 1,1,1,100000001,510000000256,
4,,Segment,1,2,Image 1,1,1,100000001,510000000275,
17,,Segment,1,9,Image 1,4,1,100000001,510000000291,
27,,Segment,1,8,Image 1,3,1,100000001,510000000317,
11,,Segment,1,7,Image 1,3,1,100000001,510000000327,
8,,Segment,1,5,Image 1,3,1,100000001,510000000335,
17,,Segment,1,4,Image 1,3,1,100000001,510000000351,
17,,Segment,1,3,Image 1,2,1,100000001,510000000367,
49,,Segment,1,2,Image 1,2,1,100000001,510000000415,
47,,Segment,1,1,Image 1,2,1,100000001,510000000461,
2,,Segment,1,0,Image 1,1,1,100000001,510000000463,
12,,Segment,1,9,Image 1,3,1,100000001,510000000491,
13,,Segment,1,7,Image 1,4,1,100000001,510000000503,
6,,Segment,1,6,Image 1,4,1,100000001,510000000508,
12,,Segment,1,8,Image 1,4,1,100000001,510000000519,
4,,Segment,1,7,Image 1,5,1,100000001,510000000522,
3,,Segment,1,4,Image 1,2,1,100000001,510000000526,
9,,Segment,1,3,Image 1,3,1,100000001,510000000534,
13,,Segment,1,2,Image 1,3,1,100000001,510000000546,
27,,Segment,1,2,Image 1,3,1,100000001,510000000572,
16,,Segment,1,1,Image 1,2,1,100000001,510000000587,
19,,Segment,1,3,Image 1,2,1,100000001,510000000605,
9,,Segment,1,3,Image 1,3,1,100000001,510000000614,
21,,Segment,1,14,Image 1,2,1,100000000,510000000634,
