
Spine Center Intensity Sum Ch=4 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
180,,Spine,4,2,Image 1,2,1,100000000,610000002694,
1804,,Spine,4,1,Image 1,2,1,100000000,610000002709,
104,,Spine,4,0,Image 1,1,1,100000000,610000002712,
215,,Spine,4,9,Image 1,3,1,100000001,610000002716,
134,,Spine,4,6,Image 1,2,1,100000000,610000002718,
144,,Spine,4,5,Image 1,2,1,100000000,610000002721,
174,,Spine,4,2,Image 1,1,1,100000001,610000002725,
228,,Spine,4,12,Image 1,2,1,100000000,610000002728,
88,,Spine,4,9,Image 1,3,1,100000000,610000002730,
176,,Spine,4,1,Image 1,2,1,100000001,610000002734,
196,,Spine,4,1,Image 1,2,1,100000001,610000002737,
486,,Spine,4,1,Image 1,2,1,100000000,610000002743,
66,,Spine,4,1,Image 1,2,1,100000001,610000002745,
246,,Spine,4,3,Image 1,3,1,100000001,610000002748,
152,,Spine,4,0,Image 1,1,1,100000000,610000002750,
65,,Spine,4,0,Image 1,1,1,100000000,610000002752,
126,,Spine,4,13,Image 1,3,1,100000001,610000002754,
191,,Spine,4,4,Image 1,2,1,100000001,610000002756,
155,,Spine,4,1,Image 1,2,1,100000001,610000002759,
209,,Spine,4,3,Image 1,2,1,100000001,610000002762,
260,,Spine,4,12,Image 1,3,1,100000000,610000002766,
76,,Spine,4,1,Image 1,2,1,100000001,610000002768,
187,,Spine,4,2,Image 1,2,1,100000000,610000002771,
323,,Spine,4,2,Image 1,3,1,100000001,610000002775,
394,,Spine,4,1,Image 1,2,1,100000001,610000002780,
139,,Spine,4,6,Image 1,1,1,100000000,610000002782,
397,,Spine,4,1,Image 1,2,1,100000000,610000002786,
210,,Spine,4,1,Image 1,2,1,100000001,610000002790,
189,,Spine,4,5,Image 1,3,1,100000001,610000002794,
160,,Spine,4,12,Image 1,2,1,100000000,610000002796,
564,,Spine,4,1,Image 1,1,1,100000000,610000002802,
276,,Spine,4,8,Image 1,2,1,100000001,610000002805,
3,,Spine,4,14,Image 1,2,1,100000000,610000002807,
211,,Spine,4,0,Image 1,1,1,100000000,610000002811,
