
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21639.7,µm,Spine,Spine Position,2,2,1,100000000,610000002694,
21634.2,µm,Spine,Spine Position,2,2,1,100000000,610000002709,
21636.9,µm,Spine,Spine Position,0,1,1,100000000,610000002712,
21626.8,µm,Spine,Spine Position,9,3,1,100000001,610000002716,
21627.7,µm,Spine,Spine Position,6,2,1,100000000,610000002718,
21628.2,µm,Spine,Spine Position,5,2,1,100000000,610000002721,
21639.6,µm,Spine,Spine Position,2,1,1,100000001,610000002725,
21622.8,µm,Spine,Spine Position,12,2,1,100000000,610000002728,
21625.1,µm,Spine,Spine Position,9,3,1,100000000,610000002730,
21637,µm,Spine,Spine Position,1,2,1,100000001,610000002734,
21639.9,µm,Spine,Spine Position,1,2,1,100000001,610000002737,
21632.1,µm,Spine,Spine Position,1,2,1,100000000,610000002743,
21643,µm,Spine,Spine Position,1,2,1,100000001,610000002745,
21636.3,µm,Spine,Spine Position,3,3,1,100000001,610000002748,
21637.1,µm,Spine,Spine Position,0,1,1,100000000,610000002750,
21632.4,µm,Spine,Spine Position,0,1,1,100000000,610000002752,
21640.8,µm,Spine,Spine Position,13,3,1,100000001,610000002754,
21636.9,µm,Spine,Spine Position,4,2,1,100000001,610000002756,
21638,µm,Spine,Spine Position,2,2,1,100000001,610000002759,
21637.7,µm,Spine,Spine Position,3,2,1,100000001,610000002762,
21621.8,µm,Spine,Spine Position,12,3,1,100000000,610000002766,
21638.9,µm,Spine,Spine Position,2,2,1,100000001,610000002768,
21633.8,µm,Spine,Spine Position,2,2,1,100000000,610000002771,
21636.4,µm,Spine,Spine Position,2,3,1,100000001,610000002775,
21638.4,µm,Spine,Spine Position,2,2,1,100000001,610000002780,
21626.7,µm,Spine,Spine Position,6,1,1,100000000,610000002782,
21632.2,µm,Spine,Spine Position,1,2,1,100000000,610000002786,
21639.4,µm,Spine,Spine Position,2,2,1,100000001,610000002790,
21630.6,µm,Spine,Spine Position,5,3,1,100000001,610000002794,
21622.8,µm,Spine,Spine Position,12,2,1,100000000,610000002796,
21638,µm,Spine,Spine Position,1,1,1,100000000,610000002802,
21640.8,µm,Spine,Spine Position,8,2,1,100000001,610000002805,
21621.6,µm,Spine,Spine Position,14,2,1,100000000,610000002807,
21632.2,µm,Spine,Spine Position,0,1,1,100000000,610000002811,
21639,µm,Spine,Spine Position,2,1,1,100000000,610000002813,
21638.6,µm,Spine,Spine Position,0,1,1,100000001,610000002817,
21641.2,µm,Spine,Spine Position,6,2,1,100000001,610000002820,
21639.5,µm,Spine,Spine Position,2,2,1,100000001,610000002824,
21636.9,µm,Spine,Spine Position,4,2,1,100000001,610000002827,
21637.1,µm,Spine,Spine Position,1,1,1,100000000,610000002830,
21640.9,µm,Spine,Spine Position,8,2,1,100000001,610000002832,
21638.2,µm,Spine,Spine Position,2,2,1,100000001,610000002836,
21635.9,µm,Spine,Spine Position,0,1,1,100000000,610000002838,
21636.8,µm,Spine,Spine Position,1,2,1,100000001,610000002840,
21638,µm,Spine,Spine Position,2,2,1,100000001,610000002842,
21634.4,µm,Spine,Spine Position,5,2,1,100000001,610000002845,
21637.6,µm,Spine,Spine Position,1,1,1,100000001,610000002847,
21640.1,µm,Spine,Spine Position,2,2,1,100000001,610000002849,
21637,µm,Spine,Spine Position,1,1,1,100000000,610000002851,
21637.6,µm,Spine,Spine Position,2,2,1,100000001,610000002854,
21640.6,µm,Spine,Spine Position,3,1,1,100000001,610000002857,
21637.7,µm,Spine,Spine Position,2,1,1,100000001,610000002864,
21640,µm,Spine,Spine Position,9,3,1,100000001,610000002866,
21640.5,µm,Spine,Spine Position,3,1,1,100000001,610000002869,
21638.1,µm,Spine,Spine Position,1,1,1,100000000,610000002873,
21639.9,µm,Spine,Spine Position,9,3,1,100000001,610000002878,
21637.5,µm,Spine,Spine Position,2,2,1,100000001,610000002880,
21624.2,µm,Spine,Spine Position,7,2,1,100000000,610000002886,
21636.8,µm,Spine,Spine Position,0,1,1,100000000,610000002908,
21636.4,µm,Spine,Spine Position,0,1,1,100000000,610000002909,
21621.9,µm,Spine,Spine Position,12,3,1,100000000,610000002910,
21621.9,µm,Spine,Spine Position,12,3,1,100000000,610000002911,
21622.9,µm,Spine,Spine Position,11,3,1,100000000,610000002912,
21623.6,µm,Spine,Spine Position,10,3,1,100000000,610000002913,
21623.5,µm,Spine,Spine Position,10,3,1,100000000,610000002914,
21625.1,µm,Spine,Spine Position,9,3,1,100000000,610000002915,
21625.8,µm,Spine,Spine Position,8,3,1,100000000,610000002916,
21628.7,µm,Spine,Spine Position,5,2,1,100000000,610000002917,
21629.1,µm,Spine,Spine Position,5,3,1,100000000,610000002918,
21629.5,µm,Spine,Spine Position,4,3,1,100000000,610000002919,
21632,µm,Spine,Spine Position,0,1,1,100000000,610000002920,
21632,µm,Spine,Spine Position,0,1,1,100000000,610000002921,
