
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Spine,5,2,Image 1,2,1,100000000,610000002694,
15,,Spine,5,1,Image 1,2,1,100000000,610000002709,
4,,Spine,5,0,Image 1,1,1,100000000,610000002712,
5,,Spine,5,9,Image 1,3,1,100000001,610000002716,
3,,Spine,5,6,Image 1,2,1,100000000,610000002718,
4,,Spine,5,5,Image 1,2,1,100000000,610000002721,
5,,Spine,5,2,Image 1,1,1,100000001,610000002725,
4,,Spine,5,12,Image 1,2,1,100000000,610000002728,
3,,Spine,5,9,Image 1,3,1,100000000,610000002730,
4,,Spine,5,1,Image 1,2,1,100000001,610000002734,
4,,Spine,5,1,Image 1,2,1,100000001,610000002737,
7,,Spine,5,1,Image 1,2,1,100000000,610000002743,
3,,Spine,5,1,Image 1,2,1,100000001,610000002745,
4,,Spine,5,3,Image 1,3,1,100000001,610000002748,
3,,Spine,5,0,Image 1,1,1,100000000,610000002750,
3,,Spine,5,0,Image 1,1,1,100000000,610000002752,
3,,Spine,5,13,Image 1,3,1,100000001,610000002754,
3,,Spine,5,4,Image 1,2,1,100000001,610000002756,
3,,Spine,5,1,Image 1,2,1,100000001,610000002759,
4,,Spine,5,3,Image 1,2,1,100000001,610000002762,
3,,Spine,5,12,Image 1,3,1,100000000,610000002766,
2,,Spine,5,1,Image 1,2,1,100000001,610000002768,
4,,Spine,5,2,Image 1,2,1,100000000,610000002771,
4,,Spine,5,2,Image 1,3,1,100000001,610000002775,
5,,Spine,5,1,Image 1,2,1,100000001,610000002780,
3,,Spine,5,6,Image 1,1,1,100000000,610000002782,
5,,Spine,5,1,Image 1,2,1,100000000,610000002786,
3,,Spine,5,1,Image 1,2,1,100000001,610000002790,
3,,Spine,5,5,Image 1,3,1,100000001,610000002794,
3,,Spine,5,12,Image 1,2,1,100000000,610000002796,
6,,Spine,5,1,Image 1,1,1,100000000,610000002802,
4,,Spine,5,8,Image 1,2,1,100000001,610000002805,
3,,Spine,5,14,Image 1,2,1,100000000,610000002807,
3,,Spine,5,0,Image 1,1,1,100000000,610000002811,
3,,Spine,5,2,Image 1,1,1,100000000,610000002813,
4,,Spine,5,0,Image 1,1,1,100000001,610000002817,
3,,Spine,5,6,Image 1,2,1,100000001,610000002820,
3,,Spine,5,1,Image 1,2,1,100000001,610000002824,
3,,Spine,5,4,Image 1,2,1,100000001,610000002827,
4,,Spine,5,1,Image 1,1,1,100000000,610000002830,
3,,Spine,5,8,Image 1,2,1,100000001,610000002832,
3,,Spine,5,1,Image 1,2,1,100000001,610000002836,
3,,Spine,5,0,Image 1,1,1,100000000,610000002838,
3,,Spine,5,1,Image 1,2,1,100000001,610000002840,
2,,Spine,5,1,Image 1,2,1,100000001,610000002842,
4,,Spine,5,5,Image 1,2,1,100000001,610000002845,
3,,Spine,5,1,Image 1,1,1,100000001,610000002847,
2,,Spine,5,1,Image 1,2,1,100000001,610000002849,
3,,Spine,5,1,Image 1,1,1,100000000,610000002851,
3,,Spine,5,2,Image 1,2,1,100000001,610000002854,
4,,Spine,5,3,Image 1,1,1,100000001,610000002857,
5,,Spine,5,2,Image 1,1,1,100000001,610000002864,
3,,Spine,5,9,Image 1,3,1,100000001,610000002866,
3,,Spine,5,3,Image 1,1,1,100000001,610000002869,
3,,Spine,5,1,Image 1,1,1,100000000,610000002873,
3,,Spine,5,9,Image 1,3,1,100000001,610000002878,
3,,Spine,5,2,Image 1,2,1,100000001,610000002880,
3,,Spine,5,7,Image 1,2,1,100000000,610000002886,
2,,Spine,5,0,Image 1,1,1,100000000,610000002908,
2,,Spine,5,0,Image 1,1,1,100000000,610000002909,
2,,Spine,5,12,Image 1,3,1,100000000,610000002910,
2,,Spine,5,12,Image 1,3,1,100000000,610000002911,
2,,Spine,5,11,Image 1,3,1,100000000,610000002912,
2,,Spine,5,10,Image 1,3,1,100000000,610000002913,
2,,Spine,5,10,Image 1,3,1,100000000,610000002914,
2,,Spine,5,9,Image 1,3,1,100000000,610000002915,
2,,Spine,5,8,Image 1,3,1,100000000,610000002916,
2,,Spine,5,5,Image 1,2,1,100000000,610000002917,
2,,Spine,5,5,Image 1,3,1,100000000,610000002918,
2,,Spine,5,4,Image 1,3,1,100000000,610000002919,
2,,Spine,5,0,Image 1,1,1,100000000,610000002920,
2,,Spine,5,0,Image 1,1,1,100000000,610000002921,
2,,Spine,5,1,Image 1,2,1,100000000,610000002922,
2,,Spine,5,2,Image 1,2,1,100000000,610000002923,
2,,Spine,5,1,Image 1,1,1,100000001,610000002924,
2,,Spine,5,1,Image 1,1,1,100000001,610000002925,
2,,Spine,5,2,Image 1,3,1,100000001,610000002926,
2,,Spine,5,8,Image 1,3,1,100000001,610000002927,
2,,Spine,5,8,Image 1,3,1,100000001,610000002928,
2,,Spine,5,8,Image 1,4,1,100000001,610000002929,
2,,Spine,5,7,Image 1,3,1,100000001,610000002930,
2,,Spine,5,1,Image 1,2,1,100000001,610000002931,
2,,Spine,5,4,Image 1,2,1,100000001,610000002932,
2,,Spine,5,3,Image 1,1,1,100000001,610000002933,
2,,Spine,5,3,Image 1,1,1,100000001,610000002934,
2,,Spine,5,3,Image 1,1,1,100000001,610000002935,
2,,Spine,5,2,Image 1,1,1,100000001,610000002936,
2,,Spine,5,13,Image 1,3,1,100000001,610000002937,
2,,Spine,5,9,Image 1,3,1,100000001,610000002938,
2,,Spine,5,8,Image 1,2,1,100000001,610000002939,
2,,Spine,5,7,Image 1,3,1,100000001,610000002940,
2,,Spine,5,6,Image 1,2,1,100000001,610000002941,
2,,Spine,5,4,Image 1,3,1,100000001,610000002942,
2,,Spine,5,1,Image 1,1,1,100000001,610000002943,
2,,Spine,5,1,Image 1,2,1,100000001,610000002944,
2,,Spine,5,0,Image 1,1,1,100000001,610000002945,
2,,Spine,5,4,Image 1,2,1,100000001,610000002950,
2,,Spine,5,0,Image 1,1,1,100000001,610000002951,
2,,Spine,5,2,Image 1,2,1,100000001,610000002952,
2,,Spine,5,2,Image 1,3,1,100000001,610000002953,
2,,Spine,5,2,Image 1,2,1,100000001,610000002954,
2,,Spine,5,1,Image 1,2,1,100000001,610000002955,
2,,Spine,5,2,Image 1,1,1,100000001,610000002956,
