
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.40042e+06,,Surface,2,Image 1,1,0,
1.11347e+07,,Surface,2,Image 1,1,1,
