
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-433.892,21637.8,1442.29,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002982,
-417.253,21639.9,1439.69,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002694,
-411.337,21633.8,1439.99,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002771,
-434.152,21637.8,1442.39,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002854,
-434.022,21637.5,1441.69,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002880,
-410.657,21632.8,1441.36,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002973,
-432.852,21636.6,1440.69,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002985,
-433.177,21636.5,1440.49,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002986,
-433.697,21636.2,1440.59,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000002775,
-429.396,21643.5,1441.48,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002958,
-433.372,21636.4,1440.59,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002984,
-426.092,21640.8,1439.59,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002857,
-426.158,21640.5,1439.59,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002869,
-425.962,21640.6,1439.49,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002962,
-425.768,21640.1,1440.19,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002963,
-425.638,21639.9,1440.09,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002964,
-436.818,21637.6,1439.39,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000002762,
-434.192,21636.1,1439.27,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000002748,
-438.703,21636.8,1439.19,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002756,
-420.441,21636.9,1439.9,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002827,
-420.599,21636.8,1439.88,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002961,
-438.18,21637.4,1439.76,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002972,
-416.974,21629.2,1439.34,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002962,
-439.872,21643,1438.99,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002976,
-410.103,21628.5,1439.69,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000002721,
-440.393,21634.5,1438.99,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000002845,
-411.858,21628.6,1439.89,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002965,
-423.297,21630.6,1439.29,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000002794,
-412.182,21629.2,1438.99,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002966,
-413.092,21626.8,1439.19,µm,Spine,Spine Terminal Pt Position,6,1,1,100000000,610000002782,
-413.548,21627.9,1440.09,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000002718,
-440.988,21641.5,1438.99,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000002820,
-441.064,21641.4,1438.94,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000002977,
-412.914,21624.2,1440.72,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000002886,
-423.948,21630.1,1439.49,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002967,
-442.212,21640,1439.69,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002978,
-442.927,21641,1440.19,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000002805,
-442.798,21641.2,1440.09,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000002832,
-442.571,21641,1439.97,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000002979,
-408.154,21625.6,1439.81,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000002964,
-423.272,21629.3,1439.26,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000002969,
-423.492,21628.6,1439.39,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000002970,
-424.216,21629.4,1438.92,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000002968,
-424.013,21626.9,1439.99,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000002716,
-408.022,21624.9,1439.29,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000002730,
-442.603,21640,1439.79,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000002866,
-442.342,21639.7,1440.09,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000002878,
-408.042,21624.9,1439.58,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000002963,
-442.342,21639.9,1440.09,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000002980,
