
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
26.4107,°,Spine,2,2,1,100000000,610000002694,
69.1151,°,Spine,2,2,1,100000000,610000002709,
44.2952,°,Spine,0,1,1,100000000,610000002712,
139.465,°,Spine,9,3,1,100000001,610000002716,
93.3176,°,Spine,6,2,1,100000000,610000002718,
90.8601,°,Spine,5,2,1,100000000,610000002721,
-80.7034,°,Spine,2,1,1,100000001,610000002725,
134.195,°,Spine,12,2,1,100000000,610000002728,
-138.45,°,Spine,9,3,1,100000000,610000002730,
37.5598,°,Spine,1,2,1,100000001,610000002734,
178.78,°,Spine,1,2,1,100000001,610000002737,
-131.639,°,Spine,1,2,1,100000000,610000002743,
-170.68,°,Spine,1,2,1,100000001,610000002745,
-123.715,°,Spine,3,3,1,100000001,610000002748,
149.421,°,Spine,0,1,1,100000000,610000002750,
108.425,°,Spine,0,1,1,100000000,610000002752,
-61.7382,°,Spine,13,3,1,100000001,610000002754,
-172.202,°,Spine,4,2,1,100000001,610000002756,
139.962,°,Spine,2,2,1,100000001,610000002759,
-63.254,°,Spine,3,2,1,100000001,610000002762,
-53.0096,°,Spine,12,3,1,100000000,610000002766,
16.4899,°,Spine,2,2,1,100000001,610000002768,
-179.538,°,Spine,2,2,1,100000000,610000002771,
-132.978,°,Spine,2,3,1,100000001,610000002775,
-46.1859,°,Spine,2,2,1,100000001,610000002780,
151.652,°,Spine,6,1,1,100000000,610000002782,
-119.298,°,Spine,1,2,1,100000000,610000002786,
-44.0464,°,Spine,2,2,1,100000001,610000002790,
5.28469,°,Spine,5,3,1,100000001,610000002794,
89.3228,°,Spine,12,2,1,100000000,610000002796,
-11.454,°,Spine,1,1,1,100000000,610000002802,
119.934,°,Spine,8,2,1,100000001,610000002805,
60.8047,°,Spine,14,2,1,100000000,610000002807,
74.3744,°,Spine,0,1,1,100000000,610000002811,
157.263,°,Spine,2,1,1,100000000,610000002813,
-142.464,°,Spine,0,1,1,100000001,610000002817,
71.486,°,Spine,6,2,1,100000001,610000002820,
-27.4019,°,Spine,2,2,1,100000001,610000002824,
-3.37193,°,Spine,4,2,1,100000001,610000002827,
138.463,°,Spine,1,1,1,100000000,610000002830,
130.415,°,Spine,8,2,1,100000001,610000002832,
-36.5566,°,Spine,2,2,1,100000001,610000002836,
8.18223,°,Spine,0,1,1,100000000,610000002838,
22.94,°,Spine,1,2,1,100000001,610000002840,
99.9552,°,Spine,2,2,1,100000001,610000002842,
171.923,°,Spine,5,2,1,100000001,610000002845,
86.3074,°,Spine,1,1,1,100000001,610000002847,
68.772,°,Spine,2,2,1,100000001,610000002849,
175.538,°,Spine,1,1,1,100000000,610000002851,
130.123,°,Spine,2,2,1,100000001,610000002854,
136.672,°,Spine,3,1,1,100000001,610000002857,
97.7708,°,Spine,2,1,1,100000001,610000002864,
105.768,°,Spine,9,3,1,100000001,610000002866,
163.694,°,Spine,3,1,1,100000001,610000002869,
-10.048,°,Spine,1,1,1,100000000,610000002873,
-55.9355,°,Spine,9,3,1,100000001,610000002878,
-1.47589,°,Spine,2,2,1,100000001,610000002880,
-9.99705,°,Spine,7,2,1,100000000,610000002886,
-113.087,°,Spine,0,1,1,100000000,610000002908,
28.0917,°,Spine,0,1,1,100000000,610000002909,
-120.726,°,Spine,12,3,1,100000000,610000002910,
-53.8314,°,Spine,12,3,1,100000000,610000002911,
66.7183,°,Spine,11,3,1,100000000,610000002912,
162.839,°,Spine,10,3,1,100000000,610000002913,
-171.376,°,Spine,10,3,1,100000000,610000002914,
-125.161,°,Spine,9,3,1,100000000,610000002915,
-96.173,°,Spine,8,3,1,100000000,610000002916,
-153.976,°,Spine,5,2,1,100000000,610000002917,
167.627,°,Spine,5,3,1,100000000,610000002918,
