
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
83.8704,°,Segment,2,2,1,100000000,510000001535,
74.2849,°,Segment,4,2,1,100000003,510000001538,
27.5571,°,Segment,3,3,1,100000005,510000001545,
34.8229,°,Segment,2,2,1,100000005,510000001552,
18.2048,°,Segment,1,1,1,100000005,510000001563,
10.5351,°,Segment,4,1,1,100000005,510000001585,
4.8589,°,Segment,3,1,1,100000005,510000001611,
74.6743,°,Segment,4,2,1,100000005,510000001619,
73.7823,°,Segment,5,2,1,100000000,510000001622,
85.6437,°,Segment,3,2,1,100000003,510000001625,
70.939,°,Segment,4,2,1,100000000,510000001628,
104.562,°,Segment,3,2,1,100000000,510000001631,
84.85,°,Segment,3,3,1,100000000,510000001636,
78.3484,°,Segment,1,2,1,100000005,510000001643,
80.0119,°,Segment,3,2,1,100000005,510000001649,
3.55611,°,Segment,2,2,1,100000005,510000001652,
33.3417,°,Segment,1,1,1,100000005,510000001654,
0,°,Segment,0,1,1,100000005,510000001666,
70.0286,°,Segment,4,1,1,100000005,510000001675,
78.2073,°,Segment,1,2,1,100000005,510000001681,
0,°,Segment,0,1,1,100000005,510000001686,
76.9301,°,Segment,2,1,1,100000005,510000001699,
0,°,Segment,0,1,1,100000005,510000001705,
24.8638,°,Segment,2,2,1,100000000,510000001739,
58.3607,°,Segment,1,2,1,100000000,510000001759,
0,°,Segment,0,1,1,100000005,510000001765,
0,°,Segment,0,1,1,100000005,510000001775,
17.7943,°,Segment,7,3,1,100000001,510000001793,
24.445,°,Segment,6,3,1,100000001,510000001818,
9.04639,°,Segment,5,2,1,100000001,510000001820,
3.3118,°,Segment,4,1,1,100000001,510000001866,
6.61829,°,Segment,3,1,1,100000001,510000001872,
9.66609,°,Segment,2,1,1,100000001,510000001876,
8.2569,°,Segment,1,1,1,100000001,510000001887,
0,°,Segment,0,1,1,100000001,510000001917,
0,°,Segment,0,1,1,100000005,510000001934,
72.3355,°,Segment,7,4,1,100000001,510000001953,
48.6035,°,Segment,1,2,1,100000005,510000001956,
0,°,Segment,0,1,1,100000005,510000001965,
0,°,Segment,0,1,1,100000005,510000001986,
27.0504,°,Segment,2,3,1,100000003,510000001989,
76.8515,°,Segment,1,2,1,100000003,510000002004,
47.3938,°,Segment,1,1,1,100000005,510000002007,
56.8665,°,Segment,1,2,1,100000005,510000002009,
47.4475,°,Segment,1,1,1,100000001,510000002034,
0,°,Segment,0,1,1,100000001,510000002062,
39.4334,°,Segment,2,2,1,100000003,510000002080,
76.8972,°,Segment,2,2,1,100000005,510000002087,
0,°,Segment,0,1,1,100000005,510000002090,
11.9527,°,Segment,7,3,1,100000001,510000002095,
82.3524,°,Segment,6,2,1,100000001,510000002100,
105.529,°,Segment,5,1,1,100000001,510000002126,
0,°,Segment,0,1,1,100000002,510000002200,
0,°,Segment,0,1,1,100000005,510000002214,
0,°,Segment,0,1,1,100000005,510000002222,
55.6219,°,Segment,2,3,1,100000000,510000002240,
0,°,Segment,0,1,1,100000005,510000002242,
0,°,Segment,0,1,1,100000005,510000002255,
7.57676,°,Segment,1,1,1,100000004,510000002280,
0,°,Segment,0,1,1,100000004,510000002324,
0,°,Segment,0,1,1,100000005,510000002349,
75.9474,°,Segment,3,1,1,100000003,510000002351,
83.5449,°,Segment,7,2,1,100000001,510000002356,
83.1021,°,Segment,1,2,1,100000001,510000002403,
18.5654,°,Segment,2,2,1,100000001,510000002432,
0,°,Segment,0,1,1,100000001,510000002445,
15.0551,°,Segment,2,2,1,100000003,510000002462,
2.18104,°,Segment,1,1,1,100000003,510000002468,
0,°,Segment,0,1,1,100000003,510000002484,
78.6035,°,Segment,4,2,1,100000001,510000002491,
16.991,°,Segment,1,2,1,100000004,510000002500,
0,°,Segment,0,1,1,100000004,510000002538,
85.1422,°,Segment,2,2,1,100000003,510000002581,
58.6405,°,Segment,1,2,1,100000004,510000002587,
74.6862,°,Segment,1,2,1,100000003,510000002591,
82.606,°,Segment,1,1,1,100000004,510000002594,
5.89568,°,Segment,3,2,1,100000001,510000002598,
90.1355,°,Segment,2,1,1,100000001,510000002600,
60.2299,°,Segment,2,1,1,100000003,510000002629,
0,°,Segment,0,1,1,100000005,510000002633,
67.0204,°,Segment,3,1,1,100000001,510000002644,
67.7853,°,Segment,3,2,1,100000001,510000002659,
0,°,Segment,0,1,1,100000005,510000002665,
92.3439,°,Segment,1,2,1,100000001,510000002668,
0,°,Segment,0,1,1,100000003,510000002678,
0,°,Segment,0,1,1,100000002,510000002705,
6.28472,°,Segment,2,2,1,100000002,510000002730,
23.7886,°,Segment,1,2,1,100000002,510000002732,
0,°,Segment,0,1,1,100000002,510000002745,
99.5662,°,Segment,1,2,1,100000001,510000002748,
13.729,°,Segment,1,1,1,100000002,510000002767,
0,°,Segment,0,1,1,100000002,510000002773,
11.9356,°,Segment,4,3,1,100000001,510000002806,
3.59369,°,Segment,3,3,1,100000001,510000002809,
12.1733,°,Segment,1,1,1,100000002,510000002817,
0,°,Segment,0,1,1,100000002,510000002821,
0,°,Segment,0,1,1,100000002,510000002825,
0,°,Segment,0,1,1,100000002,510000002832,
0,°,Segment,0,1,1,100000000,510000002885,
60.8245,°,Segment,1,2,1,100000002,510000002901,
48.0765,°,Segment,1,2,1,100000001,510000002908,
0,°,Segment,0,1,1,100000002,510000002911,
93.335,°,Segment,1,2,1,100000003,510000002914,
0,°,Segment,0,1,1,100000003,510000002922,
98.6303,°,Segment,2,2,1,100000001,510000002924,
0,°,Segment,0,1,1,100000004,510000002928,
0,°,Segment,0,1,1,100000004,510000002944,
0,°,Segment,0,1,1,100000004,510000002947,
80.1806,°,Segment,1,1,1,100000002,510000002952,
0,°,Segment,0,1,1,100000002,510000002957,
0,°,Segment,0,1,1,100000002,510000002987,
82.6216,°,Segment,1,1,1,100000001,510000002996,
0,°,Segment,0,1,1,100000000,510000003000,
63.0234,°,Segment,1,2,1,100000002,510000003020,
0,°,Segment,0,1,1,100000004,510000003025,
0,°,Segment,0,1,1,100000000,510000003056,
0,°,Segment,0,1,1,100000002,510000003061,
55.4524,°,Segment,7,1,1,100000000,510000003073,
57.9237,°,Segment,5,4,1,100000001,510000003075,
57.8195,°,Segment,2,3,1,100000001,510000003076,
37.351,°,Segment,4,4,1,100000001,510000003077,
101.752,°,Segment,3,4,1,100000001,510000003078,
7.34171,°,Segment,1,1,1,100000001,510000003080,
0,°,Segment,0,1,1,100000002,510000003082,
72.3909,°,Segment,2,3,1,100000002,510000003084,
84.4125,°,Segment,6,2,1,100000003,510000003088,
99.2563,°,Segment,6,2,1,100000003,510000003089,
0,°,Segment,0,1,1,100000005,510000003094,
63.2045,°,Segment,3,2,1,100000005,510000003095,
51.7034,°,Segment,2,1,1,100000005,510000003096,
68.1835,°,Segment,3,2,1,100000005,510000003104,
82.6828,°,Segment,1,2,1,100000005,510000003105,
0,°,Segment,0,1,1,100000005,510000003108,
