
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.10478,1.04888,0.801334,µm,Spine,Spine Part Length,0,1,1,100000001,610000003428,
1.64355,0.948229,0.923738,µm,Spine,Spine Part Length,0,1,1,100000000,610000003447,
0.737003,0.246915,0.349387,µm,Spine,Spine Part Length,0,1,1,100000004,610000003451,
1.6287,0.693101,0.962825,µm,Spine,Spine Part Length,0,1,1,100000004,610000003458,
0.924513,0.318634,0.537687,µm,Spine,Spine Part Length,0,1,1,100000001,610000003462,
0.972348,0.718506,0.317557,µm,Spine,Spine Part Length,0,1,1,100000002,610000003468,
1.25388,0.708323,0.476761,µm,Spine,Spine Part Length,0,1,1,100000002,610000003474,
1.17151,0.556945,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003479,
1.25085,0.208333,0.622874,µm,Spine,Spine Part Length,0,1,1,100000002,610000003493,
1.09237,0.620554,0.995825,µm,Spine,Spine Part Length,0,1,1,100000000,610000003501,
1.19628,0.9567,0.441912,µm,Spine,Spine Part Length,0,1,1,100000004,610000003507,
1.41134,0.63242,0.417763,µm,Spine,Spine Part Length,0,1,1,100000004,610000003513,
1.10633,0.457632,0.527381,µm,Spine,Spine Part Length,0,1,1,100000004,610000003517,
1.42387,0.704027,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003522,
2.29671,1.08297,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003526,
1.32588,0.325111,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003532,
1.18253,0.318634,0.628797,µm,Spine,Spine Part Length,0,1,1,100000001,610000003537,
1.1614,0.231934,0.536086,µm,Spine,Spine Part Length,0,1,1,100000002,610000003541,
1.26235,0.904741,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003545,
1.25472,0.967779,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003554,
1.96146,0.975016,0.580619,µm,Spine,Spine Part Length,0,1,1,100000000,610000003560,
1.83282,0.854706,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003564,
0.708682,0.719702,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003567,
1.82499,0.789697,0.466247,µm,Spine,Spine Part Length,0,1,1,100000001,610000003572,
1.05147,0.378709,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003575,
1.66425,0.651549,0.960566,µm,Spine,Spine Part Length,0,1,1,100000001,610000003582,
1.061,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003585,
0.836658,0.234375,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003588,
0.920938,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003591,
1.29428,0.442708,0.601304,µm,Spine,Spine Part Length,0,1,1,100000000,610000003595,
1.47925,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003597,
0.534951,0.321452,0.626933,µm,Spine,Spine Part Length,0,1,1,100000000,610000003610,
0.660385,0.246697,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003612,
1.32497,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003620,
1.21616,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003623,
1.70872,0.975715,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003628,
0.940229,0.515837,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003631,
1.1675,0.656025,0.415051,µm,Spine,Spine Part Length,0,1,1,100000000,610000003637,
1.53221,0.779034,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003642,
0.822459,0.246073,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003645,
1.10396,0.297057,0.494234,µm,Spine,Spine Part Length,0,1,1,100000002,610000003650,
1.16222,0.442708,0.572917,µm,Spine,Spine Part Length,0,1,1,100000000,610000003655,
0.87195,0.384716,0.442569,µm,Spine,Spine Part Length,0,1,1,100000000,610000003659,
1.07748,0.32527,0.589965,µm,Spine,Spine Part Length,0,1,1,100000000,610000003663,
0.698767,1.2361,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003666,
1.28185,0.440372,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003668,
0.818532,0.658366,0.393583,µm,Spine,Spine Part Length,0,1,1,100000000,610000003675,
1.69479,0.239966,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003677,
1.36621,0.71696,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003680,
1.10376,0.680956,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003682,
1.27682,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003687,
1.0389,0.467529,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003689,
1.35218,0.814043,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003692,
0.727494,0.217219,0.360539,µm,Spine,Spine Part Length,0,1,1,100000000,610000003697,
0.679305,0.220293,0.377686,µm,Spine,Spine Part Length,0,1,1,100000000,610000003702,
0.956603,0.432074,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003706,
0.777439,0.270996,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003708,
1.0729,0.253925,0.258471,µm,Spine,Spine Part Length,0,1,1,100000002,610000003712,
0.813547,0.295144,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003715,
1.40621,0.315698,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003719,
1.00893,1.43532,0.498801,µm,Spine,Spine Part Length,0,1,1,100000000,610000003723,
1.04014,0.71696,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003727,
1.10581,0.420736,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003729,
0.902277,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003735,
0.753054,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003740,
1.06046,0.32527,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003745,
0.994414,0.457632,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003748,
0.974149,0.833611,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003752,
0.755454,0.23735,0.376298,µm,Spine,Spine Part Length,0,1,1,100000000,610000003758,
0.756293,0.346619,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003762,
0.742911,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003781,
0.811274,0.384716,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003784,
0.331258,0.321149,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003786,
0.542611,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003791,
0.592221,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003796,
0.64643,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003816,
0.772111,0.297057,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003826,
1.18057,0.77406,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003828,
0.75255,0.450502,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003833,
0.806455,0.448822,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003842,
0.628655,0.23735,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003847,
0.785072,0.436198,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003857,
1.38563,0.624992,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000003907,
1.11535,0.429688,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000003913,
0.944433,0.603455,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003917,
1.23083,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003918,
0.857721,0.286458,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003919,
1.68449,0.255534,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003921,
1.1107,0.520833,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003926,
1.15548,0.282032,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003932,
1.14216,0.463867,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000003939,
1.06717,0.599042,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000003942,
0.764923,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000003944,
0.613641,0.416667,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000003946,
0.95389,0.447696,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000003947,
1.19643,0.835504,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000003949,
1.31385,0.802566,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003952,
1.03622,0.309652,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003956,
1.24993,0.429282,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003957,
0.988576,0.581055,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003958,
2.15231,1.01763,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000003961,
1.40432,0.628255,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003971,
1.18265,0.448405,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003978,
0.873479,0.593698,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000003984,
1.61133,1.18834,0.694601,µm,Spine,Spine Part Length,1,1,1,100000001,610000003487,
1.30314,0.226096,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003489,
0.999196,0.732611,0,µm,Spine,Spine Part Length,1,1,1,100000005,610000003601,
0.979484,0.337593,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003614,
1.39517,0.711663,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003618,
1.06459,0.270605,0.49008,µm,Spine,Spine Part Length,1,1,1,100000002,610000003671,
1.28942,0.318917,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003704,
1.39879,0.3125,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000003732,
0.979202,0.352394,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003760,
1.14417,0.416404,0.557087,µm,Spine,Spine Part Length,1,1,1,100000001,610000003768,
0.898515,0.3719,0.321199,µm,Spine,Spine Part Length,1,1,1,100000001,610000003773,
1.03821,0.338961,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003800,
0.926091,0.324797,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000003912,
1.13369,0.446531,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003923,
0.945271,0.297852,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003924,
1.08625,0.275065,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003925,
1.0984,0.38138,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003929,
1.23119,0.604072,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003930,
1.20607,0.429081,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003931,
1.10133,0.535482,0,µm,Spine,Spine Part Length,1,1,1,100000002,610000003933,
1.9906,0.98304,0.648789,µm,Spine,Spine Part Length,1,2,1,100000005,610000003433,
1.13979,0.682439,0,µm,Spine,Spine Part Length,1,2,1,100000005,610000003549,
1.54186,0.885231,0.696613,µm,Spine,Spine Part Length,1,2,1,100000001,610000003607,
1.58719,0.611979,0,µm,Spine,Spine Part Length,1,2,1,100000001,610000003910,
