
Soma Intensity Sum Ch=4 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
7556,,Soma,4,Image 1,1,100000000,800000000,
12916,,Soma,4,Image 1,1,100000001,800000001,
5321,,Soma,4,Image 1,1,100000002,800000002,
4815,,Soma,4,Image 1,1,100000003,800000003,
12943,,Soma,4,Image 1,1,100000004,800000004,
10403,,Soma,4,Image 1,1,100000005,800000005,
