
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
3.91225,µm,Soma,1,100000000,800000000,
4.13482,µm,Soma,1,100000001,800000001,
2.33251,µm,Soma,1,100000002,800000002,
3.27504,µm,Soma,1,100000003,800000003,
3.23102,µm,Soma,1,100000004,800000004,
4.0099,µm,Soma,1,100000005,800000005,
