
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65,,Spine,2,0,Image 1,1,1,100000001,610000003428,
35,,Spine,2,1,Image 1,2,1,100000005,610000003433,
55.6,,Spine,2,3,Image 1,1,1,100000003,610000003437,
55.4,,Spine,2,0,Image 1,1,1,100000000,610000003447,
36.25,,Spine,2,0,Image 1,1,1,100000004,610000003451,
56.4286,,Spine,2,0,Image 1,1,1,100000004,610000003458,
62.5,,Spine,2,0,Image 1,1,1,100000001,610000003462,
48,,Spine,2,0,Image 1,1,1,100000002,610000003468,
61,,Spine,2,0,Image 1,1,1,100000002,610000003474,
48.2,,Spine,2,0,Image 1,1,1,100000002,610000003479,
72.2222,,Spine,2,1,Image 1,1,1,100000001,610000003487,
52.3333,,Spine,2,1,Image 1,1,1,100000002,610000003489,
54,,Spine,2,0,Image 1,1,1,100000002,610000003493,
54.375,,Spine,2,0,Image 1,1,1,100000000,610000003501,
65.3333,,Spine,2,0,Image 1,1,1,100000004,610000003507,
81.3333,,Spine,2,0,Image 1,1,1,100000004,610000003513,
47,,Spine,2,0,Image 1,1,1,100000004,610000003517,
60.6,,Spine,2,0,Image 1,1,1,100000004,610000003522,
69.8,,Spine,2,0,Image 1,1,1,100000001,610000003526,
69,,Spine,2,2,Image 1,2,1,100000001,610000003529,
62.3333,,Spine,2,0,Image 1,1,1,100000002,610000003532,
50.5,,Spine,2,0,Image 1,1,1,100000001,610000003537,
64.25,,Spine,2,0,Image 1,1,1,100000002,610000003541,
59.4,,Spine,2,0,Image 1,1,1,100000001,610000003545,
59.4,,Spine,2,1,Image 1,2,1,100000005,610000003549,
65.2,,Spine,2,0,Image 1,1,1,100000004,610000003554,
83.8333,,Spine,2,0,Image 1,1,1,100000000,610000003560,
56.6,,Spine,2,0,Image 1,1,1,100000002,610000003564,
35.3333,,Spine,2,0,Image 1,1,1,100000005,610000003567,
80.8333,,Spine,2,0,Image 1,1,1,100000001,610000003572,
46.3333,,Spine,2,0,Image 1,1,1,100000005,610000003575,
91.7143,,Spine,2,0,Image 1,1,1,100000001,610000003582,
46.3333,,Spine,2,0,Image 1,1,1,100000002,610000003585,
42.6667,,Spine,2,0,Image 1,1,1,100000004,610000003588,
68.5,,Spine,2,0,Image 1,1,1,100000002,610000003591,
66.75,,Spine,2,0,Image 1,1,1,100000000,610000003595,
