
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2.42319,,Surface,3,Image 1,1,0,
4.20221,,Surface,3,Image 1,1,1,
1.68896,,Surface,3,Image 1,1,2,
1.07816,,Surface,3,Image 1,1,3,
0.097502,,Surface,3,Image 1,1,4,
0.278976,,Surface,3,Image 1,1,5,
