
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
230.484,µm^2,Soma,1,100000000,800000000,
234.26,µm^2,Soma,1,100000001,800000001,
220.602,µm^2,Soma,1,100000002,800000002,
179.84,µm^2,Soma,1,100000003,800000003,
209.889,µm^2,Soma,1,100000004,800000004,
369.476,µm^2,Soma,1,100000005,800000005,
