
Segment Center Intensity Sum Ch=5 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
943,,Segment,5,6,Image 1,3,1,100000003,510000000045,
3975,,Segment,5,5,Image 1,2,1,100000003,510000000102,
179,,Segment,5,4,Image 1,2,1,100000003,510000000104,
817,,Segment,5,3,Image 1,2,1,100000003,510000000144,
3645,,Segment,5,2,Image 1,1,1,100000003,510000000184,
1014,,Segment,5,1,Image 1,1,1,100000003,510000000197,
1544,,Segment,5,0,Image 1,1,1,100000003,510000000220,
226,,Segment,5,5,Image 1,3,1,100000003,510000000245,
150,,Segment,5,4,Image 1,3,1,100000003,510000000248,
203,,Segment,5,7,Image 1,2,1,100000003,510000000252,
1684,,Segment,5,6,Image 1,1,1,100000003,510000000272,
1271,,Segment,5,5,Image 1,1,1,100000003,510000000298,
5820,,Segment,5,4,Image 1,1,1,100000003,510000000393,
2791,,Segment,5,3,Image 1,1,1,100000003,510000000425,
1144,,Segment,5,2,Image 1,1,1,100000003,510000000454,
2221,,Segment,5,1,Image 1,1,1,100000003,510000000496,
2632,,Segment,5,0,Image 1,1,1,100000003,510000000537,
338,,Segment,5,7,Image 1,1,1,100000003,510000000559,
450,,Segment,5,5,Image 1,2,1,100000003,510000000574,
5144,,Segment,5,3,Image 1,3,1,100000003,510000000644,
221,,Segment,5,2,Image 1,2,1,100000003,510000000669,
783,,Segment,5,3,Image 1,2,1,100000003,510000000682,
1069,,Segment,5,1,Image 1,2,1,100000003,510000000702,
3258,,Segment,5,0,Image 1,1,1,100000003,510000000760,
501,,Segment,5,1,Image 1,1,1,100000003,510000000779,
40,,Segment,5,5,Image 1,5,1,100000001,510000000781,
619,,Segment,5,4,Image 1,4,1,100000001,510000000797,
2187,,Segment,5,3,Image 1,3,1,100000001,510000000813,
1140,,Segment,5,2,Image 1,2,1,100000001,510000000837,
654,,Segment,5,1,Image 1,2,1,100000001,510000000844,
616,,Segment,5,0,Image 1,1,1,100000001,510000000857,
3448,,Segment,5,5,Image 1,3,1,100000001,510000000909,
176,,Segment,5,4,Image 1,3,1,100000001,510000000911,
3589,,Segment,5,4,Image 1,3,1,100000001,510000000974,
2579,,Segment,5,3,Image 1,2,1,100000001,510000000996,
1778,,Segment,5,5,Image 1,3,1,100000001,510000001033,
547,,Segment,5,4,Image 1,2,1,100000001,510000001037,
217,,Segment,5,5,Image 1,2,1,100000001,510000001042,
229,,Segment,5,5,Image 1,4,1,100000001,510000001045,
3109,,Segment,5,0,Image 1,1,1,100000005,510000001124,
647,,Segment,5,5,Image 1,2,1,100000005,510000001186,
677,,Segment,5,4,Image 1,2,1,100000005,510000001208,
310,,Segment,5,3,Image 1,1,1,100000005,510000001213,
203,,Segment,5,2,Image 1,1,1,100000005,510000001217,
467,,Segment,5,1,Image 1,1,1,100000005,510000001229,
163,,Segment,5,0,Image 1,1,1,100000005,510000001235,
619,,Segment,5,6,Image 1,2,1,100000000,510000001269,
329,,Segment,5,5,Image 1,1,1,100000000,510000001276,
118,,Segment,5,4,Image 1,1,1,100000000,510000001279,
973,,Segment,5,3,Image 1,1,1,100000000,510000001291,
1231,,Segment,5,2,Image 1,1,1,100000000,510000001307,
4490,,Segment,5,1,Image 1,1,1,100000000,510000001367,
2815,,Segment,5,0,Image 1,1,1,100000000,510000001412,
52,,Segment,5,5,Image 1,3,1,100000005,510000001434,
13,,Segment,5,7,Image 1,2,1,100000000,510000001436,
54,,Segment,5,6,Image 1,1,1,100000000,510000001438,
1376,,Segment,5,1,Image 1,1,1,100000005,510000001477,
1021,,Segment,5,0,Image 1,1,1,100000005,510000001503,
695,,Segment,5,3,Image 1,2,1,100000000,510000001528,
614,,Segment,5,2,Image 1,2,1,100000000,510000001535,
95,,Segment,5,4,Image 1,2,1,100000003,510000001538,
336,,Segment,5,3,Image 1,3,1,100000005,510000001545,
314,,Segment,5,2,Image 1,2,1,100000005,510000001552,
834,,Segment,5,1,Image 1,1,1,100000005,510000001563,
569,,Segment,5,4,Image 1,1,1,100000005,510000001585,
1796,,Segment,5,3,Image 1,1,1,100000005,510000001611,
187,,Segment,5,4,Image 1,2,1,100000005,510000001619,
68,,Segment,5,5,Image 1,2,1,100000000,510000001622,
86,,Segment,5,3,Image 1,2,1,100000003,510000001625,
87,,Segment,5,4,Image 1,2,1,100000000,510000001628,
63,,Segment,5,3,Image 1,2,1,100000000,510000001631,
103,,Segment,5,3,Image 1,3,1,100000000,510000001636,
392,,Segment,5,1,Image 1,2,1,100000005,510000001643,
411,,Segment,5,3,Image 1,2,1,100000005,510000001649,
176,,Segment,5,2,Image 1,2,1,100000005,510000001652,
211,,Segment,5,1,Image 1,1,1,100000005,510000001654,
319,,Segment,5,0,Image 1,1,1,100000005,510000001666,
157,,Segment,5,4,Image 1,1,1,100000005,510000001675,
226,,Segment,5,1,Image 1,2,1,100000005,510000001681,
203,,Segment,5,0,Image 1,1,1,100000005,510000001686,
181,,Segment,5,2,Image 1,1,1,100000005,510000001699,
