
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Spine,1,0,Image 1,1,1,100000001,610000003428,
6,,Spine,1,1,Image 1,2,1,100000005,610000003433,
5,,Spine,1,3,Image 1,1,1,100000003,610000003437,
10,,Spine,1,0,Image 1,1,1,100000000,610000003447,
4,,Spine,1,0,Image 1,1,1,100000004,610000003451,
7,,Spine,1,0,Image 1,1,1,100000004,610000003458,
4,,Spine,1,0,Image 1,1,1,100000001,610000003462,
6,,Spine,1,0,Image 1,1,1,100000002,610000003468,
6,,Spine,1,0,Image 1,1,1,100000002,610000003474,
5,,Spine,1,0,Image 1,1,1,100000002,610000003479,
9,,Spine,1,1,Image 1,1,1,100000001,610000003487,
3,,Spine,1,1,Image 1,1,1,100000002,610000003489,
4,,Spine,1,0,Image 1,1,1,100000002,610000003493,
8,,Spine,1,0,Image 1,1,1,100000000,610000003501,
6,,Spine,1,0,Image 1,1,1,100000004,610000003507,
6,,Spine,1,0,Image 1,1,1,100000004,610000003513,
3,,Spine,1,0,Image 1,1,1,100000004,610000003517,
5,,Spine,1,0,Image 1,1,1,100000004,610000003522,
5,,Spine,1,0,Image 1,1,1,100000001,610000003526,
4,,Spine,1,2,Image 1,2,1,100000001,610000003529,
3,,Spine,1,0,Image 1,1,1,100000002,610000003532,
4,,Spine,1,0,Image 1,1,1,100000001,610000003537,
4,,Spine,1,0,Image 1,1,1,100000002,610000003541,
5,,Spine,1,0,Image 1,1,1,100000001,610000003545,
5,,Spine,1,1,Image 1,2,1,100000005,610000003549,
5,,Spine,1,0,Image 1,1,1,100000004,610000003554,
6,,Spine,1,0,Image 1,1,1,100000000,610000003560,
5,,Spine,1,0,Image 1,1,1,100000002,610000003564,
3,,Spine,1,0,Image 1,1,1,100000005,610000003567,
6,,Spine,1,0,Image 1,1,1,100000001,610000003572,
3,,Spine,1,0,Image 1,1,1,100000005,610000003575,
7,,Spine,1,0,Image 1,1,1,100000001,610000003582,
3,,Spine,1,0,Image 1,1,1,100000002,610000003585,
3,,Spine,1,0,Image 1,1,1,100000004,610000003588,
2,,Spine,1,0,Image 1,1,1,100000002,610000003591,
4,,Spine,1,0,Image 1,1,1,100000000,610000003595,
3,,Spine,1,0,Image 1,1,1,100000002,610000003597,
5,,Spine,1,1,Image 1,1,1,100000005,610000003601,
7,,Spine,1,1,Image 1,2,1,100000001,610000003607,
4,,Spine,1,0,Image 1,1,1,100000000,610000003610,
2,,Spine,1,0,Image 1,1,1,100000005,610000003612,
3,,Spine,1,1,Image 1,1,1,100000002,610000003614,
5,,Spine,1,1,Image 1,1,1,100000002,610000003618,
3,,Spine,1,0,Image 1,1,1,100000004,610000003620,
3,,Spine,1,0,Image 1,1,1,100000000,610000003623,
5,,Spine,1,0,Image 1,1,1,100000000,610000003628,
2,,Spine,1,0,Image 1,1,1,100000005,610000003631,
6,,Spine,1,0,Image 1,1,1,100000000,610000003637,
5,,Spine,1,0,Image 1,1,1,100000000,610000003642,
3,,Spine,1,0,Image 1,1,1,100000002,610000003645,
4,,Spine,1,0,Image 1,1,1,100000002,610000003650,
4,,Spine,1,0,Image 1,1,1,100000000,610000003655,
4,,Spine,1,0,Image 1,1,1,100000000,610000003659,
4,,Spine,1,0,Image 1,1,1,100000000,610000003663,
3,,Spine,1,0,Image 1,1,1,100000005,610000003666,
3,,Spine,1,0,Image 1,1,1,100000002,610000003668,
4,,Spine,1,1,Image 1,1,1,100000002,610000003671,
4,,Spine,1,0,Image 1,1,1,100000000,610000003675,
3,,Spine,1,0,Image 1,1,1,100000001,610000003677,
3,,Spine,1,0,Image 1,1,1,100000000,610000003680,
