
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
151.6,°,Segment,6,3,1,100000003,510000000045,
152.22,°,Segment,5,2,1,100000003,510000000102,
111.871,°,Segment,4,2,1,100000003,510000000104,
143.161,°,Segment,3,2,1,100000003,510000000144,
177.734,°,Segment,2,1,1,100000003,510000000184,
-177.216,°,Segment,1,1,1,100000003,510000000197,
-163.28,°,Segment,0,1,1,100000003,510000000220,
81.283,°,Segment,5,3,1,100000003,510000000245,
154.511,°,Segment,4,3,1,100000003,510000000248,
-39.9869,°,Segment,7,2,1,100000003,510000000252,
-96.1323,°,Segment,6,1,1,100000003,510000000272,
-151.499,°,Segment,5,1,1,100000003,510000000298,
-164.97,°,Segment,4,1,1,100000003,510000000393,
-176.159,°,Segment,3,1,1,100000003,510000000425,
-105.287,°,Segment,2,1,1,100000003,510000000454,
-132.687,°,Segment,1,1,1,100000003,510000000496,
-127.911,°,Segment,0,1,1,100000003,510000000537,
-94.9422,°,Segment,7,1,1,100000003,510000000559,
151.683,°,Segment,5,2,1,100000003,510000000574,
155.577,°,Segment,3,3,1,100000003,510000000644,
146.438,°,Segment,2,2,1,100000003,510000000669,
-168.886,°,Segment,3,2,1,100000003,510000000682,
26.8529,°,Segment,1,2,1,100000003,510000000702,
55.9197,°,Segment,0,1,1,100000003,510000000760,
105.749,°,Segment,1,1,1,100000003,510000000779,
-26.8163,°,Segment,5,5,1,100000001,510000000781,
-87.2204,°,Segment,4,4,1,100000001,510000000797,
-48.1364,°,Segment,3,3,1,100000001,510000000813,
-163.168,°,Segment,2,2,1,100000001,510000000837,
123.592,°,Segment,1,2,1,100000001,510000000844,
173.805,°,Segment,0,1,1,100000001,510000000857,
-132.993,°,Segment,5,3,1,100000001,510000000909,
-96.9896,°,Segment,4,3,1,100000001,510000000911,
-172.307,°,Segment,4,3,1,100000001,510000000974,
172.309,°,Segment,3,2,1,100000001,510000000996,
-177.951,°,Segment,5,3,1,100000001,510000001033,
143.852,°,Segment,4,2,1,100000001,510000001037,
9.14495,°,Segment,5,2,1,100000001,510000001042,
-147.566,°,Segment,5,4,1,100000001,510000001045,
-150.484,°,Segment,0,1,1,100000005,510000001124,
86.9524,°,Segment,5,2,1,100000005,510000001186,
59.4208,°,Segment,4,2,1,100000005,510000001208,
54.6448,°,Segment,3,1,1,100000005,510000001213,
26.2559,°,Segment,2,1,1,100000005,510000001217,
35.5828,°,Segment,1,1,1,100000005,510000001229,
38.6598,°,Segment,0,1,1,100000005,510000001235,
-74.5463,°,Segment,6,2,1,100000000,510000001269,
-43.2289,°,Segment,5,1,1,100000000,510000001276,
-31.8791,°,Segment,4,1,1,100000000,510000001279,
-35.1116,°,Segment,3,1,1,100000000,510000001291,
-68.6002,°,Segment,2,1,1,100000000,510000001307,
-91.9978,°,Segment,1,1,1,100000000,510000001367,
-43.1554,°,Segment,0,1,1,100000000,510000001412,
-165.606,°,Segment,5,3,1,100000005,510000001434,
-27.6222,°,Segment,7,2,1,100000000,510000001436,
-28.9032,°,Segment,6,1,1,100000000,510000001438,
-166.244,°,Segment,1,1,1,100000005,510000001477,
165.002,°,Segment,0,1,1,100000005,510000001503,
-142.087,°,Segment,3,2,1,100000000,510000001528,
-134.687,°,Segment,2,2,1,100000000,510000001535,
-174.144,°,Segment,4,2,1,100000003,510000001538,
-33.8721,°,Segment,3,3,1,100000005,510000001545,
-1.23797,°,Segment,2,2,1,100000005,510000001552,
-81.7268,°,Segment,1,1,1,100000005,510000001563,
-94.9738,°,Segment,4,1,1,100000005,510000001585,
-108.962,°,Segment,3,1,1,100000005,510000001611,
155.192,°,Segment,4,2,1,100000005,510000001619,
36.7041,°,Segment,5,2,1,100000000,510000001622,
-9.45603,°,Segment,3,2,1,100000003,510000001625,
32.664,°,Segment,4,2,1,100000000,510000001628,
17.0828,°,Segment,3,2,1,100000000,510000001631,
152.352,°,Segment,3,3,1,100000000,510000001636,
-147.913,°,Segment,1,2,1,100000005,510000001643,
-33.0254,°,Segment,3,2,1,100000005,510000001649,
76.3689,°,Segment,2,2,1,100000005,510000001652,
72.4213,°,Segment,1,1,1,100000005,510000001654,
21.228,°,Segment,0,1,1,100000005,510000001666,
64.7639,°,Segment,4,1,1,100000005,510000001675,
34.0374,°,Segment,1,2,1,100000005,510000001681,
19.4931,°,Segment,0,1,1,100000005,510000001686,
