
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.810185,,Soma,1,100000000,800000000,
0.788565,,Soma,1,100000001,800000001,
0.713197,,Soma,1,100000002,800000002,
0.787921,,Soma,1,100000003,800000003,
0.719141,,Soma,1,100000004,800000004,
0.669825,,Soma,1,100000005,800000005,
