
Spine Intensity Median Ch=5 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
83.125,,Spine,5,0,Image 1,1,1,100000001,610000003428,
37.0625,,Spine,5,1,Image 1,2,1,100000005,610000003433,
55.0625,,Spine,5,3,Image 1,1,1,100000003,610000003437,
54.0625,,Spine,5,0,Image 1,1,1,100000000,610000003447,
32.0312,,Spine,5,0,Image 1,1,1,100000004,610000003451,
56.0312,,Spine,5,0,Image 1,1,1,100000004,610000003458,
43.0625,,Spine,5,0,Image 1,1,1,100000001,610000003462,
46.0625,,Spine,5,0,Image 1,1,1,100000002,610000003468,
54.0625,,Spine,5,0,Image 1,1,1,100000002,610000003474,
55.5625,,Spine,5,0,Image 1,1,1,100000002,610000003479,
64.125,,Spine,5,1,Image 1,1,1,100000001,610000003487,
41.125,,Spine,5,1,Image 1,1,1,100000002,610000003489,
46.5625,,Spine,5,0,Image 1,1,1,100000002,610000003493,
53.5625,,Spine,5,0,Image 1,1,1,100000000,610000003501,
60.5312,,Spine,5,0,Image 1,1,1,100000004,610000003507,
83.0625,,Spine,5,0,Image 1,1,1,100000004,610000003513,
52.0312,,Spine,5,0,Image 1,1,1,100000004,610000003517,
60.5312,,Spine,5,0,Image 1,1,1,100000004,610000003522,
47.125,,Spine,5,0,Image 1,1,1,100000001,610000003526,
66.0625,,Spine,5,2,Image 1,2,1,100000001,610000003529,
58.0625,,Spine,5,0,Image 1,1,1,100000002,610000003532,
57.0625,,Spine,5,0,Image 1,1,1,100000001,610000003537,
59.0625,,Spine,5,0,Image 1,1,1,100000002,610000003541,
61.125,,Spine,5,0,Image 1,1,1,100000001,610000003545,
36.0625,,Spine,5,1,Image 1,2,1,100000005,610000003549,
60.0312,,Spine,5,0,Image 1,1,1,100000004,610000003554,
73.0625,,Spine,5,0,Image 1,1,1,100000000,610000003560,
63.0625,,Spine,5,0,Image 1,1,1,100000002,610000003564,
30.0625,,Spine,5,0,Image 1,1,1,100000005,610000003567,
100.625,,Spine,5,0,Image 1,1,1,100000001,610000003572,
38.0625,,Spine,5,0,Image 1,1,1,100000005,610000003575,
80.125,,Spine,5,0,Image 1,1,1,100000001,610000003582,
58.0625,,Spine,5,0,Image 1,1,1,100000002,610000003585,
40.0625,,Spine,5,0,Image 1,1,1,100000004,610000003588,
70.0312,,Spine,5,0,Image 1,1,1,100000002,610000003591,
50.125,,Spine,5,0,Image 1,1,1,100000000,610000003595,
46.0625,,Spine,5,0,Image 1,1,1,100000002,610000003597,
53.5625,,Spine,5,1,Image 1,1,1,100000005,610000003601,
61.125,,Spine,5,1,Image 1,2,1,100000001,610000003607,
56.125,,Spine,5,0,Image 1,1,1,100000000,610000003610,
38.5312,,Spine,5,0,Image 1,1,1,100000005,610000003612,
33.0625,,Spine,5,1,Image 1,1,1,100000002,610000003614,
34.0625,,Spine,5,1,Image 1,1,1,100000002,610000003618,
54.0625,,Spine,5,0,Image 1,1,1,100000004,610000003620,
82.5312,,Spine,5,0,Image 1,1,1,100000000,610000003623,
76.5625,,Spine,5,0,Image 1,1,1,100000000,610000003628,
46.0625,,Spine,5,0,Image 1,1,1,100000005,610000003631,
57.0625,,Spine,5,0,Image 1,1,1,100000000,610000003637,
103.125,,Spine,5,0,Image 1,1,1,100000000,610000003642,
58.0625,,Spine,5,0,Image 1,1,1,100000002,610000003645,
62.0625,,Spine,5,0,Image 1,1,1,100000002,610000003650,
88.0625,,Spine,5,0,Image 1,1,1,100000000,610000003655,
95.5625,,Spine,5,0,Image 1,1,1,100000000,610000003659,
83.5625,,Spine,5,0,Image 1,1,1,100000000,610000003663,
37.0625,,Spine,5,0,Image 1,1,1,100000005,610000003666,
43.0625,,Spine,5,0,Image 1,1,1,100000002,610000003668,
33.5625,,Spine,5,1,Image 1,1,1,100000002,610000003671,
60.0625,,Spine,5,0,Image 1,1,1,100000000,610000003675,
57.125,,Spine,5,0,Image 1,1,1,100000001,610000003677,
73.0625,,Spine,5,0,Image 1,1,1,100000000,610000003680,
39.0625,,Spine,5,0,Image 1,1,1,100000005,610000003682,
96.0312,,Spine,5,0,Image 1,1,1,100000004,610000003687,
48.0625,,Spine,5,0,Image 1,1,1,100000005,610000003689,
49.125,,Spine,5,0,Image 1,1,1,100000005,610000003692,
100.062,,Spine,5,0,Image 1,1,1,100000000,610000003697,
60.5625,,Spine,5,0,Image 1,1,1,100000000,610000003702,
28.0625,,Spine,5,1,Image 1,1,1,100000002,610000003704,
67.0625,,Spine,5,0,Image 1,1,1,100000002,610000003706,
39.0625,,Spine,5,0,Image 1,1,1,100000005,610000003708,
44.0625,,Spine,5,0,Image 1,1,1,100000002,610000003712,
83.0625,,Spine,5,0,Image 1,1,1,100000000,610000003715,
41.0625,,Spine,5,0,Image 1,1,1,100000005,610000003719,
66.125,,Spine,5,0,Image 1,1,1,100000000,610000003723,
79.125,,Spine,5,0,Image 1,1,1,100000000,610000003727,
72.0312,,Spine,5,0,Image 1,1,1,100000002,610000003729,
61.125,,Spine,5,1,Image 1,1,1,100000000,610000003732,
78.0625,,Spine,5,0,Image 1,1,1,100000000,610000003735,
54.0625,,Spine,5,0,Image 1,1,1,100000003,610000003737,
45.0625,,Spine,5,0,Image 1,1,1,100000004,610000003740,
99.0625,,Spine,5,0,Image 1,1,1,100000000,610000003745,
53.0625,,Spine,5,0,Image 1,1,1,100000004,610000003748,
43.0625,,Spine,5,0,Image 1,1,1,100000004,610000003752,
68.125,,Spine,5,4,Image 1,3,1,100000001,610000003754,
72.5625,,Spine,5,0,Image 1,1,1,100000000,610000003758,
73.0625,,Spine,5,1,Image 1,1,1,100000002,610000003760,
48.0312,,Spine,5,0,Image 1,1,1,100000002,610000003762,
61.0625,,Spine,5,0,Image 1,1,1,100000003,610000003764,
81.625,,Spine,5,1,Image 1,1,1,100000001,610000003768,
56.125,,Spine,5,1,Image 1,1,1,100000001,610000003773,
45.0625,,Spine,5,0,Image 1,1,1,100000003,610000003776,
74.5312,,Spine,5,0,Image 1,1,1,100000000,610000003781,
100.031,,Spine,5,0,Image 1,1,1,100000000,610000003784,
90.125,,Spine,5,0,Image 1,1,1,100000001,610000003786,
74.0312,,Spine,5,0,Image 1,1,1,100000004,610000003791,
102.531,,Spine,5,0,Image 1,1,1,100000000,610000003796,
43.5625,,Spine,5,1,Image 1,1,1,100000002,610000003800,
17.125,,Spine,5,0,Image 1,1,1,100000003,610000003813,
103.062,,Spine,5,0,Image 1,1,1,100000000,610000003816,
68.0625,,Spine,5,0,Image 1,1,1,100000002,610000003826,
60.125,,Spine,5,0,Image 1,1,1,100000000,610000003828,
51.125,,Spine,5,0,Image 1,1,1,100000000,610000003833,
33.0625,,Spine,5,0,Image 1,1,1,100000004,610000003842,
95.0625,,Spine,5,0,Image 1,1,1,100000000,610000003847,
78.5625,,Spine,5,0,Image 1,1,1,100000002,610000003857,
76.5625,,Spine,5,0,Image 1,1,1,100000003,610000003875,
46.0625,,Spine,5,0,Image 1,1,1,100000000,610000003907,
