
Spine Intensity Min Ch=1 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,1,0,Image 1,1,1,100000001,610000003428,
0,,Spine,1,1,Image 1,2,1,100000005,610000003433,
0,,Spine,1,3,Image 1,1,1,100000003,610000003437,
0,,Spine,1,0,Image 1,1,1,100000000,610000003447,
0,,Spine,1,0,Image 1,1,1,100000004,610000003451,
0,,Spine,1,0,Image 1,1,1,100000004,610000003458,
0,,Spine,1,0,Image 1,1,1,100000001,610000003462,
0,,Spine,1,0,Image 1,1,1,100000002,610000003468,
0,,Spine,1,0,Image 1,1,1,100000002,610000003474,
0,,Spine,1,0,Image 1,1,1,100000002,610000003479,
0,,Spine,1,1,Image 1,1,1,100000001,610000003487,
0,,Spine,1,1,Image 1,1,1,100000002,610000003489,
0,,Spine,1,0,Image 1,1,1,100000002,610000003493,
0,,Spine,1,0,Image 1,1,1,100000000,610000003501,
0,,Spine,1,0,Image 1,1,1,100000004,610000003507,
0,,Spine,1,0,Image 1,1,1,100000004,610000003513,
0,,Spine,1,0,Image 1,1,1,100000004,610000003517,
0,,Spine,1,0,Image 1,1,1,100000004,610000003522,
0,,Spine,1,0,Image 1,1,1,100000001,610000003526,
0,,Spine,1,2,Image 1,2,1,100000001,610000003529,
0,,Spine,1,0,Image 1,1,1,100000002,610000003532,
0,,Spine,1,0,Image 1,1,1,100000001,610000003537,
0,,Spine,1,0,Image 1,1,1,100000002,610000003541,
0,,Spine,1,0,Image 1,1,1,100000001,610000003545,
0,,Spine,1,1,Image 1,2,1,100000005,610000003549,
0,,Spine,1,0,Image 1,1,1,100000004,610000003554,
0,,Spine,1,0,Image 1,1,1,100000000,610000003560,
0,,Spine,1,0,Image 1,1,1,100000002,610000003564,
0,,Spine,1,0,Image 1,1,1,100000005,610000003567,
0,,Spine,1,0,Image 1,1,1,100000001,610000003572,
0,,Spine,1,0,Image 1,1,1,100000005,610000003575,
0,,Spine,1,0,Image 1,1,1,100000001,610000003582,
0,,Spine,1,0,Image 1,1,1,100000002,610000003585,
0,,Spine,1,0,Image 1,1,1,100000004,610000003588,
0,,Spine,1,0,Image 1,1,1,100000002,610000003591,
0,,Spine,1,0,Image 1,1,1,100000000,610000003595,
0,,Spine,1,0,Image 1,1,1,100000002,610000003597,
0,,Spine,1,1,Image 1,1,1,100000005,610000003601,
0,,Spine,1,1,Image 1,2,1,100000001,610000003607,
0,,Spine,1,0,Image 1,1,1,100000000,610000003610,
0,,Spine,1,0,Image 1,1,1,100000005,610000003612,
0,,Spine,1,1,Image 1,1,1,100000002,610000003614,
0,,Spine,1,1,Image 1,1,1,100000002,610000003618,
0,,Spine,1,0,Image 1,1,1,100000004,610000003620,
0,,Spine,1,0,Image 1,1,1,100000000,610000003623,
0,,Spine,1,0,Image 1,1,1,100000000,610000003628,
0,,Spine,1,0,Image 1,1,1,100000005,610000003631,
0,,Spine,1,0,Image 1,1,1,100000000,610000003637,
0,,Spine,1,0,Image 1,1,1,100000000,610000003642,
0,,Spine,1,0,Image 1,1,1,100000002,610000003645,
0,,Spine,1,0,Image 1,1,1,100000002,610000003650,
0,,Spine,1,0,Image 1,1,1,100000000,610000003655,
0,,Spine,1,0,Image 1,1,1,100000000,610000003659,
0,,Spine,1,0,Image 1,1,1,100000000,610000003663,
0,,Spine,1,0,Image 1,1,1,100000005,610000003666,
0,,Spine,1,0,Image 1,1,1,100000002,610000003668,
0,,Spine,1,1,Image 1,1,1,100000002,610000003671,
0,,Spine,1,0,Image 1,1,1,100000000,610000003675,
0,,Spine,1,0,Image 1,1,1,100000001,610000003677,
0,,Spine,1,0,Image 1,1,1,100000000,610000003680,
0,,Spine,1,0,Image 1,1,1,100000005,610000003682,
0,,Spine,1,0,Image 1,1,1,100000004,610000003687,
0,,Spine,1,0,Image 1,1,1,100000005,610000003689,
0,,Spine,1,0,Image 1,1,1,100000005,610000003692,
0,,Spine,1,0,Image 1,1,1,100000000,610000003697,
0,,Spine,1,0,Image 1,1,1,100000000,610000003702,
0,,Spine,1,1,Image 1,1,1,100000002,610000003704,
0,,Spine,1,0,Image 1,1,1,100000002,610000003706,
0,,Spine,1,0,Image 1,1,1,100000005,610000003708,
0,,Spine,1,0,Image 1,1,1,100000002,610000003712,
0,,Spine,1,0,Image 1,1,1,100000000,610000003715,
0,,Spine,1,0,Image 1,1,1,100000005,610000003719,
0,,Spine,1,0,Image 1,1,1,100000000,610000003723,
0,,Spine,1,0,Image 1,1,1,100000000,610000003727,
0,,Spine,1,0,Image 1,1,1,100000002,610000003729,
0,,Spine,1,1,Image 1,1,1,100000000,610000003732,
0,,Spine,1,0,Image 1,1,1,100000000,610000003735,
0,,Spine,1,0,Image 1,1,1,100000003,610000003737,
0,,Spine,1,0,Image 1,1,1,100000004,610000003740,
0,,Spine,1,0,Image 1,1,1,100000000,610000003745,
0,,Spine,1,0,Image 1,1,1,100000004,610000003748,
0,,Spine,1,0,Image 1,1,1,100000004,610000003752,
0,,Spine,1,4,Image 1,3,1,100000001,610000003754,
0,,Spine,1,0,Image 1,1,1,100000000,610000003758,
0,,Spine,1,1,Image 1,1,1,100000002,610000003760,
