
Spine Terminal Pt Intensity Center Ch=2 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
52,,Spine,2,0,Image 1,1,100000001,610000003428,
50,,Spine,2,1,Image 1,1,100000005,610000003433,
50,,Spine,2,3,Image 1,1,100000003,610000003437,
72,,Spine,2,0,Image 1,1,,610000003439,
56,,Spine,2,0,Image 1,1,,610000003449,
63,,Spine,2,0,Image 1,1,,610000003453,
69,,Spine,2,0,Image 1,1,,610000003460,
55,,Spine,2,0,Image 1,1,,610000003464,
60,,Spine,2,0,Image 1,1,,610000003470,
61,,Spine,2,0,Image 1,1,,610000003476,
110,,Spine,2,1,Image 1,1,100000001,610000003487,
45,,Spine,2,1,Image 1,1,100000002,610000003489,
56,,Spine,2,0,Image 1,1,,610000003491,
72,,Spine,2,0,Image 1,1,,610000003495,
67,,Spine,2,0,Image 1,1,,610000003503,
108,,Spine,2,0,Image 1,1,,610000003509,
62,,Spine,2,0,Image 1,1,,610000003515,
63,,Spine,2,0,Image 1,1,,610000003519,
60,,Spine,2,0,Image 1,1,100000001,610000003526,
77,,Spine,2,2,Image 1,1,100000001,610000003529,
68,,Spine,2,0,Image 1,1,,610000003531,
64,,Spine,2,0,Image 1,1,,610000003535,
60,,Spine,2,0,Image 1,1,,610000003539,
26,,Spine,2,0,Image 1,1,100000001,610000003545,
76,,Spine,2,1,Image 1,1,100000005,610000003549,
57,,Spine,2,0,Image 1,1,,610000003551,
98,,Spine,2,0,Image 1,1,,610000003556,
76,,Spine,2,0,Image 1,1,100000002,610000003564,
33,,Spine,2,0,Image 1,1,,610000003566,
55,,Spine,2,0,Image 1,1,100000001,610000003572,
19,,Spine,2,0,Image 1,1,,610000003574,
88,,Spine,2,0,Image 1,1,,610000003577,
56,,Spine,2,0,Image 1,1,,610000003584,
47,,Spine,2,0,Image 1,1,,610000003587,
133,,Spine,2,0,Image 1,1,,610000003593,
63,,Spine,2,0,Image 1,1,100000002,610000003597,
63,,Spine,2,1,Image 1,1,100000005,610000003601,
68,,Spine,2,1,Image 1,1,100000001,610000003607,
52,,Spine,2,0,Image 1,1,100000000,610000003610,
55,,Spine,2,1,Image 1,1,100000002,610000003614,
112,,Spine,2,1,Image 1,1,100000002,610000003618,
100,,Spine,2,0,Image 1,1,100000004,610000003620,
82,,Spine,2,0,Image 1,1,,610000003622,
140,,Spine,2,0,Image 1,1,,610000003625,
39,,Spine,2,0,Image 1,1,,610000003633,
65,,Spine,2,0,Image 1,1,,610000003639,
63,,Spine,2,0,Image 1,1,,610000003644,
89,,Spine,2,0,Image 1,1,,610000003648,
88,,Spine,2,0,Image 1,1,,610000003653,
82,,Spine,2,0,Image 1,1,,610000003657,
83,,Spine,2,0,Image 1,1,,610000003661,
55,,Spine,2,0,Image 1,1,,610000003665,
63,,Spine,2,0,Image 1,1,100000002,610000003668,
111,,Spine,2,1,Image 1,1,100000002,610000003671,
68,,Spine,2,0,Image 1,1,,610000003673,
63,,Spine,2,0,Image 1,1,100000001,610000003677,
47,,Spine,2,0,Image 1,1,,610000003679,
106,,Spine,2,0,Image 1,1,,610000003686,
73,,Spine,2,0,Image 1,1,,610000003695,
83,,Spine,2,0,Image 1,1,,610000003700,
41,,Spine,2,1,Image 1,1,100000002,610000003704,
98,,Spine,2,0,Image 1,1,100000002,610000003712,
70,,Spine,2,0,Image 1,1,,610000003714,
55,,Spine,2,0,Image 1,1,100000005,610000003719,
79,,Spine,2,0,Image 1,1,,610000003721,
71,,Spine,2,0,Image 1,1,,610000003726,
94,,Spine,2,1,Image 1,1,100000000,610000003732,
117,,Spine,2,0,Image 1,1,,610000003734,
111,,Spine,2,0,Image 1,1,,610000003744,
65,,Spine,2,0,Image 1,1,100000004,610000003752,
101,,Spine,2,4,Image 1,1,100000001,610000003754,
45,,Spine,2,0,Image 1,1,,610000003756,
54,,Spine,2,1,Image 1,1,100000002,610000003760,
84,,Spine,2,1,Image 1,1,100000001,610000003768,
59,,Spine,2,1,Image 1,1,100000001,610000003773,
96,,Spine,2,0,Image 1,1,100000001,610000003786,
56,,Spine,2,1,Image 1,1,100000002,610000003800,
127,,Spine,2,1,Image 1,1,,610000004006,
86,,Spine,2,0,Image 1,1,,610000004006,
76,,Spine,2,4,Image 1,1,,610000004007,
74,,Spine,2,3,Image 1,1,,610000004007,
69,,Spine,2,1,Image 1,1,,610000004007,
81,,Spine,2,0,Image 1,1,,610000004007,
110,,Spine,2,4,Image 1,1,,610000004008,
85,,Spine,2,2,Image 1,1,,610000004008,
82,,Spine,2,0,Image 1,1,,610000004008,
60,,Spine,2,3,Image 1,1,,610000004009,
84,,Spine,2,1,Image 1,1,,610000004009,
78,,Spine,2,0,Image 1,1,,610000004009,
74,,Spine,2,3,Image 1,1,,610000004010,
48,,Spine,2,1,Image 1,1,,610000004010,
75,,Spine,2,0,Image 1,1,,610000004010,
83,,Spine,2,1,Image 1,1,,610000004011,
70,,Spine,2,0,Image 1,1,,610000004011,
123,,Spine,2,1,Image 1,1,,610000004012,
91,,Spine,2,0,Image 1,1,,610000004012,
68,,Spine,2,1,Image 1,1,,610000004013,
62,,Spine,2,2,Image 1,1,,610000004013,
55,,Spine,2,0,Image 1,1,,610000004013,
75,,Spine,2,1,Image 1,1,,610000004014,
77,,Spine,2,2,Image 1,1,,610000004014,
36,,Spine,2,0,Image 1,1,,610000004014,
99,,Spine,2,1,Image 1,1,,610000004015,
69,,Spine,2,2,Image 1,1,,610000004015,
40,,Spine,2,0,Image 1,1,,610000004015,
56,,Spine,2,2,Image 1,1,,610000004016,
107,,Spine,2,0,Image 1,1,,610000004016,
30,,Spine,2,2,Image 1,1,,610000004017,
75,,Spine,2,0,Image 1,1,,610000004017,
116,,Spine,2,2,Image 1,1,,610000004018,
100,,Spine,2,0,Image 1,1,,610000004018,
78,,Spine,2,0,Image 1,1,,610000004019,
65,,Spine,2,0,Image 1,1,,610000004020,
83,,Spine,2,0,Image 1,1,,610000004021,
82,,Spine,2,0,Image 1,1,,610000004022,
37,,Spine,2,0,Image 1,1,,610000004023,
95,,Spine,2,0,Image 1,1,,610000004024,
77,,Spine,2,0,Image 1,1,,610000004025,
