
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003428,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003447,
0.416667,0.493829,0.572917,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003451,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003458,
0.416667,0.637267,0.546875,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003462,
0.416667,0.79387,0.807376,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003468,
0.52963,0.463867,1.26573,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003474,
0.427246,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003479,
0.451873,0.416667,0.465414,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003493,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003501,
0.416667,0.652793,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003507,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003513,
0.467671,0.915264,0.763264,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003517,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003522,
0.416667,0.759763,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003526,
0.416667,0.650222,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003532,
0.416667,0.637267,0.578597,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003537,
0.844155,0.463867,0.735133,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003541,
1.45833,0.569466,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003545,
0.416667,0.652793,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003554,
0.416667,0.885417,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003560,
0.503245,0.418448,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003564,
0.952491,1.4394,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003567,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003572,
0.798194,0.757419,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003575,
1.25,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003582,
0.465414,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003585,
0.460236,0.46875,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003588,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003591,
0.416667,0.885417,1.35417,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003595,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003597,
1.78025,0.642904,1.09999,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003610,
0.493395,0.493395,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003612,
0.470602,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003620,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003623,
0.416667,0.885417,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003628,
0.769644,1.03167,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003631,
0.685477,0.429758,0.46875,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003637,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003642,
0.452811,0.492147,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003645,
0.974121,0.594113,1.67055,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003650,
0.423177,0.885417,0.846354,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003655,
0.425237,0.769432,0.553787,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003659,
0.416667,0.65054,0.559896,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003663,
0.416667,2.4722,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003666,
0.416667,0.880744,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003668,
0.72617,1.31673,1.96545,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003675,
0.416667,0.479932,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003677,
0.771484,1.43392,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003680,
1.36191,1.36191,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003682,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003687,
0.637207,0.935059,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003689,
0.670983,1.62809,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003692,
0.667318,0.434438,0.481771,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003697,
0.416667,0.440587,0.422647,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003702,
0.864149,0.864149,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003706,
0.541992,0.541992,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003708,
0.416667,0.507851,0.683994,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003712,
0.443079,0.590288,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003715,
0.514946,0.631396,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003719,
0.553787,2.87063,0.769432,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003723,
1.13281,1.43392,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003727,
0.431245,0.841471,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003729,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003735,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003740,
0.416667,0.65054,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003745,
0.763264,0.915264,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003748,
1.03717,1.66722,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003752,
0.46875,0.474699,0.429758,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003758,
0.555013,0.693237,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003762,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003781,
0.553787,0.769432,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003784,
1.20466,0.642297,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003786,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003791,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003796,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003816,
0.594113,0.594113,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003826,
1.54812,1.54812,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003828,
0.747506,0.901004,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003833,
0.67229,0.897644,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003842,
0.429758,0.474699,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003847,
0.850446,0.872396,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003857,
0.432943,1.24998,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003907,
0.859375,0.859375,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003913,
1.20691,1.20691,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003917,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003918,
0.432462,0.572917,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003919,
0.511068,0.511068,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003921,
1.0258,1.04167,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003926,
0.416667,0.564063,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003932,
0.87023,0.927734,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003939,
1.05776,1.19808,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000003942,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000003944,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000003946,
0.895391,0.895391,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000003947,
1.67101,1.67101,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000003949,
1.41095,1.60513,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003952,
0.619303,0.619303,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003956,
0.858564,0.858564,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003957,
1.03717,1.16211,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003958,
0.416667,2.03526,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000003961,
0.828962,1.25651,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003971,
0.670675,0.89681,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003978,
1.1874,1.1874,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000005,610000003984,
0.416667,0.833333,0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003487,
0.416667,0.452193,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003489,
0.535981,0.625,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000005,610000003601,
0.924479,0.675186,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003614,
0.742992,0.435761,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003618,
0.902621,0.54121,0.742992,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003671,
