
Spine Number of Voxel Ch=5 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
77,,Spine,5,0,Image 1,1,1,100000001,610000003428,
283,,Spine,5,1,Image 1,2,1,100000005,610000003433,
210,,Spine,5,3,Image 1,1,1,100000003,610000003437,
39,,Spine,5,0,Image 1,1,1,100000000,610000003447,
22,,Spine,5,0,Image 1,1,1,100000004,610000003451,
44,,Spine,5,0,Image 1,1,1,100000004,610000003458,
30,,Spine,5,0,Image 1,1,1,100000001,610000003462,
51,,Spine,5,0,Image 1,1,1,100000002,610000003468,
117,,Spine,5,0,Image 1,1,1,100000002,610000003474,
28,,Spine,5,0,Image 1,1,1,100000002,610000003479,
180,,Spine,5,1,Image 1,1,1,100000001,610000003487,
71,,Spine,5,1,Image 1,1,1,100000002,610000003489,
34,,Spine,5,0,Image 1,1,1,100000002,610000003493,
32,,Spine,5,0,Image 1,1,1,100000000,610000003501,
54,,Spine,5,0,Image 1,1,1,100000004,610000003507,
29,,Spine,5,0,Image 1,1,1,100000004,610000003513,
57,,Spine,5,0,Image 1,1,1,100000004,610000003517,
32,,Spine,5,0,Image 1,1,1,100000004,610000003522,
171,,Spine,5,0,Image 1,1,1,100000001,610000003526,
124,,Spine,5,2,Image 1,2,1,100000001,610000003529,
24,,Spine,5,0,Image 1,1,1,100000002,610000003532,
34,,Spine,5,0,Image 1,1,1,100000001,610000003537,
111,,Spine,5,0,Image 1,1,1,100000002,610000003541,
364,,Spine,5,0,Image 1,1,1,100000001,610000003545,
87,,Spine,5,1,Image 1,2,1,100000005,610000003549,
52,,Spine,5,0,Image 1,1,1,100000004,610000003554,
126,,Spine,5,0,Image 1,1,1,100000000,610000003560,
55,,Spine,5,0,Image 1,1,1,100000002,610000003564,
141,,Spine,5,0,Image 1,1,1,100000005,610000003567,
60,,Spine,5,0,Image 1,1,1,100000001,610000003572,
63,,Spine,5,0,Image 1,1,1,100000005,610000003575,
467,,Spine,5,0,Image 1,1,1,100000001,610000003582,
21,,Spine,5,0,Image 1,1,1,100000002,610000003585,
21,,Spine,5,0,Image 1,1,1,100000004,610000003588,
11,,Spine,5,0,Image 1,1,1,100000002,610000003591,
380,,Spine,5,0,Image 1,1,1,100000000,610000003595,
22,,Spine,5,0,Image 1,1,1,100000002,610000003597,
142,,Spine,5,1,Image 1,1,1,100000005,610000003601,
202,,Spine,5,1,Image 1,2,1,100000001,610000003607,
430,,Spine,5,0,Image 1,1,1,100000000,610000003610,
16,,Spine,5,0,Image 1,1,1,100000005,610000003612,
101,,Spine,5,1,Image 1,1,1,100000002,610000003614,
97,,Spine,5,1,Image 1,1,1,100000002,610000003618,
37,,Spine,5,0,Image 1,1,1,100000004,610000003620,
16,,Spine,5,0,Image 1,1,1,100000000,610000003623,
118,,Spine,5,0,Image 1,1,1,100000000,610000003628,
56,,Spine,5,0,Image 1,1,1,100000005,610000003631,
85,,Spine,5,0,Image 1,1,1,100000000,610000003637,
42,,Spine,5,0,Image 1,1,1,100000000,610000003642,
27,,Spine,5,0,Image 1,1,1,100000002,610000003645,
329,,Spine,5,0,Image 1,1,1,100000002,610000003650,
57,,Spine,5,0,Image 1,1,1,100000000,610000003655,
46,,Spine,5,0,Image 1,1,1,100000000,610000003659,
34,,Spine,5,0,Image 1,1,1,100000000,610000003663,
581,,Spine,5,0,Image 1,1,1,100000005,610000003666,
48,,Spine,5,0,Image 1,1,1,100000002,610000003668,
100,,Spine,5,1,Image 1,1,1,100000002,610000003671,
295,,Spine,5,0,Image 1,1,1,100000000,610000003675,
49,,Spine,5,0,Image 1,1,1,100000001,610000003677,
179,,Spine,5,0,Image 1,1,1,100000000,610000003680,
181,,Spine,5,0,Image 1,1,1,100000005,610000003682,
24,,Spine,5,0,Image 1,1,1,100000004,610000003687,
47,,Spine,5,0,Image 1,1,1,100000005,610000003689,
161,,Spine,5,0,Image 1,1,1,100000005,610000003692,
41,,Spine,5,0,Image 1,1,1,100000000,610000003697,
18,,Spine,5,0,Image 1,1,1,100000000,610000003702,
85,,Spine,5,1,Image 1,1,1,100000002,610000003704,
55,,Spine,5,0,Image 1,1,1,100000002,610000003706,
31,,Spine,5,0,Image 1,1,1,100000005,610000003708,
37,,Spine,5,0,Image 1,1,1,100000002,610000003712,
20,,Spine,5,0,Image 1,1,1,100000000,610000003715,
40,,Spine,5,0,Image 1,1,1,100000005,610000003719,
891,,Spine,5,0,Image 1,1,1,100000000,610000003723,
179,,Spine,5,0,Image 1,1,1,100000000,610000003727,
31,,Spine,5,0,Image 1,1,1,100000002,610000003729,
277,,Spine,5,1,Image 1,1,1,100000000,610000003732,
17,,Spine,5,0,Image 1,1,1,100000000,610000003735,
29,,Spine,5,0,Image 1,1,1,100000003,610000003737,
19,,Spine,5,0,Image 1,1,1,100000004,610000003740,
29,,Spine,5,0,Image 1,1,1,100000000,610000003745,
47,,Spine,5,0,Image 1,1,1,100000004,610000003748,
241,,Spine,5,0,Image 1,1,1,100000004,610000003752,
207,,Spine,5,4,Image 1,3,1,100000001,610000003754,
26,,Spine,5,0,Image 1,1,1,100000000,610000003758,
124,,Spine,5,1,Image 1,1,1,100000002,610000003760,
21,,Spine,5,0,Image 1,1,1,100000002,610000003762,
26,,Spine,5,0,Image 1,1,1,100000003,610000003764,
54,,Spine,5,1,Image 1,1,1,100000001,610000003768,
181,,Spine,5,1,Image 1,1,1,100000001,610000003773,
157,,Spine,5,0,Image 1,1,1,100000003,610000003776,
8,,Spine,5,0,Image 1,1,1,100000000,610000003781,
27,,Spine,5,0,Image 1,1,1,100000000,610000003784,
307,,Spine,5,0,Image 1,1,1,100000001,610000003786,
8,,Spine,5,0,Image 1,1,1,100000004,610000003791,
8,,Spine,5,0,Image 1,1,1,100000000,610000003796,
106,,Spine,5,1,Image 1,1,1,100000002,610000003800,
607,,Spine,5,0,Image 1,1,1,100000003,610000003813,
12,,Spine,5,0,Image 1,1,1,100000000,610000003816,
179,,Spine,5,0,Image 1,1,1,100000002,610000003826,
304,,Spine,5,0,Image 1,1,1,100000000,610000003828,
