
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
47.5518,,Spine,5,0,Image 1,1,1,100000001,610000003428,
20.3736,,Spine,5,1,Image 1,2,1,100000005,610000003433,
29.7747,,Spine,5,3,Image 1,1,1,100000003,610000003437,
23.7193,,Spine,5,0,Image 1,1,1,100000000,610000003447,
20.2379,,Spine,5,0,Image 1,1,1,100000004,610000003451,
14.8802,,Spine,5,0,Image 1,1,1,100000004,610000003458,
32.6222,,Spine,5,0,Image 1,1,1,100000001,610000003462,
19.2749,,Spine,5,0,Image 1,1,1,100000002,610000003468,
16.7589,,Spine,5,0,Image 1,1,1,100000002,610000003474,
18.6862,,Spine,5,0,Image 1,1,1,100000002,610000003479,
26.1461,,Spine,5,1,Image 1,1,1,100000001,610000003487,
27.7335,,Spine,5,1,Image 1,1,1,100000002,610000003489,
31.8821,,Spine,5,0,Image 1,1,1,100000002,610000003493,
26.9093,,Spine,5,0,Image 1,1,1,100000000,610000003501,
11.8604,,Spine,5,0,Image 1,1,1,100000004,610000003507,
31.9756,,Spine,5,0,Image 1,1,1,100000004,610000003513,
13.6477,,Spine,5,0,Image 1,1,1,100000004,610000003517,
11.3563,,Spine,5,0,Image 1,1,1,100000004,610000003522,
41.3489,,Spine,5,0,Image 1,1,1,100000001,610000003526,
20.0696,,Spine,5,2,Image 1,2,1,100000001,610000003529,
26.4586,,Spine,5,0,Image 1,1,1,100000002,610000003532,
17.7682,,Spine,5,0,Image 1,1,1,100000001,610000003537,
16.6322,,Spine,5,0,Image 1,1,1,100000002,610000003541,
44.0104,,Spine,5,0,Image 1,1,1,100000001,610000003545,
21.6443,,Spine,5,1,Image 1,2,1,100000005,610000003549,
12.2641,,Spine,5,0,Image 1,1,1,100000004,610000003554,
27.9898,,Spine,5,0,Image 1,1,1,100000000,610000003560,
15.9221,,Spine,5,0,Image 1,1,1,100000002,610000003564,
25.7438,,Spine,5,0,Image 1,1,1,100000005,610000003567,
45.992,,Spine,5,0,Image 1,1,1,100000001,610000003572,
21.0541,,Spine,5,0,Image 1,1,1,100000005,610000003575,
22.7059,,Spine,5,0,Image 1,1,1,100000001,610000003582,
17.7815,,Spine,5,0,Image 1,1,1,100000002,610000003585,
16.2963,,Spine,5,0,Image 1,1,1,100000004,610000003588,
11.2918,,Spine,5,0,Image 1,1,1,100000002,610000003591,
37.7022,,Spine,5,0,Image 1,1,1,100000000,610000003595,
30.0937,,Spine,5,0,Image 1,1,1,100000002,610000003597,
15.7067,,Spine,5,1,Image 1,1,1,100000005,610000003601,
30.9715,,Spine,5,1,Image 1,2,1,100000001,610000003607,
34.8437,,Spine,5,0,Image 1,1,1,100000000,610000003610,
16.904,,Spine,5,0,Image 1,1,1,100000005,610000003612,
17.4224,,Spine,5,1,Image 1,1,1,100000002,610000003614,
22.6418,,Spine,5,1,Image 1,1,1,100000002,610000003618,
21.4196,,Spine,5,0,Image 1,1,1,100000004,610000003620,
18.0104,,Spine,5,0,Image 1,1,1,100000000,610000003623,
