
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
314,,Segment,1,6,Image 1,3,1,100000003,510000000045,
699,,Segment,1,5,Image 1,2,1,100000003,510000000102,
89,,Segment,1,4,Image 1,2,1,100000003,510000000104,
401,,Segment,1,3,Image 1,2,1,100000003,510000000144,
687,,Segment,1,2,Image 1,1,1,100000003,510000000184,
359,,Segment,1,1,Image 1,1,1,100000003,510000000197,
460,,Segment,1,0,Image 1,1,1,100000003,510000000220,
175,,Segment,1,5,Image 1,3,1,100000003,510000000245,
108,,Segment,1,4,Image 1,3,1,100000003,510000000248,
80,,Segment,1,7,Image 1,2,1,100000003,510000000252,
308,,Segment,1,6,Image 1,1,1,100000003,510000000272,
226,,Segment,1,5,Image 1,1,1,100000003,510000000298,
835,,Segment,1,4,Image 1,1,1,100000003,510000000393,
574,,Segment,1,3,Image 1,1,1,100000003,510000000425,
436,,Segment,1,2,Image 1,1,1,100000003,510000000454,
808,,Segment,1,1,Image 1,1,1,100000003,510000000496,
1876,,Segment,1,0,Image 1,1,1,100000003,510000000537,
193,,Segment,1,7,Image 1,1,1,100000003,510000000559,
203,,Segment,1,5,Image 1,2,1,100000003,510000000574,
777,,Segment,1,3,Image 1,3,1,100000003,510000000644,
169,,Segment,1,2,Image 1,2,1,100000003,510000000669,
200,,Segment,1,3,Image 1,2,1,100000003,510000000682,
321,,Segment,1,1,Image 1,2,1,100000003,510000000702,
1489,,Segment,1,0,Image 1,1,1,100000003,510000000760,
320,,Segment,1,1,Image 1,1,1,100000003,510000000779,
15,,Segment,1,5,Image 1,5,1,100000001,510000000781,
231,,Segment,1,4,Image 1,4,1,100000001,510000000797,
461,,Segment,1,3,Image 1,3,1,100000001,510000000813,
412,,Segment,1,2,Image 1,2,1,100000001,510000000837,
19,,Segment,1,1,Image 1,2,1,100000001,510000000844,
10,,Segment,1,0,Image 1,1,1,100000001,510000000857,
516,,Segment,1,5,Image 1,3,1,100000001,510000000909,
78,,Segment,1,4,Image 1,3,1,100000001,510000000911,
850,,Segment,1,4,Image 1,3,1,100000001,510000000974,
765,,Segment,1,3,Image 1,2,1,100000001,510000000996,
345,,Segment,1,5,Image 1,3,1,100000001,510000001033,
554,,Segment,1,4,Image 1,2,1,100000001,510000001037,
216,,Segment,1,5,Image 1,2,1,100000001,510000001042,
65,,Segment,1,5,Image 1,4,1,100000001,510000001045,
1109,,Segment,1,0,Image 1,1,1,100000005,510000001124,
160,,Segment,1,5,Image 1,2,1,100000005,510000001186,
340,,Segment,1,4,Image 1,2,1,100000005,510000001208,
135,,Segment,1,3,Image 1,1,1,100000005,510000001213,
128,,Segment,1,2,Image 1,1,1,100000005,510000001217,
424,,Segment,1,1,Image 1,1,1,100000005,510000001229,
130,,Segment,1,0,Image 1,1,1,100000005,510000001235,
240,,Segment,1,6,Image 1,2,1,100000000,510000001269,
245,,Segment,1,5,Image 1,1,1,100000000,510000001276,
190,,Segment,1,4,Image 1,1,1,100000000,510000001279,
312,,Segment,1,3,Image 1,1,1,100000000,510000001291,
347,,Segment,1,2,Image 1,1,1,100000000,510000001307,
1360,,Segment,1,1,Image 1,1,1,100000000,510000001367,
1250,,Segment,1,0,Image 1,1,1,100000000,510000001412,
71,,Segment,1,5,Image 1,3,1,100000005,510000001434,
28,,Segment,1,7,Image 1,2,1,100000000,510000001436,
113,,Segment,1,6,Image 1,1,1,100000000,510000001438,
738,,Segment,1,1,Image 1,1,1,100000005,510000001477,
246,,Segment,1,0,Image 1,1,1,100000005,510000001503,
187,,Segment,1,3,Image 1,2,1,100000000,510000001528,
153,,Segment,1,2,Image 1,2,1,100000000,510000001535,
72,,Segment,1,4,Image 1,2,1,100000003,510000001538,
116,,Segment,1,3,Image 1,3,1,100000005,510000001545,
165,,Segment,1,2,Image 1,2,1,100000005,510000001552,
415,,Segment,1,1,Image 1,1,1,100000005,510000001563,
203,,Segment,1,4,Image 1,1,1,100000005,510000001585,
515,,Segment,1,3,Image 1,1,1,100000005,510000001611,
80,,Segment,1,4,Image 1,2,1,100000005,510000001619,
121,,Segment,1,5,Image 1,2,1,100000000,510000001622,
65,,Segment,1,3,Image 1,2,1,100000003,510000001625,
120,,Segment,1,4,Image 1,2,1,100000000,510000001628,
77,,Segment,1,3,Image 1,2,1,100000000,510000001631,
82,,Segment,1,3,Image 1,3,1,100000000,510000001636,
136,,Segment,1,1,Image 1,2,1,100000005,510000001643,
223,,Segment,1,3,Image 1,2,1,100000005,510000001649,
