
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
8.32031,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
9.10791,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
5.5144,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
7.22559,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
7.9834,µm,Soma,Soma BoundingBoxOO Length,1,100000004,800000004,
9.26855,µm,Soma,Soma BoundingBoxOO Length,1,100000005,800000005,
