
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.18997,µm,Segment,12,8,1,100000006,510000000026,
1.09592,µm,Segment,11,8,1,100000006,510000000032,
1.11125,µm,Segment,10,7,1,100000006,510000000050,
0.947604,µm,Segment,9,6,1,100000006,510000000113,
0.88424,µm,Segment,8,5,1,100000006,510000000127,
1.21954,µm,Segment,7,4,1,100000006,510000000136,
0.731908,µm,Segment,5,4,1,100000006,510000000169,
0.936253,µm,Segment,4,3,1,100000006,510000000172,
0.849982,µm,Segment,3,3,1,100000006,510000000175,
0.964009,µm,Segment,1,2,1,100000006,510000000196,
0.416667,µm,Segment,0,1,1,100000006,510000000208,
1.1462,µm,Segment,12,6,1,100000006,510000000235,
1.52219,µm,Segment,11,6,1,100000006,510000000246,
1.35915,µm,Segment,10,6,1,100000006,510000000248,
1.07384,µm,Segment,12,7,1,100000006,510000000253,
1.2174,µm,Segment,11,7,1,100000006,510000000262,
0.899065,µm,Segment,12,9,1,100000006,510000000264,
0.97991,µm,Segment,11,7,1,100000006,510000000276,
1.06198,µm,Segment,9,5,1,100000006,510000000282,
0.886198,µm,Segment,8,4,1,100000006,510000000284,
0.715743,µm,Segment,6,5,1,100000006,510000000288,
1.01085,µm,Segment,7,5,1,100000006,510000000292,
0.920501,µm,Segment,17,6,1,100000003,510000000325,
0.919565,µm,Segment,16,5,1,100000003,510000000343,
0.643308,µm,Segment,15,4,1,100000003,510000000361,
0.793301,µm,Segment,14,4,1,100000003,510000000365,
0.849945,µm,Segment,13,4,1,100000003,510000000381,
1.10649,µm,Segment,12,3,1,100000003,510000000385,
1.05901,µm,Segment,11,3,1,100000003,510000000388,
1.22815,µm,Segment,10,3,1,100000003,510000000423,
1.03856,µm,Segment,9,3,1,100000003,510000000432,
1.69177,µm,Segment,7,2,1,100000003,510000000436,
1.28961,µm,Segment,6,2,1,100000003,510000000444,
1.47459,µm,Segment,5,2,1,100000003,510000000452,
1.78854,µm,Segment,4,2,1,100000003,510000000454,
1.38985,µm,Segment,3,2,1,100000003,510000000464,
1.60674,µm,Segment,2,2,1,100000003,510000000479,
1.17638,µm,Segment,1,2,1,100000003,510000000484,
1.26654,µm,Segment,0,1,1,100000003,510000000497,
1.06383,µm,Segment,17,5,1,100000003,510000000519,
0.952778,µm,Segment,16,4,1,100000003,510000000524,
0.91243,µm,Segment,6,2,1,100000001,510000000575,
1.03126,µm,Segment,5,2,1,100000001,510000000617,
1.73652,µm,Segment,4,1,1,100000001,510000000622,
1.51494,µm,Segment,3,1,1,100000001,510000000624,
1.15242,µm,Segment,2,1,1,100000001,510000000645,
2.32312,µm,Segment,1,1,1,100000001,510000000649,
2.20409,µm,Segment,0,1,1,100000001,510000000671,
0.849265,µm,Segment,6,3,1,100000001,510000000680,
1.26995,µm,Segment,2,2,1,100000004,510000000721,
0.753841,µm,Segment,1,2,1,100000004,510000000727,
0.761359,µm,Segment,0,1,1,100000004,510000000749,
0.891721,µm,Segment,2,3,1,100000004,510000000771,
0.85587,µm,Segment,8,2,1,100000001,510000000854,
0.951741,µm,Segment,7,1,1,100000001,510000000863,
1.21167,µm,Segment,5,1,1,100000001,510000000901,
0.915192,µm,Segment,8,1,1,100000001,510000000904,
0.79253,µm,Segment,7,2,1,100000001,510000000908,
1.0832,µm,Segment,6,2,1,100000001,510000000917,
0.920162,µm,Segment,3,2,1,100000001,510000000951,
0.954263,µm,Segment,6,5,1,100000006,510000000980,
0.984608,µm,Segment,5,4,1,100000006,510000001021,
1.42665,µm,Segment,4,3,1,100000006,510000001023,
1.82912,µm,Segment,3,3,1,100000006,510000001028,
1.5414,µm,Segment,2,3,1,100000006,510000001038,
1.24778,µm,Segment,1,2,1,100000006,510000001052,
2.06359,µm,Segment,0,1,1,100000006,510000001058,
1.27957,µm,Segment,6,4,1,100000006,510000001068,
0.891634,µm,Segment,4,2,1,100000002,510000001101,
1.48722,µm,Segment,3,2,1,100000002,510000001104,
1.15989,µm,Segment,2,2,1,100000002,510000001129,
1.72898,µm,Segment,1,1,1,100000002,510000001144,
1.97691,µm,Segment,0,1,1,100000002,510000001148,
0.945032,µm,Segment,3,3,1,100000002,510000001190,
0.869678,µm,Segment,4,3,1,100000002,510000001193,
1.05645,µm,Segment,10,2,1,100000006,510000001213,
1.11218,µm,Segment,8,2,1,100000006,510000001219,
1.18662,µm,Segment,6,2,1,100000006,510000001226,
1.03441,µm,Segment,5,2,1,100000006,510000001228,
1.0305,µm,Segment,4,2,1,100000006,510000001262,
1.19953,µm,Segment,3,2,1,100000006,510000001276,
0.865658,µm,Segment,10,3,1,100000006,510000001290,
0.821471,µm,Segment,9,3,1,100000006,510000001295,
0.667581,µm,Segment,6,3,1,100000006,510000001302,
0.808342,µm,Segment,5,3,1,100000006,510000001308,
0.886819,µm,Segment,7,3,1,100000006,510000001311,
0.879073,µm,Segment,8,3,1,100000006,510000001313,
0.552952,µm,Segment,4,3,1,100000006,510000001315,
0.9745,µm,Segment,5,3,1,100000006,510000001320,
0.748352,µm,Segment,4,4,1,100000006,510000001326,
0.652373,µm,Segment,2,3,1,100000006,510000001329,
1.12972,µm,Segment,5,3,1,100000004,510000001362,
1.00178,µm,Segment,3,3,1,100000004,510000001387,
0.971873,µm,Segment,2,3,1,100000004,510000001400,
1.16647,µm,Segment,1,2,1,100000004,510000001404,
1.34824,µm,Segment,0,1,1,100000004,510000001406,
0.807646,µm,Segment,5,5,1,100000004,510000001435,
0.99483,µm,Segment,4,4,1,100000004,510000001446,
0.960165,µm,Segment,5,4,1,100000004,510000001448,
1.12573,µm,Segment,5,4,1,100000004,510000001455,
0.883599,µm,Segment,10,4,1,100000003,510000001505,
0.797808,µm,Segment,9,4,1,100000003,510000001519,
1.0119,µm,Segment,8,3,1,100000003,510000001534,
0.793496,µm,Segment,10,5,1,100000003,510000001541,
0.724299,µm,Segment,1,2,1,100000005,510000001550,
0.909333,µm,Segment,0,1,1,100000005,510000001583,
0.862498,µm,Segment,1,1,1,100000005,510000001605,
0.849083,µm,Segment,8,3,1,100000001,510000001627,
1.13336,µm,Segment,7,3,1,100000001,510000001631,
1.0493,µm,Segment,6,3,1,100000001,510000001667,
1.2337,µm,Segment,5,3,1,100000001,510000001671,
1.03666,µm,Segment,4,3,1,100000001,510000001679,
1.22468,µm,Segment,3,2,1,100000001,510000001691,
1.7331,µm,Segment,2,1,1,100000001,510000001705,
2.16852,µm,Segment,1,1,1,100000001,510000001713,
1.88892,µm,Segment,0,1,1,100000001,510000001725,
0.961757,µm,Segment,4,4,1,100000001,510000001764,
0.950711,µm,Segment,3,3,1,100000001,510000001812,
1.08801,µm,Segment,1,1,1,100000001,510000001826,
1.84929,µm,Segment,0,1,1,100000001,510000001872,
1.07387,µm,Segment,4,3,1,100000001,510000001885,
0.954646,µm,Segment,1,2,1,100000006,510000001916,
1.06379,µm,Segment,0,1,1,100000006,510000001935,
0.992829,µm,Segment,1,1,1,100000006,510000001953,
0.797044,µm,Segment,6,4,1,100000001,510000001962,
0.837027,µm,Segment,5,4,1,100000001,510000001970,
0.806656,µm,Segment,8,4,1,100000001,510000002010,
1.28697,µm,Segment,7,3,1,100000001,510000002017,
0.941151,µm,Segment,6,3,1,100000001,510000002026,
1.11526,µm,Segment,5,2,1,100000001,510000002055,
1.27293,µm,Segment,4,2,1,100000001,510000002062,
1.06388,µm,Segment,3,2,1,100000001,510000002084,
1.0299,µm,Segment,1,1,1,100000001,510000002091,
0.628881,µm,Segment,0,1,1,100000001,510000002106,
0.849433,µm,Segment,8,3,1,100000001,510000002132,
1.02257,µm,Segment,7,4,1,100000001,510000002136,
0.876291,µm,Segment,5,3,1,100000002,510000002161,
1.18716,µm,Segment,4,2,1,100000002,510000002176,
1.27614,µm,Segment,3,1,1,100000002,510000002180,
1.00162,µm,Segment,2,1,1,100000002,510000002193,
1.00214,µm,Segment,1,1,1,100000002,510000002223,
1.10964,µm,Segment,0,1,1,100000002,510000002250,
0.56308,µm,Segment,2,2,1,100000005,510000002257,
0.84307,µm,Segment,1,2,1,100000005,510000002273,
1.1843,µm,Segment,5,3,1,100000001,510000002293,
1.18967,µm,Segment,4,2,1,100000001,510000002310,
1.23338,µm,Segment,5,2,1,100000001,510000002323,
1.02964,µm,Segment,17,4,1,100000003,510000002335,
1.02722,µm,Segment,15,4,1,100000003,510000002348,
0.919014,µm,Segment,14,3,1,100000003,510000002379,
0.856042,µm,Segment,13,3,1,100000003,510000002426,
0.653867,µm,Segment,17,5,1,100000003,510000002429,
1.08062,µm,Segment,16,5,1,100000003,510000002431,
0.872401,µm,Segment,14,2,1,100000001,510000002445,
0.872938,µm,Segment,13,2,1,100000001,510000002467,
1.01314,µm,Segment,12,1,1,100000001,510000002504,
1.17719,µm,Segment,11,1,1,100000001,510000002508,
1.02566,µm,Segment,9,1,1,100000001,510000002511,
1.32204,µm,Segment,8,1,1,100000001,510000002521,
1.44625,µm,Segment,7,1,1,100000001,510000002524,
1.26269,µm,Segment,6,1,1,100000001,510000002531,
0.948225,µm,Segment,5,1,1,100000001,510000002534,
1.22308,µm,Segment,4,1,1,100000001,510000002556,
1.27447,µm,Segment,3,1,1,100000001,510000002578,
0.783921,µm,Segment,14,3,1,100000001,510000002580,
1.06847,µm,Segment,6,2,1,100000002,510000002592,
1.44939,µm,Segment,5,1,1,100000002,510000002600,
1.53415,µm,Segment,4,1,1,100000002,510000002621,
1.17997,µm,Segment,6,1,1,100000002,510000002623,
1.14316,µm,Segment,6,2,1,100000002,510000002626,
0.60885,µm,Segment,6,3,1,100000002,510000002632,
1.04548,µm,Segment,5,2,1,100000002,510000002650,
1.50303,µm,Segment,4,1,1,100000002,510000002652,
1.25199,µm,Segment,3,1,1,100000002,510000002658,
1.0996,µm,Segment,2,1,1,100000002,510000002678,
1.08182,µm,Segment,1,1,1,100000002,510000002696,
1.1277,µm,Segment,0,1,1,100000002,510000002719,
0.994135,µm,Segment,6,2,1,100000002,510000002723,
1.10955,µm,Segment,4,2,1,100000002,510000002725,
0.63147,µm,Segment,15,5,1,100000003,510000002731,
0.912786,µm,Segment,9,5,1,100000001,510000002758,
0.998172,µm,Segment,8,4,1,100000001,510000002760,
