
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
103,,Segment,2,12,Image 1,8,1,100000006,510000000026,
123,,Segment,2,11,Image 1,8,1,100000006,510000000032,
98,,Segment,2,10,Image 1,7,1,100000006,510000000050,
107,,Segment,2,9,Image 1,6,1,100000006,510000000113,
94,,Segment,2,8,Image 1,5,1,100000006,510000000127,
102,,Segment,2,7,Image 1,4,1,100000006,510000000136,
79,,Segment,2,5,Image 1,4,1,100000006,510000000169,
28,,Segment,2,4,Image 1,3,1,100000006,510000000172,
37,,Segment,2,3,Image 1,3,1,100000006,510000000175,
72,,Segment,2,1,Image 1,2,1,100000006,510000000196,
49,,Segment,2,0,Image 1,1,1,100000006,510000000208,
98,,Segment,2,12,Image 1,6,1,100000006,510000000235,
131,,Segment,2,11,Image 1,6,1,100000006,510000000246,
102,,Segment,2,10,Image 1,6,1,100000006,510000000248,
50,,Segment,2,12,Image 1,7,1,100000006,510000000253,
76,,Segment,2,11,Image 1,7,1,100000006,510000000262,
91,,Segment,2,12,Image 1,9,1,100000006,510000000264,
99,,Segment,2,11,Image 1,7,1,100000006,510000000276,
48,,Segment,2,9,Image 1,5,1,100000006,510000000282,
53,,Segment,2,8,Image 1,4,1,100000006,510000000284,
34,,Segment,2,6,Image 1,5,1,100000006,510000000288,
89,,Segment,2,7,Image 1,5,1,100000006,510000000292,
38,,Segment,2,17,Image 1,6,1,100000003,510000000325,
62,,Segment,2,16,Image 1,5,1,100000003,510000000343,
59,,Segment,2,15,Image 1,4,1,100000003,510000000361,
48,,Segment,2,14,Image 1,4,1,100000003,510000000365,
84,,Segment,2,13,Image 1,4,1,100000003,510000000381,
84,,Segment,2,12,Image 1,3,1,100000003,510000000385,
83,,Segment,2,11,Image 1,3,1,100000003,510000000388,
95,,Segment,2,10,Image 1,3,1,100000003,510000000423,
60,,Segment,2,9,Image 1,3,1,100000003,510000000432,
54,,Segment,2,7,Image 1,2,1,100000003,510000000436,
77,,Segment,2,6,Image 1,2,1,100000003,510000000444,
77,,Segment,2,5,Image 1,2,1,100000003,510000000452,
69,,Segment,2,4,Image 1,2,1,100000003,510000000454,
76,,Segment,2,3,Image 1,2,1,100000003,510000000464,
66,,Segment,2,2,Image 1,2,1,100000003,510000000479,
37,,Segment,2,1,Image 1,2,1,100000003,510000000484,
48,,Segment,2,0,Image 1,1,1,100000003,510000000497,
36,,Segment,2,17,Image 1,5,1,100000003,510000000519,
55,,Segment,2,16,Image 1,4,1,100000003,510000000524,
82,,Segment,2,6,Image 1,2,1,100000001,510000000575,
74,,Segment,2,5,Image 1,2,1,100000001,510000000617,
41,,Segment,2,4,Image 1,1,1,100000001,510000000622,
29,,Segment,2,3,Image 1,1,1,100000001,510000000624,
34,,Segment,2,2,Image 1,1,1,100000001,510000000645,
54,,Segment,2,1,Image 1,1,1,100000001,510000000649,
68,,Segment,2,0,Image 1,1,1,100000001,510000000671,
76,,Segment,2,6,Image 1,3,1,100000001,510000000680,
111,,Segment,2,2,Image 1,2,1,100000004,510000000721,
35,,Segment,2,1,Image 1,2,1,100000004,510000000727,
86,,Segment,2,0,Image 1,1,1,100000004,510000000749,
46,,Segment,2,2,Image 1,3,1,100000004,510000000771,
55,,Segment,2,8,Image 1,2,1,100000001,510000000854,
49,,Segment,2,7,Image 1,1,1,100000001,510000000863,
53,,Segment,2,5,Image 1,1,1,100000001,510000000901,
30,,Segment,2,8,Image 1,1,1,100000001,510000000904,
24,,Segment,2,7,Image 1,2,1,100000001,510000000908,
61,,Segment,2,6,Image 1,2,1,100000001,510000000917,
120,,Segment,2,3,Image 1,2,1,100000001,510000000951,
93,,Segment,2,6,Image 1,5,1,100000006,510000000980,
112,,Segment,2,5,Image 1,4,1,100000006,510000001021,
136,,Segment,2,4,Image 1,3,1,100000006,510000001023,
130,,Segment,2,3,Image 1,3,1,100000006,510000001028,
105,,Segment,2,2,Image 1,3,1,100000006,510000001038,
91,,Segment,2,1,Image 1,2,1,100000006,510000001052,
71,,Segment,2,0,Image 1,1,1,100000006,510000001058,
82,,Segment,2,6,Image 1,4,1,100000006,510000001068,
84,,Segment,2,4,Image 1,2,1,100000002,510000001101,
52,,Segment,2,3,Image 1,2,1,100000002,510000001104,
111,,Segment,2,2,Image 1,2,1,100000002,510000001129,
127,,Segment,2,1,Image 1,1,1,100000002,510000001144,
127,,Segment,2,0,Image 1,1,1,100000002,510000001148,
80,,Segment,2,3,Image 1,3,1,100000002,510000001190,
67,,Segment,2,4,Image 1,3,1,100000002,510000001193,
74,,Segment,2,10,Image 1,2,1,100000006,510000001213,
64,,Segment,2,8,Image 1,2,1,100000006,510000001219,
100,,Segment,2,6,Image 1,2,1,100000006,510000001226,
82,,Segment,2,5,Image 1,2,1,100000006,510000001228,
77,,Segment,2,4,Image 1,2,1,100000006,510000001262,
48,,Segment,2,3,Image 1,2,1,100000006,510000001276,
74,,Segment,2,10,Image 1,3,1,100000006,510000001290,
64,,Segment,2,9,Image 1,3,1,100000006,510000001295,
82,,Segment,2,6,Image 1,3,1,100000006,510000001302,
40,,Segment,2,5,Image 1,3,1,100000006,510000001308,
89,,Segment,2,7,Image 1,3,1,100000006,510000001311,
72,,Segment,2,8,Image 1,3,1,100000006,510000001313,
30,,Segment,2,4,Image 1,3,1,100000006,510000001315,
29,,Segment,2,5,Image 1,3,1,100000006,510000001320,
39,,Segment,2,4,Image 1,4,1,100000006,510000001326,
59,,Segment,2,2,Image 1,3,1,100000006,510000001329,
103,,Segment,2,5,Image 1,3,1,100000004,510000001362,
109,,Segment,2,3,Image 1,3,1,100000004,510000001387,
92,,Segment,2,2,Image 1,3,1,100000004,510000001400,
101,,Segment,2,1,Image 1,2,1,100000004,510000001404,
96,,Segment,2,0,Image 1,1,1,100000004,510000001406,
56,,Segment,2,5,Image 1,5,1,100000004,510000001435,
59,,Segment,2,4,Image 1,4,1,100000004,510000001446,
75,,Segment,2,5,Image 1,4,1,100000004,510000001448,
46,,Segment,2,5,Image 1,4,1,100000004,510000001455,
101,,Segment,2,10,Image 1,4,1,100000003,510000001505,
71,,Segment,2,9,Image 1,4,1,100000003,510000001519,
48,,Segment,2,8,Image 1,3,1,100000003,510000001534,
66,,Segment,2,10,Image 1,5,1,100000003,510000001541,
34,,Segment,2,1,Image 1,2,1,100000005,510000001550,
135,,Segment,2,0,Image 1,1,1,100000005,510000001583,
133,,Segment,2,1,Image 1,1,1,100000005,510000001605,
88,,Segment,2,8,Image 1,3,1,100000001,510000001627,
88,,Segment,2,7,Image 1,3,1,100000001,510000001631,
89,,Segment,2,6,Image 1,3,1,100000001,510000001667,
65,,Segment,2,5,Image 1,3,1,100000001,510000001671,
50,,Segment,2,4,Image 1,3,1,100000001,510000001679,
