
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17.0625,,Spine,2,3,Image 1,3,1,100000002,610000006820,
35.5312,,Spine,2,0,Image 1,1,1,100000006,610000006838,
21.5312,,Spine,2,10,Image 1,3,1,100000003,610000006841,
36.5156,,Spine,2,10,Image 1,3,1,100000003,610000006844,
47.0312,,Spine,2,1,Image 1,2,1,100000002,610000006852,
38.0312,,Spine,2,1,Image 1,2,1,100000002,610000006858,
36.0312,,Spine,2,0,Image 1,1,1,100000006,610000006873,
47.0312,,Spine,2,1,Image 1,2,1,100000002,610000006879,
39.5312,,Spine,2,0,Image 1,1,1,100000006,610000006891,
45.0312,,Spine,2,3,Image 1,3,1,100000001,610000006899,
32.0625,,Spine,2,0,Image 1,1,1,100000001,610000006906,
20.0156,,Spine,2,5,Image 1,2,1,100000001,610000006908,
49.0312,,Spine,2,0,Image 1,1,1,100000006,610000006919,
13.5078,,Spine,2,4,Image 1,1,1,100000002,610000006922,
35.0312,,Spine,2,1,Image 1,1,1,100000004,610000006928,
16.0312,,Spine,2,3,Image 1,3,1,100000002,610000006932,
47.0312,,Spine,2,1,Image 1,2,1,100000002,610000006936,
19.0156,,Spine,2,12,Image 1,7,1,100000006,610000006941,
54.0312,,Spine,2,0,Image 1,1,1,100000002,610000006950,
56.5312,,Spine,2,1,Image 1,1,1,100000004,610000006955,
19.0312,,Spine,2,11,Image 1,3,1,100000002,610000006957,
37.0156,,Spine,2,0,Image 1,1,1,100000006,610000006963,
47.0312,,Spine,2,1,Image 1,1,1,100000004,610000006969,
32.0156,,Spine,2,6,Image 1,3,1,100000001,610000006972,
35.0312,,Spine,2,0,Image 1,1,1,100000002,610000006978,
38.0312,,Spine,2,0,Image 1,1,1,100000001,610000006983,
28.0156,,Spine,2,10,Image 1,5,1,100000003,610000006988,
31.0156,,Spine,2,2,Image 1,3,1,100000004,610000006992,
27.5078,,Spine,2,10,Image 1,5,1,100000003,610000006996,
21.0039,,Spine,2,0,Image 1,1,1,100000005,610000007000,
27.0156,,Spine,2,8,Image 1,3,1,100000001,610000007002,
30.5625,,Spine,2,1,Image 1,1,1,100000004,610000007005,
49.5312,,Spine,2,2,Image 1,2,1,100000004,610000007010,
20.0625,,Spine,2,2,Image 1,1,1,100000002,610000007014,
40.0312,,Spine,2,1,Image 1,1,1,100000004,610000007018,
39.0156,,Spine,2,0,Image 1,1,1,100000001,610000007021,
32.0625,,Spine,2,0,Image 1,1,1,100000004,610000007025,
40.0156,,Spine,2,0,Image 1,1,1,100000006,610000007030,
25.0156,,Spine,2,2,Image 1,2,1,100000004,610000007032,
25.0312,,Spine,2,4,Image 1,1,1,100000002,610000007036,
17.0078,,Spine,2,1,Image 1,2,1,100000004,610000007038,
27.0156,,Spine,2,1,Image 1,1,1,100000005,610000007040,
42.0625,,Spine,2,3,Image 1,3,1,100000002,610000007044,
35.0625,,Spine,2,8,Image 1,4,1,100000001,610000007046,
30.0078,,Spine,2,0,Image 1,1,1,100000006,610000007049,
25.0156,,Spine,2,5,Image 1,2,1,100000002,610000007051,
45.0312,,Spine,2,3,Image 1,2,1,100000001,610000007054,
