
Spine Terminal Pt Intensity Center Ch=2 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
93,,Spine,2,3,Image 1,1,100000002,610000006820,
65,,Spine,2,0,Image 1,1,,610000006822,
52,,Spine,2,10,Image 1,1,100000003,610000006841,
36,,Spine,2,10,Image 1,1,100000003,610000006844,
67,,Spine,2,1,Image 1,1,100000002,610000006852,
18,,Spine,2,1,Image 1,1,100000002,610000006858,
65,,Spine,2,0,Image 1,1,,610000006860,
77,,Spine,2,1,Image 1,1,100000002,610000006879,
65,,Spine,2,0,Image 1,1,,610000006881,
57,,Spine,2,3,Image 1,1,100000001,610000006899,
80,,Spine,2,0,Image 1,1,,610000006901,
39,,Spine,2,5,Image 1,1,100000001,610000006908,
65,,Spine,2,0,Image 1,1,,610000006910,
38,,Spine,2,4,Image 1,1,100000002,610000006922,
52,,Spine,2,1,Image 1,1,100000004,610000006928,
64,,Spine,2,3,Image 1,1,100000002,610000006932,
53,,Spine,2,1,Image 1,1,100000002,610000006936,
48,,Spine,2,12,Image 1,1,100000006,610000006941,
64,,Spine,2,0,Image 1,1,,610000006943,
52,,Spine,2,1,Image 1,1,100000004,610000006955,
28,,Spine,2,11,Image 1,1,100000002,610000006957,
38,,Spine,2,0,Image 1,1,,610000006959,
32,,Spine,2,1,Image 1,1,100000004,610000006969,
29,,Spine,2,6,Image 1,1,100000001,610000006972,
75,,Spine,2,0,Image 1,1,,610000006974,
44,,Spine,2,0,Image 1,1,,610000006980,
35,,Spine,2,16,Image 1,1,,610000006985,
41,,Spine,2,2,Image 1,1,100000004,610000006992,
32,,Spine,2,16,Image 1,1,,610000006994,
21,,Spine,2,0,Image 1,1,,610000006999,
37,,Spine,2,8,Image 1,1,100000001,610000007002,
34,,Spine,2,1,Image 1,1,100000004,610000007005,
46,,Spine,2,2,Image 1,1,100000004,610000007010,
36,,Spine,2,2,Image 1,1,100000002,610000007014,
48,,Spine,2,1,Image 1,1,100000004,610000007018,
39,,Spine,2,0,Image 1,1,,610000007020,
42,,Spine,2,0,Image 1,1,100000004,610000007025,
38,,Spine,2,0,Image 1,1,,610000007027,
36,,Spine,2,2,Image 1,1,100000004,610000007032,
35,,Spine,2,4,Image 1,1,100000002,610000007036,
37,,Spine,2,1,Image 1,1,100000004,610000007038,
34,,Spine,2,1,Image 1,1,100000005,610000007040,
43,,Spine,2,3,Image 1,1,100000002,610000007044,
39,,Spine,2,8,Image 1,1,100000001,610000007046,
31,,Spine,2,0,Image 1,1,,610000007048,
78,,Spine,2,5,Image 1,1,100000002,610000007051,
39,,Spine,2,3,Image 1,1,100000001,610000007054,
41,,Spine,2,7,Image 1,1,100000001,610000007056,
37,,Spine,2,2,Image 1,1,,610000007058,
27,,Spine,2,0,Image 1,1,,610000007063,
45,,Spine,2,0,Image 1,1,,610000007067,
64,,Spine,2,0,Image 1,1,,610000007072,
60,,Spine,2,0,Image 1,1,,610000007078,
38,,Spine,2,0,Image 1,1,,610000007081,
41,,Spine,2,7,Image 1,1,100000001,610000007085,
46,,Spine,2,0,Image 1,1,100000004,610000007088,
84,,Spine,2,1,Image 1,1,100000004,610000007091,
51,,Spine,2,0,Image 1,1,,610000007093,
46,,Spine,2,10,Image 1,1,100000003,610000007100,
56,,Spine,2,0,Image 1,1,100000004,610000007103,
50,,Spine,2,10,Image 1,1,100000006,610000007105,
43,,Spine,2,5,Image 1,1,100000004,610000007108,
32,,Spine,2,8,Image 1,1,100000001,610000007110,
53,,Spine,2,3,Image 1,1,100000001,610000007115,
40,,Spine,2,0,Image 1,1,,610000007117,
42,,Spine,2,0,Image 1,1,100000002,610000007121,
45,,Spine,2,0,Image 1,1,,610000007123,
47,,Spine,2,1,Image 1,1,100000002,610000007127,
38,,Spine,2,0,Image 1,1,,610000007129,
