
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
27.2577,,Segment,2,12,Image 1,8,1,100000006,510000000026,
14.7053,,Segment,2,11,Image 1,8,1,100000006,510000000032,
14.5278,,Segment,2,10,Image 1,7,1,100000006,510000000050,
21.0193,,Segment,2,9,Image 1,6,1,100000006,510000000113,
22.7123,,Segment,2,8,Image 1,5,1,100000006,510000000127,
25.9623,,Segment,2,7,Image 1,4,1,100000006,510000000136,
21.2885,,Segment,2,5,Image 1,4,1,100000006,510000000169,
4.20565,,Segment,2,4,Image 1,3,1,100000006,510000000172,
6.1796,,Segment,2,3,Image 1,3,1,100000006,510000000175,
16.9946,,Segment,2,1,Image 1,2,1,100000006,510000000196,
3,,Segment,2,0,Image 1,1,1,100000006,510000000208,
19.3234,,Segment,2,12,Image 1,6,1,100000006,510000000235,
25.3885,,Segment,2,11,Image 1,6,1,100000006,510000000246,
1.69967,,Segment,2,10,Image 1,6,1,100000006,510000000248,
11.5962,,Segment,2,12,Image 1,7,1,100000006,510000000253,
13.2291,,Segment,2,11,Image 1,7,1,100000006,510000000262,
25.3289,,Segment,2,12,Image 1,9,1,100000006,510000000264,
20.3493,,Segment,2,11,Image 1,7,1,100000006,510000000276,
10.0489,,Segment,2,9,Image 1,5,1,100000006,510000000282,
15.6915,,Segment,2,8,Image 1,4,1,100000006,510000000284,
7.7201,,Segment,2,6,Image 1,5,1,100000006,510000000288,
21.0903,,Segment,2,7,Image 1,5,1,100000006,510000000292,
7.47568,,Segment,2,17,Image 1,6,1,100000003,510000000325,
16.3478,,Segment,2,16,Image 1,5,1,100000003,510000000343,
19.6558,,Segment,2,15,Image 1,4,1,100000003,510000000361,
15.028,,Segment,2,14,Image 1,4,1,100000003,510000000365,
16.6893,,Segment,2,13,Image 1,4,1,100000003,510000000381,
11.1247,,Segment,2,12,Image 1,3,1,100000003,510000000385,
19.7785,,Segment,2,11,Image 1,3,1,100000003,510000000388,
19.2505,,Segment,2,10,Image 1,3,1,100000003,510000000423,
7.07107,,Segment,2,9,Image 1,3,1,100000003,510000000432,
9.12072,,Segment,2,7,Image 1,2,1,100000003,510000000436,
10.1762,,Segment,2,6,Image 1,2,1,100000003,510000000444,
12.8927,,Segment,2,5,Image 1,2,1,100000003,510000000452,
6.68331,,Segment,2,4,Image 1,2,1,100000003,510000000454,
11.0491,,Segment,2,3,Image 1,2,1,100000003,510000000464,
9.68569,,Segment,2,2,Image 1,2,1,100000003,510000000479,
5.39805,,Segment,2,1,Image 1,2,1,100000003,510000000484,
8.37198,,Segment,2,0,Image 1,1,1,100000003,510000000497,
7.91454,,Segment,2,17,Image 1,5,1,100000003,510000000519,
15.5206,,Segment,2,16,Image 1,4,1,100000003,510000000524,
