
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.690897,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000006820,
0.776083,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000006838,
0.919859,µm,Spine,Spine Part Mean Diameter,10,3,1,100000003,610000006841,
0.919859,µm,Spine,Spine Part Mean Diameter,10,3,1,100000003,610000006844,
0.930335,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000006852,
0.934658,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000006858,
0.803288,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000006873,
0.934658,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000006879,
1.14375,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000006891,
0.876432,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000006899,
0.759549,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000006906,
0.850159,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000006908,
1.29861,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000006919,
1.47956,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000006922,
0.690466,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000006928,
0.768465,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000006932,
0.934658,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000006936,
1.01377,µm,Spine,Spine Part Mean Diameter,12,7,1,100000006,610000006941,
0.625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000006950,
0.690466,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000006955,
0.770153,µm,Spine,Spine Part Mean Diameter,11,3,1,100000002,610000006957,
0.738137,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000006963,
1.01363,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000006969,
1.07963,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000006972,
0.810701,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000006978,
0.611127,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000006983,
1.44937,µm,Spine,Spine Part Mean Diameter,16,5,1,100000003,610000006988,
0.889192,µm,Spine,Spine Part Mean Diameter,2,3,1,100000004,610000006992,
1.4123,µm,Spine,Spine Part Mean Diameter,16,5,1,100000003,610000006996,
0.677083,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000007000,
0.526476,µm,Spine,Spine Part Mean Diameter,8,3,1,100000001,610000007002,
1.0819,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000007005,
1.59142,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000007010,
1.19315,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000007014,
0.690466,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000007018,
0.576714,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007021,
1.11043,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007025,
0.723595,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007030,
0.87334,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000007032,
1.11561,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000007036,
0.596974,µm,Spine,Spine Part Mean Diameter,1,2,1,100000004,610000007038,
0.906673,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000007040,
0.888912,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000007044,
0.890459,µm,Spine,Spine Part Mean Diameter,8,4,1,100000001,610000007046,
0.934371,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007049,
1.04415,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000007051,
1.44521,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000007054,
1.04468,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007056,
1.02898,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000007061,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007065,
0.497873,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007070,
1.08284,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007076,
1.44129,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007079,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007083,
1.37035,µm,Spine,Spine Part Mean Diameter,7,4,1,100000001,610000007085,
0.736577,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007088,
0.800096,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000007091,
0.502499,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007094,
1.10262,µm,Spine,Spine Part Mean Diameter,10,4,1,100000003,610000007100,
0.985984,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007103,
1.12477,µm,Spine,Spine Part Mean Diameter,10,2,1,100000006,610000007105,
0.913682,µm,Spine,Spine Part Mean Diameter,5,3,1,100000004,610000007108,
1.09458,µm,Spine,Spine Part Mean Diameter,8,4,1,100000001,610000007110,
0.791829,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007112,
1.04491,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000007115,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007119,
1.04611,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007121,
0.710449,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007124,
1.04507,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000007127,
0.532899,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007130,
1.17078,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007133,
0.803461,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000007137,
1.09892,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007146,
0.809965,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007151,
0.838007,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007153,
0.595203,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007156,
1.14842,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007159,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007165,
0.980425,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000007168,
1.99128,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000007176,
1.04164,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007180,
1.1865,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007185,
1.44251,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000007194,
1.0467,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007198,
1.30212,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000007204,
1.09847,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007206,
0.983138,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000007208,
0.823285,µm,Spine,Spine Part Mean Diameter,0,1,1,100000005,610000007211,
0.934976,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007215,
0.865904,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007217,
0.78603,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000007219,
0.959314,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000007221,
0.901647,µm,Spine,Spine Part Mean Diameter,5,4,1,100000006,610000007226,
0.442087,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007229,
1.09397,µm,Spine,Spine Part Mean Diameter,10,2,1,100000006,610000007233,
0.815034,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000007236,
0.417987,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007238,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007240,
1.50843,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000007242,
0.986557,µm,Spine,Spine Part Mean Diameter,7,4,1,100000001,610000007244,
1.09226,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000007246,
1.30816,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007251,
1.56209,µm,Spine,Spine Part Mean Diameter,7,4,1,100000006,610000007255,
1.47747,µm,Spine,Spine Part Mean Diameter,6,3,1,100000006,610000007258,
0.867027,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000007261,
0.655547,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000007265,
0.868741,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000007267,
1.02916,µm,Spine,Spine Part Mean Diameter,12,1,1,100000001,610000007269,
1.36522,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000007271,
0.603556,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007273,
1.14754,µm,Spine,Spine Part Mean Diameter,0,1,1,100000006,610000007275,
