
Soma Ellipsoid Axis B
 ==================== 
Soma Ellipsoid Axis B X,Soma Ellipsoid Axis B Y,Soma Ellipsoid Axis B Z,Unit,Category,Collection,Time,FilamentID,ID,
0.22713,0.674494,0.702474,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
0.791309,0.437321,-0.427294,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
0.145181,-0.894201,-0.42347,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
0.988481,0.0946954,0.118061,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800000003,
0.667052,-0.680175,0.303978,µm,Soma,Soma Ellipsoid Axis B,1,100000004,800000004,
-0.275484,-0.876664,-0.394421,µm,Soma,Soma Ellipsoid Axis B,1,100000005,800000005,
0.317346,0.636642,0.702836,µm,Soma,Soma Ellipsoid Axis B,1,100000006,800000006,
