
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
374109,,Soma,3,Image 1,1,100000000,800000000,
777247,,Soma,3,Image 1,1,100000001,800000001,
1.1656e+06,,Soma,3,Image 1,1,100000002,800000002,
268154,,Soma,3,Image 1,1,100000003,800000003,
698801,,Soma,3,Image 1,1,100000004,800000004,
370300,,Soma,3,Image 1,1,100000005,800000005,
707477,,Soma,3,Image 1,1,100000006,800000006,
