
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Segment,2,12,Image 1,8,1,100000006,510000000026,
17,,Segment,2,11,Image 1,8,1,100000006,510000000032,
8,,Segment,2,10,Image 1,7,1,100000006,510000000050,
3,,Segment,2,9,Image 1,6,1,100000006,510000000113,
1,,Segment,2,8,Image 1,5,1,100000006,510000000127,
3,,Segment,2,7,Image 1,4,1,100000006,510000000136,
0,,Segment,2,5,Image 1,4,1,100000006,510000000169,
4,,Segment,2,4,Image 1,3,1,100000006,510000000172,
4,,Segment,2,3,Image 1,3,1,100000006,510000000175,
1,,Segment,2,1,Image 1,2,1,100000006,510000000196,
38,,Segment,2,0,Image 1,1,1,100000006,510000000208,
14,,Segment,2,12,Image 1,6,1,100000006,510000000235,
7,,Segment,2,11,Image 1,6,1,100000006,510000000246,
11,,Segment,2,10,Image 1,6,1,100000006,510000000248,
9,,Segment,2,12,Image 1,7,1,100000006,510000000253,
3,,Segment,2,11,Image 1,7,1,100000006,510000000262,
6,,Segment,2,12,Image 1,9,1,100000006,510000000264,
5,,Segment,2,11,Image 1,7,1,100000006,510000000276,
3,,Segment,2,9,Image 1,5,1,100000006,510000000282,
9,,Segment,2,8,Image 1,4,1,100000006,510000000284,
6,,Segment,2,6,Image 1,5,1,100000006,510000000288,
6,,Segment,2,7,Image 1,5,1,100000006,510000000292,
0,,Segment,2,17,Image 1,6,1,100000003,510000000325,
0,,Segment,2,16,Image 1,5,1,100000003,510000000343,
1,,Segment,2,15,Image 1,4,1,100000003,510000000361,
7,,Segment,2,14,Image 1,4,1,100000003,510000000365,
4,,Segment,2,13,Image 1,4,1,100000003,510000000381,
8,,Segment,2,12,Image 1,3,1,100000003,510000000385,
8,,Segment,2,11,Image 1,3,1,100000003,510000000388,
1,,Segment,2,10,Image 1,3,1,100000003,510000000423,
4,,Segment,2,9,Image 1,3,1,100000003,510000000432,
4,,Segment,2,7,Image 1,2,1,100000003,510000000436,
2,,Segment,2,6,Image 1,2,1,100000003,510000000444,
5,,Segment,2,5,Image 1,2,1,100000003,510000000452,
3,,Segment,2,4,Image 1,2,1,100000003,510000000454,
2,,Segment,2,3,Image 1,2,1,100000003,510000000464,
1,,Segment,2,2,Image 1,2,1,100000003,510000000479,
10,,Segment,2,1,Image 1,2,1,100000003,510000000484,
9,,Segment,2,0,Image 1,1,1,100000003,510000000497,
1,,Segment,2,17,Image 1,5,1,100000003,510000000519,
4,,Segment,2,16,Image 1,4,1,100000003,510000000524,
0,,Segment,2,6,Image 1,2,1,100000001,510000000575,
0,,Segment,2,5,Image 1,2,1,100000001,510000000617,
1,,Segment,2,4,Image 1,1,1,100000001,510000000622,
2,,Segment,2,3,Image 1,1,1,100000001,510000000624,
1,,Segment,2,2,Image 1,1,1,100000001,510000000645,
2,,Segment,2,1,Image 1,1,1,100000001,510000000649,
2,,Segment,2,0,Image 1,1,1,100000001,510000000671,
4,,Segment,2,6,Image 1,3,1,100000001,510000000680,
1,,Segment,2,2,Image 1,2,1,100000004,510000000721,
3,,Segment,2,1,Image 1,2,1,100000004,510000000727,
3,,Segment,2,0,Image 1,1,1,100000004,510000000749,
6,,Segment,2,2,Image 1,3,1,100000004,510000000771,
1,,Segment,2,8,Image 1,2,1,100000001,510000000854,
1,,Segment,2,7,Image 1,1,1,100000001,510000000863,
0,,Segment,2,5,Image 1,1,1,100000001,510000000901,
2,,Segment,2,8,Image 1,1,1,100000001,510000000904,
1,,Segment,2,7,Image 1,2,1,100000001,510000000908,
0,,Segment,2,6,Image 1,2,1,100000001,510000000917,
2,,Segment,2,3,Image 1,2,1,100000001,510000000951,
2,,Segment,2,6,Image 1,5,1,100000006,510000000980,
3,,Segment,2,5,Image 1,4,1,100000006,510000001021,
17,,Segment,2,4,Image 1,3,1,100000006,510000001023,
4,,Segment,2,3,Image 1,3,1,100000006,510000001028,
4,,Segment,2,2,Image 1,3,1,100000006,510000001038,
6,,Segment,2,1,Image 1,2,1,100000006,510000001052,
3,,Segment,2,0,Image 1,1,1,100000006,510000001058,
4,,Segment,2,6,Image 1,4,1,100000006,510000001068,
1,,Segment,2,4,Image 1,2,1,100000002,510000001101,
8,,Segment,2,3,Image 1,2,1,100000002,510000001104,
2,,Segment,2,2,Image 1,2,1,100000002,510000001129,
8,,Segment,2,1,Image 1,1,1,100000002,510000001144,
21,,Segment,2,0,Image 1,1,1,100000002,510000001148,
1,,Segment,2,3,Image 1,3,1,100000002,510000001190,
