
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
33.5434,,Soma,3,Image 1,1,100000000,800000000,
50.7507,,Soma,3,Image 1,1,100000001,800000001,
64.7379,,Soma,3,Image 1,1,100000002,800000002,
34.507,,Soma,3,Image 1,1,100000003,800000003,
58.5751,,Soma,3,Image 1,1,100000004,800000004,
30.9952,,Soma,3,Image 1,1,100000005,800000005,
13.2727,,Soma,3,Image 1,1,100000006,800000006,
