
Spine Intensity Max Ch=1 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Spine,1,3,Image 1,3,1,100000002,610000006820,
33,,Spine,1,0,Image 1,1,1,100000006,610000006838,
9,,Spine,1,10,Image 1,3,1,100000003,610000006841,
9,,Spine,1,10,Image 1,3,1,100000003,610000006844,
4,,Spine,1,1,Image 1,2,1,100000002,610000006852,
4,,Spine,1,1,Image 1,2,1,100000002,610000006858,
33,,Spine,1,0,Image 1,1,1,100000006,610000006873,
4,,Spine,1,1,Image 1,2,1,100000002,610000006879,
33,,Spine,1,0,Image 1,1,1,100000006,610000006891,
3,,Spine,1,3,Image 1,3,1,100000001,610000006899,
3,,Spine,1,0,Image 1,1,1,100000001,610000006906,
23,,Spine,1,5,Image 1,2,1,100000001,610000006908,
33,,Spine,1,0,Image 1,1,1,100000006,610000006919,
3,,Spine,1,4,Image 1,1,1,100000002,610000006922,
3,,Spine,1,1,Image 1,1,1,100000004,610000006928,
2,,Spine,1,3,Image 1,3,1,100000002,610000006932,
4,,Spine,1,1,Image 1,2,1,100000002,610000006936,
4,,Spine,1,12,Image 1,7,1,100000006,610000006941,
4,,Spine,1,0,Image 1,1,1,100000002,610000006950,
3,,Spine,1,1,Image 1,1,1,100000004,610000006955,
3,,Spine,1,11,Image 1,3,1,100000002,610000006957,
2,,Spine,1,0,Image 1,1,1,100000006,610000006963,
3,,Spine,1,1,Image 1,1,1,100000004,610000006969,
2,,Spine,1,6,Image 1,3,1,100000001,610000006972,
2,,Spine,1,0,Image 1,1,1,100000002,610000006978,
2,,Spine,1,0,Image 1,1,1,100000001,610000006983,
5,,Spine,1,10,Image 1,5,1,100000003,610000006988,
4,,Spine,1,2,Image 1,3,1,100000004,610000006992,
12,,Spine,1,10,Image 1,5,1,100000003,610000006996,
5,,Spine,1,0,Image 1,1,1,100000005,610000007000,
4,,Spine,1,8,Image 1,3,1,100000001,610000007002,
15,,Spine,1,1,Image 1,1,1,100000004,610000007005,
3,,Spine,1,2,Image 1,2,1,100000004,610000007010,
3,,Spine,1,2,Image 1,1,1,100000002,610000007014,
3,,Spine,1,1,Image 1,1,1,100000004,610000007018,
2,,Spine,1,0,Image 1,1,1,100000001,610000007021,
3,,Spine,1,0,Image 1,1,1,100000004,610000007025,
3,,Spine,1,0,Image 1,1,1,100000006,610000007030,
2,,Spine,1,2,Image 1,2,1,100000004,610000007032,
3,,Spine,1,4,Image 1,1,1,100000002,610000007036,
2,,Spine,1,1,Image 1,2,1,100000004,610000007038,
6,,Spine,1,1,Image 1,1,1,100000005,610000007040,
3,,Spine,1,3,Image 1,3,1,100000002,610000007044,
3,,Spine,1,8,Image 1,4,1,100000001,610000007046,
11,,Spine,1,0,Image 1,1,1,100000006,610000007049,
4,,Spine,1,5,Image 1,2,1,100000002,610000007051,
2,,Spine,1,3,Image 1,2,1,100000001,610000007054,
25,,Spine,1,7,Image 1,3,1,100000001,610000007056,
4,,Spine,1,1,Image 1,2,1,100000004,610000007061,
2,,Spine,1,0,Image 1,1,1,100000001,610000007065,
3,,Spine,1,0,Image 1,1,1,100000006,610000007070,
4,,Spine,1,0,Image 1,1,1,100000002,610000007076,
9,,Spine,1,0,Image 1,1,1,100000006,610000007079,
3,,Spine,1,0,Image 1,1,1,100000002,610000007083,
4,,Spine,1,7,Image 1,4,1,100000001,610000007085,
3,,Spine,1,0,Image 1,1,1,100000004,610000007088,
3,,Spine,1,1,Image 1,1,1,100000004,610000007091,
4,,Spine,1,0,Image 1,1,1,100000006,610000007094,
4,,Spine,1,10,Image 1,4,1,100000003,610000007100,
2,,Spine,1,0,Image 1,1,1,100000004,610000007103,
4,,Spine,1,10,Image 1,2,1,100000006,610000007105,
4,,Spine,1,5,Image 1,3,1,100000004,610000007108,
3,,Spine,1,8,Image 1,4,1,100000001,610000007110,
1,,Spine,1,1,Image 1,1,1,100000000,610000007112,
5,,Spine,1,3,Image 1,1,1,100000001,610000007115,
1,,Spine,1,0,Image 1,1,1,100000002,610000007119,
6,,Spine,1,0,Image 1,1,1,100000002,610000007121,
6,,Spine,1,0,Image 1,1,1,100000006,610000007124,
2,,Spine,1,1,Image 1,1,1,100000002,610000007127,
3,,Spine,1,0,Image 1,1,1,100000006,610000007130,
3,,Spine,1,0,Image 1,1,1,100000004,610000007133,
3,,Spine,1,1,Image 1,1,1,100000002,610000007137,
3,,Spine,1,0,Image 1,1,1,100000002,610000007146,
2,,Spine,1,0,Image 1,1,1,100000002,610000007151,
2,,Spine,1,0,Image 1,1,1,100000004,610000007153,
3,,Spine,1,0,Image 1,1,1,100000006,610000007156,
2,,Spine,1,0,Image 1,1,1,100000002,610000007159,
2,,Spine,1,0,Image 1,1,1,100000002,610000007165,
18,,Spine,1,2,Image 1,2,1,100000001,610000007168,
4,,Spine,1,3,Image 1,2,1,100000002,610000007176,
5,,Spine,1,7,Image 1,3,1,100000001,610000007180,
3,,Spine,1,0,Image 1,1,1,100000002,610000007185,
4,,Spine,1,3,Image 1,2,1,100000002,610000007194,
8,,Spine,1,0,Image 1,1,1,100000004,610000007198,
7,,Spine,1,1,Image 1,2,1,100000004,610000007204,
4,,Spine,1,0,Image 1,1,1,100000002,610000007206,
3,,Spine,1,4,Image 1,1,1,100000002,610000007208,
6,,Spine,1,0,Image 1,1,1,100000005,610000007211,
3,,Spine,1,0,Image 1,1,1,100000004,610000007215,
3,,Spine,1,0,Image 1,1,1,100000001,610000007217,
29,,Spine,1,1,Image 1,1,1,100000005,610000007219,
7,,Spine,1,3,Image 1,3,1,100000002,610000007221,
2,,Spine,1,5,Image 1,4,1,100000006,610000007226,
4,,Spine,1,0,Image 1,1,1,100000006,610000007229,
3,,Spine,1,10,Image 1,2,1,100000006,610000007233,
3,,Spine,1,7,Image 1,2,1,100000001,610000007236,
1,,Spine,1,0,Image 1,1,1,100000002,610000007238,
4,,Spine,1,0,Image 1,1,1,100000006,610000007240,
2,,Spine,1,5,Image 1,2,1,100000002,610000007242,
4,,Spine,1,7,Image 1,4,1,100000001,610000007244,
3,,Spine,1,0,Image 1,1,1,100000004,610000007246,
4,,Spine,1,0,Image 1,1,1,100000002,610000007251,
5,,Spine,1,7,Image 1,4,1,100000006,610000007255,
24,,Spine,1,6,Image 1,3,1,100000006,610000007258,
4,,Spine,1,5,Image 1,3,1,100000001,610000007261,
2,,Spine,1,3,Image 1,2,1,100000004,610000007265,
5,,Spine,1,1,Image 1,1,1,100000002,610000007267,
4,,Spine,1,12,Image 1,1,1,100000001,610000007269,
3,,Spine,1,1,Image 1,1,1,100000002,610000007271,
4,,Spine,1,0,Image 1,1,1,100000006,610000007273,
18,,Spine,1,0,Image 1,1,1,100000006,610000007275,
3,,Spine,1,5,Image 1,2,1,100000002,610000007277,
2,,Spine,1,2,Image 1,2,1,100000004,610000007281,
6,,Spine,1,0,Image 1,1,1,100000006,610000007284,
3,,Spine,1,3,Image 1,3,1,100000001,610000007286,
3,,Spine,1,1,Image 1,1,1,100000005,610000007288,
6,,Spine,1,1,Image 1,2,1,100000001,610000007291,
3,,Spine,1,1,Image 1,1,1,100000002,610000007294,
47,,Spine,1,8,Image 1,3,1,100000001,610000007296,
5,,Spine,1,0,Image 1,1,1,100000001,610000007298,
3,,Spine,1,2,Image 1,2,1,100000004,610000007300,
3,,Spine,1,1,Image 1,1,1,100000000,610000007304,
13,,Spine,1,5,Image 1,2,1,100000006,610000007306,
3,,Spine,1,1,Image 1,1,1,100000006,610000007308,
3,,Spine,1,2,Image 1,2,1,100000004,610000007312,
2,,Spine,1,0,Image 1,1,1,100000006,610000007316,
3,,Spine,1,0,Image 1,1,1,100000002,610000007320,
15,,Spine,1,0,Image 1,1,1,100000002,610000007322,
2,,Spine,1,1,Image 1,2,1,100000004,610000007326,
7,,Spine,1,1,Image 1,2,1,100000004,610000007332,
3,,Spine,1,1,Image 1,1,1,100000004,610000007337,
4,,Spine,1,0,Image 1,1,1,100000001,610000007341,
8,,Spine,1,4,Image 1,3,1,100000006,610000007347,
17,,Spine,1,11,Image 1,6,1,100000006,610000007351,
12,,Spine,1,2,Image 1,2,1,100000004,610000007353,
4,,Spine,1,1,Image 1,2,1,100000004,610000007356,
1,,Spine,1,0,Image 1,1,1,100000002,610000007359,
3,,Spine,1,4,Image 1,1,1,100000001,610000007362,
20,,Spine,1,2,Image 1,1,1,100000002,610000007365,
2,,Spine,1,0,Image 1,1,1,100000006,610000007368,
2,,Spine,1,5,Image 1,3,1,100000004,610000007371,
4,,Spine,1,0,Image 1,1,1,100000006,610000007375,
2,,Spine,1,0,Image 1,1,1,100000001,610000007378,
4,,Spine,1,2,Image 1,2,1,100000004,610000007381,
4,,Spine,1,12,Image 1,1,1,100000001,610000007383,
6,,Spine,1,0,Image 1,1,1,100000001,610000007385,
5,,Spine,1,0,Image 1,1,1,100000006,610000007390,
5,,Spine,1,3,Image 1,1,1,100000002,610000007396,
3,,Spine,1,1,Image 1,1,1,100000002,610000007403,
4,,Spine,1,3,Image 1,2,1,100000002,610000007408,
4,,Spine,1,4,Image 1,1,1,100000001,610000007411,
7,,Spine,1,1,Image 1,2,1,100000004,610000007417,
3,,Spine,1,1,Image 1,2,1,100000002,610000007419,
4,,Spine,1,3,Image 1,2,1,100000002,610000007425,
3,,Spine,1,1,Image 1,2,1,100000004,610000007429,
2,,Spine,1,0,Image 1,1,1,100000001,610000007432,
4,,Spine,1,1,Image 1,2,1,100000004,610000007436,
6,,Spine,1,8,Image 1,3,1,100000006,610000007439,
3,,Spine,1,0,Image 1,1,1,100000002,610000007443,
2,,Spine,1,0,Image 1,1,1,100000001,610000007446,
2,,Spine,1,1,Image 1,2,1,100000002,610000007449,
4,,Spine,1,0,Image 1,1,1,100000001,610000007451,
3,,Spine,1,0,Image 1,1,1,100000004,610000007454,
13,,Spine,1,0,Image 1,1,1,100000004,610000007459,
2,,Spine,1,1,Image 1,1,1,100000004,610000007461,
3,,Spine,1,1,Image 1,1,1,100000001,610000007465,
1,,Spine,1,0,Image 1,1,1,100000001,610000007470,
6,,Spine,1,0,Image 1,1,1,100000002,610000007475,
2,,Spine,1,1,Image 1,2,1,100000002,610000007479,
7,,Spine,1,1,Image 1,2,1,100000004,610000007485,
4,,Spine,1,0,Image 1,1,1,100000006,610000007492,
2,,Spine,1,0,Image 1,1,1,100000002,610000007495,
4,,Spine,1,0,Image 1,1,1,100000002,610000007504,
4,,Spine,1,2,Image 1,3,1,100000002,610000007506,
5,,Spine,1,0,Image 1,1,1,100000002,610000007510,
4,,Spine,1,0,Image 1,1,1,100000001,610000007513,
11,,Spine,1,5,Image 1,3,1,100000001,610000007515,
20,,Spine,1,2,Image 1,1,1,100000002,610000007519,
14,,Spine,1,6,Image 1,2,1,100000001,610000007522,
1,,Spine,1,0,Image 1,1,1,100000001,610000007528,
2,,Spine,1,1,Image 1,2,1,100000004,610000007530,
9,,Spine,1,2,Image 1,2,1,100000002,610000007534,
4,,Spine,1,3,Image 1,2,1,100000002,610000007551,
4,,Spine,1,0,Image 1,1,1,100000002,610000007553,
2,,Spine,1,2,Image 1,2,1,100000004,610000007556,
2,,Spine,1,1,Image 1,2,1,100000002,610000007559,
4,,Spine,1,0,Image 1,1,1,100000002,610000007564,
3,,Spine,1,5,Image 1,4,1,100000006,610000007566,
10,,Spine,1,9,Image 1,3,1,100000001,610000007569,
2,,Spine,1,0,Image 1,1,1,100000002,610000007573,
6,,Spine,1,1,Image 1,2,1,100000004,610000007581,
18,,Spine,1,2,Image 1,2,1,100000006,610000007589,
4,,Spine,1,3,Image 1,2,1,100000002,610000007599,
4,,Spine,1,3,Image 1,2,1,100000002,610000007607,
3,,Spine,1,0,Image 1,1,1,100000002,610000007615,
2,,Spine,1,0,Image 1,1,1,100000002,610000007620,
4,,Spine,1,1,Image 1,1,1,100000002,610000007626,
4,,Spine,1,0,Image 1,1,1,100000002,610000007645,
4,,Spine,1,0,Image 1,1,1,100000002,610000007653,
5,,Spine,1,2,Image 1,1,1,100000002,610000007677,
8,,Spine,1,3,Image 1,3,1,100000006,610000007687,
6,,Spine,1,1,Image 1,1,1,100000000,610000007708,
17,,Spine,1,0,Image 1,1,1,100000000,610000007709,
9,,Spine,1,0,Image 1,1,1,100000000,610000007710,
7,,Spine,1,0,Image 1,1,1,100000000,610000007711,
2,,Spine,1,0,Image 1,1,1,100000000,610000007712,
2,,Spine,1,0,Image 1,1,1,100000000,610000007713,
18,,Spine,1,3,Image 1,2,1,100000001,610000007720,
4,,Spine,1,3,Image 1,2,1,100000001,610000007721,
7,,Spine,1,4,Image 1,2,1,100000001,610000007722,
12,,Spine,1,3,Image 1,3,1,100000001,610000007723,
3,,Spine,1,2,Image 1,2,1,100000001,610000007724,
3,,Spine,1,2,Image 1,3,1,100000001,610000007725,
28,,Spine,1,2,Image 1,3,1,100000001,610000007726,
7,,Spine,1,2,Image 1,3,1,100000001,610000007727,
7,,Spine,1,2,Image 1,3,1,100000001,610000007728,
25,,Spine,1,7,Image 1,3,1,100000001,610000007729,
4,,Spine,1,5,Image 1,2,1,100000001,610000007730,
4,,Spine,1,5,Image 1,3,1,100000001,610000007731,
6,,Spine,1,3,Image 1,2,1,100000001,610000007732,
10,,Spine,1,5,Image 1,3,1,100000001,610000007735,
4,,Spine,1,2,Image 1,2,1,100000001,610000007736,
5,,Spine,1,2,Image 1,2,1,100000001,610000007737,
