
Soma Intensity Median Ch=1 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.0078125,,Soma,1,Image 1,1,100000000,800000000,
0.00195312,,Soma,1,Image 1,1,100000001,800000001,
0.015625,,Soma,1,Image 1,1,100000002,800000002,
0.0078125,,Soma,1,Image 1,1,100000003,800000003,
0.00390625,,Soma,1,Image 1,1,100000004,800000004,
0.0078125,,Soma,1,Image 1,1,100000005,800000005,
1.0625,,Soma,1,Image 1,1,100000006,800000006,
