
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000006820,
0.625,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000006838,
0.501302,µm,Spine,Spine Part Min Diameter,10,3,1,100000003,610000006841,
0.635579,µm,Spine,Spine Part Min Diameter,10,3,1,100000003,610000006844,
0.512566,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000006852,
0.927292,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000006858,
0.67423,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000006873,
0.625,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000006879,
1.00587,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000006891,
0.944659,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000006899,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000006906,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000006908,
1.00587,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000006919,
0.513635,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000006922,
0.497692,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000006928,
0.533854,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000006932,
0.845091,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000006936,
0.877184,µm,Spine,Spine Part Min Diameter,12,7,1,100000006,610000006941,
1.38984,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000006950,
0.650957,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000006955,
0.527344,µm,Spine,Spine Part Min Diameter,11,3,1,100000002,610000006957,
0.438857,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000006963,
0.833333,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000006969,
0.833333,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000006972,
0.505729,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000006978,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000006983,
2.31902,µm,Spine,Spine Part Min Diameter,16,5,1,100000003,610000006988,
0.440573,µm,Spine,Spine Part Min Diameter,2,3,1,100000004,610000006992,
