
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
4.50058,°,Segment,12,8,1,100000006,510000000026,
13.7977,°,Segment,11,8,1,100000006,510000000032,
143.441,°,Segment,10,7,1,100000006,510000000050,
18.6986,°,Segment,9,6,1,100000006,510000000113,
31.9378,°,Segment,8,5,1,100000006,510000000127,
23.6672,°,Segment,7,4,1,100000006,510000000136,
21.6888,°,Segment,5,4,1,100000006,510000000169,
12.1154,°,Segment,4,3,1,100000006,510000000172,
8.9467,°,Segment,3,3,1,100000006,510000000175,
12.9604,°,Segment,1,2,1,100000006,510000000196,
0,°,Segment,0,1,1,100000006,510000000208,
14.9203,°,Segment,12,6,1,100000006,510000000235,
2.53906,°,Segment,11,6,1,100000006,510000000246,
24.963,°,Segment,10,6,1,100000006,510000000248,
51.3231,°,Segment,12,7,1,100000006,510000000253,
71.2637,°,Segment,11,7,1,100000006,510000000262,
86.4685,°,Segment,12,9,1,100000006,510000000264,
68.7036,°,Segment,11,7,1,100000006,510000000276,
89.8616,°,Segment,9,5,1,100000006,510000000282,
47.4419,°,Segment,8,4,1,100000006,510000000284,
83.2524,°,Segment,6,5,1,100000006,510000000288,
83.6024,°,Segment,7,5,1,100000006,510000000292,
48.7623,°,Segment,17,6,1,100000003,510000000325,
62.5506,°,Segment,16,5,1,100000003,510000000343,
13.0078,°,Segment,15,4,1,100000003,510000000361,
29.2468,°,Segment,14,4,1,100000003,510000000365,
23.0606,°,Segment,13,4,1,100000003,510000000381,
6.82231,°,Segment,12,3,1,100000003,510000000385,
6.35277,°,Segment,11,3,1,100000003,510000000388,
9.0275,°,Segment,10,3,1,100000003,510000000423,
4.77385,°,Segment,9,3,1,100000003,510000000432,
8.42145,°,Segment,7,2,1,100000003,510000000436,
16.6118,°,Segment,6,2,1,100000003,510000000444,
9.62992,°,Segment,5,2,1,100000003,510000000452,
2.04469,°,Segment,4,2,1,100000003,510000000454,
10.7408,°,Segment,3,2,1,100000003,510000000464,
3.29806,°,Segment,2,2,1,100000003,510000000479,
3.12925,°,Segment,1,2,1,100000003,510000000484,
0,°,Segment,0,1,1,100000003,510000000497,
91.4299,°,Segment,17,5,1,100000003,510000000519,
60.1208,°,Segment,16,4,1,100000003,510000000524,
1.90259,°,Segment,6,2,1,100000001,510000000575,
26.5963,°,Segment,5,2,1,100000001,510000000617,
17.4063,°,Segment,4,1,1,100000001,510000000622,
11.4691,°,Segment,3,1,1,100000001,510000000624,
8.89488,°,Segment,2,1,1,100000001,510000000645,
4.04733,°,Segment,1,1,1,100000001,510000000649,
0,°,Segment,0,1,1,100000001,510000000671,
106.102,°,Segment,6,3,1,100000001,510000000680,
4.85236,°,Segment,2,2,1,100000004,510000000721,
14.8464,°,Segment,1,2,1,100000004,510000000727,
0,°,Segment,0,1,1,100000004,510000000749,
116.212,°,Segment,2,3,1,100000004,510000000771,
0.647101,°,Segment,8,2,1,100000001,510000000854,
2.70429,°,Segment,7,1,1,100000001,510000000863,
67.3435,°,Segment,5,1,1,100000001,510000000901,
75.6011,°,Segment,8,1,1,100000001,510000000904,
72.9374,°,Segment,7,2,1,100000001,510000000908,
88.3361,°,Segment,6,2,1,100000001,510000000917,
95.324,°,Segment,3,2,1,100000001,510000000951,
7.59722,°,Segment,6,5,1,100000006,510000000980,
16.0194,°,Segment,5,4,1,100000006,510000001021,
6.62998,°,Segment,4,3,1,100000006,510000001023,
3.86113,°,Segment,3,3,1,100000006,510000001028,
8.54592,°,Segment,2,3,1,100000006,510000001038,
14.2005,°,Segment,1,2,1,100000006,510000001052,
0,°,Segment,0,1,1,100000006,510000001058,
94.5026,°,Segment,6,4,1,100000006,510000001068,
18.0747,°,Segment,4,2,1,100000002,510000001101,
28.5771,°,Segment,3,2,1,100000002,510000001104,
39.0698,°,Segment,2,2,1,100000002,510000001129,
3.03719,°,Segment,1,1,1,100000002,510000001144,
0,°,Segment,0,1,1,100000002,510000001148,
61.4985,°,Segment,3,3,1,100000002,510000001190,
81.4146,°,Segment,4,3,1,100000002,510000001193,
28.0121,°,Segment,10,2,1,100000006,510000001213,
21.3794,°,Segment,8,2,1,100000006,510000001219,
15.0215,°,Segment,6,2,1,100000006,510000001226,
3.17817,°,Segment,5,2,1,100000006,510000001228,
7.68012,°,Segment,4,2,1,100000006,510000001262,
76.1369,°,Segment,3,2,1,100000006,510000001276,
78.0027,°,Segment,10,3,1,100000006,510000001290,
88.5087,°,Segment,9,3,1,100000006,510000001295,
93.4496,°,Segment,6,3,1,100000006,510000001302,
73.1002,°,Segment,5,3,1,100000006,510000001308,
78.0284,°,Segment,7,3,1,100000006,510000001311,
45.4646,°,Segment,8,3,1,100000006,510000001313,
60.6639,°,Segment,4,3,1,100000006,510000001315,
77.8643,°,Segment,5,3,1,100000006,510000001320,
87.2091,°,Segment,4,4,1,100000006,510000001326,
68.5213,°,Segment,2,3,1,100000006,510000001329,
8.98369,°,Segment,5,3,1,100000004,510000001362,
6.91826,°,Segment,3,3,1,100000004,510000001387,
17.6032,°,Segment,2,3,1,100000004,510000001400,
2.69914,°,Segment,1,2,1,100000004,510000001404,
0,°,Segment,0,1,1,100000004,510000001406,
35.8586,°,Segment,5,5,1,100000004,510000001435,
90.7282,°,Segment,4,4,1,100000004,510000001446,
44.6368,°,Segment,5,4,1,100000004,510000001448,
87.0639,°,Segment,5,4,1,100000004,510000001455,
9.61703,°,Segment,10,4,1,100000003,510000001505,
31.1543,°,Segment,9,4,1,100000003,510000001519,
86.1769,°,Segment,8,3,1,100000003,510000001534,
94.5577,°,Segment,10,5,1,100000003,510000001541,
19.2926,°,Segment,1,2,1,100000005,510000001550,
0,°,Segment,0,1,1,100000005,510000001583,
87.4725,°,Segment,1,1,1,100000005,510000001605,
8.6165,°,Segment,8,3,1,100000001,510000001627,
16.295,°,Segment,7,3,1,100000001,510000001631,
13.5809,°,Segment,6,3,1,100000001,510000001667,
14.7077,°,Segment,5,3,1,100000001,510000001671,
11.3116,°,Segment,4,3,1,100000001,510000001679,
11.6239,°,Segment,3,2,1,100000001,510000001691,
10.1947,°,Segment,2,1,1,100000001,510000001705,
5.10173,°,Segment,1,1,1,100000001,510000001713,
0,°,Segment,0,1,1,100000001,510000001725,
9.80175,°,Segment,4,4,1,100000001,510000001764,
0.647101,°,Segment,3,3,1,100000001,510000001812,
33.3235,°,Segment,1,1,1,100000001,510000001826,
0,°,Segment,0,1,1,100000001,510000001872,
71.1068,°,Segment,4,3,1,100000001,510000001885,
21.9845,°,Segment,1,2,1,100000006,510000001916,
0,°,Segment,0,1,1,100000006,510000001935,
80.2041,°,Segment,1,1,1,100000006,510000001953,
7.66068,°,Segment,6,4,1,100000001,510000001962,
69.1826,°,Segment,5,4,1,100000001,510000001970,
21.9702,°,Segment,8,4,1,100000001,510000002010,
25.3504,°,Segment,7,3,1,100000001,510000002017,
27.4039,°,Segment,6,3,1,100000001,510000002026,
37.0502,°,Segment,5,2,1,100000001,510000002055,
23.4726,°,Segment,4,2,1,100000001,510000002062,
16.6627,°,Segment,3,2,1,100000001,510000002084,
6.07851,°,Segment,1,1,1,100000001,510000002091,
0,°,Segment,0,1,1,100000001,510000002106,
65.7582,°,Segment,8,3,1,100000001,510000002132,
74.4638,°,Segment,7,4,1,100000001,510000002136,
27.5178,°,Segment,5,3,1,100000002,510000002161,
19.2696,°,Segment,4,2,1,100000002,510000002176,
10.8274,°,Segment,3,1,1,100000002,510000002180,
24.2245,°,Segment,2,1,1,100000002,510000002193,
