
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
124,,Spine,1,3,Image 1,3,1,100000002,610000006820,
343,,Spine,1,0,Image 1,1,1,100000006,610000006838,
135,,Spine,1,10,Image 1,3,1,100000003,610000006841,
130,,Spine,1,10,Image 1,3,1,100000003,610000006844,
240,,Spine,1,1,Image 1,2,1,100000002,610000006852,
261,,Spine,1,1,Image 1,2,1,100000002,610000006858,
325,,Spine,1,0,Image 1,1,1,100000006,610000006873,
219,,Spine,1,1,Image 1,2,1,100000002,610000006879,
325,,Spine,1,0,Image 1,1,1,100000006,610000006891,
124,,Spine,1,3,Image 1,3,1,100000001,610000006899,
100,,Spine,1,0,Image 1,1,1,100000001,610000006906,
116,,Spine,1,5,Image 1,2,1,100000001,610000006908,
309,,Spine,1,0,Image 1,1,1,100000006,610000006919,
271,,Spine,1,4,Image 1,1,1,100000002,610000006922,
127,,Spine,1,1,Image 1,1,1,100000004,610000006928,
93,,Spine,1,3,Image 1,3,1,100000002,610000006932,
169,,Spine,1,1,Image 1,2,1,100000002,610000006936,
210,,Spine,1,12,Image 1,7,1,100000006,610000006941,
301,,Spine,1,0,Image 1,1,1,100000002,610000006950,
125,,Spine,1,1,Image 1,1,1,100000004,610000006955,
69,,Spine,1,11,Image 1,3,1,100000002,610000006957,
62,,Spine,1,0,Image 1,1,1,100000006,610000006963,
233,,Spine,1,1,Image 1,1,1,100000004,610000006969,
181,,Spine,1,6,Image 1,3,1,100000001,610000006972,
123,,Spine,1,0,Image 1,1,1,100000002,610000006978,
38,,Spine,1,0,Image 1,1,1,100000001,610000006983,
682,,Spine,1,10,Image 1,5,1,100000003,610000006988,
133,,Spine,1,2,Image 1,3,1,100000004,610000006992,
254,,Spine,1,10,Image 1,5,1,100000003,610000006996,
599,,Spine,1,0,Image 1,1,1,100000005,610000007000,
26,,Spine,1,8,Image 1,3,1,100000001,610000007002,
157,,Spine,1,1,Image 1,1,1,100000004,610000007005,
431,,Spine,1,2,Image 1,2,1,100000004,610000007010,
253,,Spine,1,2,Image 1,1,1,100000002,610000007014,
110,,Spine,1,1,Image 1,1,1,100000004,610000007018,
30,,Spine,1,0,Image 1,1,1,100000001,610000007021,
189,,Spine,1,0,Image 1,1,1,100000004,610000007025,
53,,Spine,1,0,Image 1,1,1,100000006,610000007030,
101,,Spine,1,2,Image 1,2,1,100000004,610000007032,
305,,Spine,1,4,Image 1,1,1,100000002,610000007036,
34,,Spine,1,1,Image 1,2,1,100000004,610000007038,
111,,Spine,1,1,Image 1,1,1,100000005,610000007040,
106,,Spine,1,3,Image 1,3,1,100000002,610000007044,
107,,Spine,1,8,Image 1,4,1,100000001,610000007046,
132,,Spine,1,0,Image 1,1,1,100000006,610000007049,
128,,Spine,1,5,Image 1,2,1,100000002,610000007051,
311,,Spine,1,3,Image 1,2,1,100000001,610000007054,
