
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
210,,Spine,2,6,Image 1,3,1,100000000,610000002782,
102,,Spine,2,9,Image 1,4,1,100000000,610000002802,
202,,Spine,2,1,Image 1,2,1,100000002,610000002830,
124,,Spine,2,3,Image 1,3,1,100000002,610000002839,
319,,Spine,2,3,Image 1,2,1,100000000,610000002858,
236,,Spine,2,3,Image 1,4,1,100000000,610000002866,
236,,Spine,2,3,Image 1,4,1,100000000,610000002873,
182,,Spine,2,3,Image 1,4,1,100000000,610000002879,
69,,Spine,2,4,Image 1,4,1,100000000,610000002884,
37,,Spine,2,3,Image 1,2,1,100000002,610000002888,
1185,,Spine,2,0,Image 1,1,1,100000001,610000002910,
1179,,Spine,2,0,Image 1,1,1,100000001,610000002931,
157,,Spine,2,3,Image 1,4,1,100000000,610000002937,
198,,Spine,2,0,Image 1,1,1,100000001,610000002951,
200,,Spine,2,9,Image 1,5,1,100000000,610000002966,
193,,Spine,2,9,Image 1,5,1,100000000,610000002981,
189,,Spine,2,9,Image 1,5,1,100000000,610000002995,
76,,Spine,2,1,Image 1,1,1,100000002,610000003003,
195,,Spine,2,3,Image 1,2,1,100000001,610000003016,
168,,Spine,2,3,Image 1,2,1,100000001,610000003028,
119,,Spine,2,5,Image 1,3,1,100000000,610000003039,
173,,Spine,2,2,Image 1,1,1,100000000,610000003045,
133,,Spine,2,9,Image 1,5,1,100000000,610000003053,
322,,Spine,2,8,Image 1,3,1,100000000,610000003066,
268,,Spine,2,8,Image 1,3,1,100000000,610000003079,
314,,Spine,2,8,Image 1,3,1,100000000,610000003091,
301,,Spine,2,8,Image 1,3,1,100000000,610000003103,
280,,Spine,2,8,Image 1,3,1,100000000,610000003114,
138,,Spine,2,2,Image 1,1,1,100000000,610000003121,
127,,Spine,2,1,Image 1,2,1,100000002,610000003128,
168,,Spine,2,3,Image 1,1,1,100000002,610000003137,
111,,Spine,2,1,Image 1,1,1,100000000,610000003144,
99,,Spine,2,1,Image 1,1,1,100000000,610000003150,
82,,Spine,2,7,Image 1,3,1,100000000,610000003154,
223,,Spine,2,4,Image 1,3,1,100000000,610000003163,
214,,Spine,2,4,Image 1,3,1,100000000,610000003171,
176,,Spine,2,0,Image 1,1,1,100000001,610000003178,
64,,Spine,2,0,Image 1,1,1,100000001,610000003183,
548,,Spine,2,9,Image 1,3,1,100000000,610000003195,
423,,Spine,2,9,Image 1,3,1,100000000,610000003207,
453,,Spine,2,9,Image 1,3,1,100000000,610000003217,
367,,Spine,2,9,Image 1,3,1,100000000,610000003226,
310,,Spine,2,9,Image 1,3,1,100000000,610000003234,
114,,Spine,2,9,Image 1,3,1,100000000,610000003240,
86,,Spine,2,9,Image 1,3,1,100000000,610000003243,
88,,Spine,2,3,Image 1,2,1,100000001,610000003245,
117,,Spine,2,2,Image 1,1,1,100000000,610000003249,
396,,Spine,2,3,Image 1,2,1,100000000,610000003255,
391,,Spine,2,3,Image 1,2,1,100000000,610000003260,
65,,Spine,2,0,Image 1,1,1,100000000,610000003263,
128,,Spine,2,1,Image 1,1,1,100000002,610000003275,
128,,Spine,2,1,Image 1,1,1,100000002,610000003286,
254,,Spine,2,2,Image 1,2,1,100000001,610000003290,
141,,Spine,2,4,Image 1,1,1,100000001,610000003294,
238,,Spine,2,2,Image 1,2,1,100000002,610000003298,
369,,Spine,2,2,Image 1,2,1,100000001,610000003301,
646,,Spine,2,0,Image 1,1,1,100000001,610000003306,
57,,Spine,2,1,Image 1,1,1,100000002,610000003309,
150,,Spine,2,0,Image 1,1,1,100000002,610000003312,
93,,Spine,2,0,Image 1,1,1,100000001,610000003315,
95,,Spine,2,8,Image 1,5,1,100000000,610000003318,
417,,Spine,2,3,Image 1,2,1,100000001,610000003321,
177,,Spine,2,0,Image 1,1,1,100000001,610000003325,
268,,Spine,2,1,Image 1,1,1,100000002,610000003328,
30,,Spine,2,0,Image 1,1,1,100000001,610000003330,
1070,,Spine,2,0,Image 1,1,1,100000001,610000003334,
125,,Spine,2,2,Image 1,1,1,100000002,610000003338,
148,,Spine,2,2,Image 1,2,1,100000002,610000003343,
197,,Spine,2,3,Image 1,2,1,100000001,610000003346,
131,,Spine,2,4,Image 1,1,1,100000000,610000003352,
679,,Spine,2,0,Image 1,1,1,100000000,610000003354,
271,,Spine,2,4,Image 1,1,1,100000000,610000003360,
53,,Spine,2,9,Image 1,5,1,100000000,610000003383,
97,,Spine,2,9,Image 1,5,1,100000000,610000003384,
106,,Spine,2,9,Image 1,5,1,100000000,610000003385,
188,,Spine,2,10,Image 1,4,1,100000000,610000003386,
110,,Spine,2,8,Image 1,4,1,100000000,610000003387,
321,,Spine,2,8,Image 1,2,1,100000000,610000003388,
383,,Spine,2,8,Image 1,2,1,100000000,610000003389,
69,,Spine,2,8,Image 1,5,1,100000000,610000003390,
81,,Spine,2,7,Image 1,4,1,100000000,610000003391,
145,,Spine,2,8,Image 1,4,1,100000000,610000003392,
490,,Spine,2,7,Image 1,3,1,100000000,610000003393,
319,,Spine,2,7,Image 1,3,1,100000000,610000003394,
113,,Spine,2,4,Image 1,1,1,100000000,610000003395,
95,,Spine,2,4,Image 1,1,1,100000000,610000003396,
415,,Spine,2,0,Image 1,1,1,100000000,610000003397,
121,,Spine,2,4,Image 1,3,1,100000000,610000003399,
72,,Spine,2,2,Image 1,3,1,100000000,610000003400,
269,,Spine,2,0,Image 1,1,1,100000001,610000003401,
30,,Spine,2,4,Image 1,2,1,100000001,610000003402,
384,,Spine,2,3,Image 1,2,1,100000001,610000003403,
59,,Spine,2,5,Image 1,2,1,100000001,610000003404,
214,,Spine,2,5,Image 1,2,1,100000001,610000003405,
112,,Spine,2,5,Image 1,3,1,100000001,610000003406,
114,,Spine,2,3,Image 1,2,1,100000002,610000003407,
135,,Spine,2,2,Image 1,2,1,100000002,610000003408,
116,,Spine,2,2,Image 1,1,1,100000002,610000003410,
70,,Spine,2,2,Image 1,1,1,100000002,610000003411,
69,,Spine,2,0,Image 1,1,1,100000002,610000003412,
