
Segment Center Intensity Median Ch=3 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.125,,Segment,3,9,Image 1,3,1,100000000,510000000091,
36.125,,Segment,3,8,Image 1,3,1,100000000,510000000105,
77.625,,Segment,3,7,Image 1,3,1,100000000,510000000120,
42.0625,,Segment,3,6,Image 1,2,1,100000000,510000000124,
19.125,,Segment,3,5,Image 1,2,1,100000000,510000000152,
34.0312,,Segment,3,4,Image 1,2,1,100000000,510000000158,
55.0625,,Segment,3,3,Image 1,2,1,100000000,510000000182,
32.5156,,Segment,3,2,Image 1,2,1,100000000,510000000185,
33.5625,,Segment,3,1,Image 1,2,1,100000000,510000000226,
93.0625,,Segment,3,0,Image 1,1,1,100000000,510000000258,
0.125,,Segment,3,9,Image 1,4,1,100000000,510000000375,
0.125,,Segment,3,8,Image 1,5,1,100000000,510000000420,
24.625,,Segment,3,7,Image 1,4,1,100000000,510000000465,
87.625,,Segment,3,6,Image 1,3,1,100000000,510000000480,
0.03125,,Segment,3,5,Image 1,3,1,100000000,510000000537,
15.0625,,Segment,3,0,Image 1,1,1,100000001,510000000545,
19.125,,Segment,3,9,Image 1,5,1,100000000,510000000629,
0.125,,Segment,3,8,Image 1,4,1,100000000,510000000651,
16.125,,Segment,3,8,Image 1,4,1,100000000,510000000669,
73.125,,Segment,3,6,Image 1,5,1,100000000,510000000676,
0.125,,Segment,3,5,Image 1,4,1,100000000,510000000768,
32.0625,,Segment,3,4,Image 1,3,1,100000000,510000000770,
79.0625,,Segment,3,6,Image 1,4,1,100000000,510000000777,
0.125,,Segment,3,2,Image 1,3,1,100000002,510000000802,
0.125,,Segment,3,1,Image 1,2,1,100000002,510000000865,
99.0625,,Segment,3,0,Image 1,1,1,100000002,510000000877,
0.125,,Segment,3,2,Image 1,2,1,100000002,510000000952,
86.0625,,Segment,3,1,Image 1,1,1,100000002,510000000955,
14.125,,Segment,3,0,Image 1,1,1,100000002,510000001004,
33.125,,Segment,3,10,Image 1,5,1,100000000,510000001010,
105.125,,Segment,3,10,Image 1,4,1,100000000,510000001019,
0.0625,,Segment,3,5,Image 1,3,1,100000001,510000001050,
0.0625,,Segment,3,4,Image 1,2,1,100000001,510000001074,
63.0625,,Segment,3,3,Image 1,1,1,100000001,510000001085,
95.5312,,Segment,3,2,Image 1,1,1,100000001,510000001090,
