
Soma Intensity Mean Ch=4 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
74.16,,Soma,4,Image 1,1,100000000,800000000,
61.9597,,Soma,4,Image 1,1,100000001,800000001,
92.263,,Soma,4,Image 1,1,100000002,800000002,
