
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-135.249,°,Spine,6,3,1,100000000,610000002782,
168.283,°,Spine,9,4,1,100000000,610000002802,
166.995,°,Spine,1,2,1,100000002,610000002830,
-140.063,°,Spine,3,3,1,100000002,610000002839,
19.3133,°,Spine,3,2,1,100000000,610000002858,
59.4839,°,Spine,3,4,1,100000000,610000002866,
72.5842,°,Spine,3,4,1,100000000,610000002873,
68.9625,°,Spine,3,4,1,100000000,610000002879,
19.6854,°,Spine,4,4,1,100000000,610000002884,
-167.985,°,Spine,3,2,1,100000002,610000002888,
-63.1968,°,Spine,0,1,1,100000001,610000002910,
-59.9693,°,Spine,0,1,1,100000001,610000002931,
110.203,°,Spine,3,4,1,100000000,610000002937,
52.0931,°,Spine,0,1,1,100000001,610000002951,
-120.322,°,Spine,9,5,1,100000000,610000002966,
-128.02,°,Spine,9,5,1,100000000,610000002981,
-128.575,°,Spine,9,5,1,100000000,610000002995,
-61.4833,°,Spine,1,1,1,100000002,610000003003,
-38.8114,°,Spine,3,2,1,100000001,610000003016,
-34.8806,°,Spine,3,2,1,100000001,610000003028,
-153.309,°,Spine,5,3,1,100000000,610000003039,
-89.5706,°,Spine,2,1,1,100000000,610000003045,
-129.282,°,Spine,9,5,1,100000000,610000003053,
-173.282,°,Spine,8,3,1,100000000,610000003066,
-171.416,°,Spine,8,3,1,100000000,610000003079,
-172.974,°,Spine,8,3,1,100000000,610000003091,
-156.299,°,Spine,8,3,1,100000000,610000003103,
-165.229,°,Spine,8,3,1,100000000,610000003114,
51.6424,°,Spine,2,1,1,100000000,610000003121,
17.3993,°,Spine,1,2,1,100000002,610000003128,
44.8973,°,Spine,3,1,1,100000002,610000003137,
75.8615,°,Spine,1,1,1,100000000,610000003144,
72.0707,°,Spine,1,1,1,100000000,610000003150,
-24.4141,°,Spine,7,3,1,100000000,610000003154,
-91.097,°,Spine,4,3,1,100000000,610000003163,
-73.4236,°,Spine,4,3,1,100000000,610000003171,
50.2795,°,Spine,0,1,1,100000001,610000003178,
43.983,°,Spine,0,1,1,100000001,610000003183,
-149.651,°,Spine,9,3,1,100000000,610000003195,
-173.819,°,Spine,9,3,1,100000000,610000003207,
-161.653,°,Spine,9,3,1,100000000,610000003217,
-167.505,°,Spine,9,3,1,100000000,610000003226,
-164.421,°,Spine,9,3,1,100000000,610000003234,
-173.233,°,Spine,9,3,1,100000000,610000003240,
177.779,°,Spine,9,3,1,100000000,610000003243,
5.06754,°,Spine,3,2,1,100000001,610000003245,
65.8327,°,Spine,2,1,1,100000000,610000003249,
-39.4245,°,Spine,3,2,1,100000000,610000003255,
-72.431,°,Spine,3,2,1,100000000,610000003260,
178.897,°,Spine,0,1,1,100000000,610000003263,
-96.8289,°,Spine,1,1,1,100000002,610000003275,
-81.5475,°,Spine,1,1,1,100000002,610000003286,
107.238,°,Spine,2,2,1,100000001,610000003290,
171.965,°,Spine,4,1,1,100000001,610000003294,
8.06259,°,Spine,2,2,1,100000002,610000003298,
125.761,°,Spine,2,2,1,100000001,610000003301,
-88.7876,°,Spine,0,1,1,100000001,610000003306,
