
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.934921,µm,Spine,2,2,1,100000002,610000003343,
0.546749,µm,Spine,3,2,1,100000001,610000003346,
1.02766,µm,Spine,4,1,1,100000000,610000003352,
2.63003,µm,Spine,0,1,1,100000000,610000003354,
0.981075,µm,Spine,4,1,1,100000000,610000003360,
0.795898,µm,Spine,9,5,1,100000000,610000003383,
0.846815,µm,Spine,9,5,1,100000000,610000003384,
1.17196,µm,Spine,9,5,1,100000000,610000003385,
1.36199,µm,Spine,10,4,1,100000000,610000003386,
0.695771,µm,Spine,8,4,1,100000000,610000003387,
0.625,µm,Spine,8,2,1,100000000,610000003388,
1.23856,µm,Spine,8,2,1,100000000,610000003389,
0.944433,µm,Spine,8,5,1,100000000,610000003390,
0.686849,µm,Spine,7,4,1,100000000,610000003391,
1.21121,µm,Spine,8,4,1,100000000,610000003392,
1.49319,µm,Spine,7,3,1,100000000,610000003393,
1.55795,µm,Spine,7,3,1,100000000,610000003394,
1.16952,µm,Spine,4,1,1,100000000,610000003395,
0.831789,µm,Spine,4,1,1,100000000,610000003396,
1.77734,µm,Spine,0,1,1,100000000,610000003397,
0.813802,µm,Spine,4,3,1,100000000,610000003399,
0.907164,µm,Spine,2,3,1,100000000,610000003400,
1.46928,µm,Spine,0,1,1,100000001,610000003401,
0.488281,µm,Spine,4,2,1,100000001,610000003402,
0.705283,µm,Spine,3,2,1,100000001,610000003403,
0.416667,µm,Spine,5,2,1,100000001,610000003404,
1.25502,µm,Spine,5,2,1,100000001,610000003405,
1.10704,µm,Spine,5,3,1,100000001,610000003406,
0.884772,µm,Spine,3,2,1,100000002,610000003407,
1.13494,µm,Spine,2,2,1,100000002,610000003408,
1.19141,µm,Spine,2,1,1,100000002,610000003410,
0.996094,µm,Spine,2,1,1,100000002,610000003411,
0.88571,µm,Spine,0,1,1,100000002,610000003412,
0.97743,µm,Spine,3,3,1,100000002,610000003413,
0.59082,µm,Spine,3,3,1,100000002,610000003414,
0.416667,µm,Spine,1,1,1,100000002,610000003415,
0.593333,µm,Spine,1,1,1,100000002,610000003416,
0.416667,µm,Spine,1,1,1,100000002,610000003417,
1.16614,µm,Spine,3,1,1,100000002,610000003418,
0.491536,µm,Spine,1,1,1,100000002,610000003419,
0.914617,µm,Spine,0,1,1,100000002,610000003420,
