
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
760,,Segment,2,9,Image 1,3,1,100000000,510000000091,
251,,Segment,2,8,Image 1,3,1,100000000,510000000105,
474,,Segment,2,7,Image 1,3,1,100000000,510000000120,
402,,Segment,2,6,Image 1,2,1,100000000,510000000124,
539,,Segment,2,5,Image 1,2,1,100000000,510000000152,
121,,Segment,2,4,Image 1,2,1,100000000,510000000158,
575,,Segment,2,3,Image 1,2,1,100000000,510000000182,
134,,Segment,2,2,Image 1,2,1,100000000,510000000185,
710,,Segment,2,1,Image 1,2,1,100000000,510000000226,
1109,,Segment,2,0,Image 1,1,1,100000000,510000000258,
652,,Segment,2,9,Image 1,4,1,100000000,510000000375,
556,,Segment,2,8,Image 1,5,1,100000000,510000000420,
576,,Segment,2,7,Image 1,4,1,100000000,510000000465,
508,,Segment,2,6,Image 1,3,1,100000000,510000000480,
397,,Segment,2,5,Image 1,3,1,100000000,510000000537,
172,,Segment,2,0,Image 1,1,1,100000001,510000000545,
861,,Segment,2,9,Image 1,5,1,100000000,510000000629,
311,,Segment,2,8,Image 1,4,1,100000000,510000000651,
343,,Segment,2,8,Image 1,4,1,100000000,510000000669,
312,,Segment,2,6,Image 1,5,1,100000000,510000000676,
636,,Segment,2,5,Image 1,4,1,100000000,510000000768,
135,,Segment,2,4,Image 1,3,1,100000000,510000000770,
276,,Segment,2,6,Image 1,4,1,100000000,510000000777,
362,,Segment,2,2,Image 1,3,1,100000002,510000000802,
505,,Segment,2,1,Image 1,2,1,100000002,510000000865,
160,,Segment,2,0,Image 1,1,1,100000002,510000000877,
683,,Segment,2,2,Image 1,2,1,100000002,510000000952,
83,,Segment,2,1,Image 1,1,1,100000002,510000000955,
268,,Segment,2,0,Image 1,1,1,100000002,510000001004,
237,,Segment,2,10,Image 1,5,1,100000000,510000001010,
217,,Segment,2,10,Image 1,4,1,100000000,510000001019,
262,,Segment,2,5,Image 1,3,1,100000001,510000001050,
205,,Segment,2,4,Image 1,2,1,100000001,510000001074,
841,,Segment,2,3,Image 1,1,1,100000001,510000001085,
411,,Segment,2,2,Image 1,1,1,100000001,510000001090,
270,,Segment,2,1,Image 1,1,1,100000001,510000001093,
844,,Segment,2,0,Image 1,1,1,100000001,510000001110,
207,,Segment,2,8,Image 1,4,1,100000000,510000001134,
1664,,Segment,2,7,Image 1,3,1,100000000,510000001179,
250,,Segment,2,8,Image 1,3,1,100000000,510000001183,
814,,Segment,2,0,Image 1,1,1,100000002,510000001240,
166,,Segment,2,6,Image 1,4,1,100000000,510000001242,
536,,Segment,2,3,Image 1,3,1,100000002,510000001294,
229,,Segment,2,2,Image 1,2,1,100000002,510000001308,
18,,Segment,2,0,Image 1,1,1,100000002,510000001320,
1140,,Segment,2,5,Image 1,3,1,100000002,510000001342,
179,,Segment,2,4,Image 1,3,1,100000002,510000001344,
681,,Segment,2,3,Image 1,2,1,100000002,510000001411,
199,,Segment,2,2,Image 1,1,1,100000002,510000001413,
474,,Segment,2,1,Image 1,1,1,100000002,510000001429,
1345,,Segment,2,0,Image 1,1,1,100000002,510000001465,
245,,Segment,2,5,Image 1,4,1,100000002,510000001479,
306,,Segment,2,4,Image 1,2,1,100000002,510000001481,
1187,,Segment,2,3,Image 1,2,1,100000001,510000001542,
277,,Segment,2,4,Image 1,4,1,100000000,510000001561,
180,,Segment,2,3,Image 1,3,1,100000000,510000001568,
370,,Segment,2,2,Image 1,2,1,100000000,510000001576,
922,,Segment,2,1,Image 1,1,1,100000000,510000001626,
781,,Segment,2,3,Image 1,4,1,100000000,510000001682,
129,,Segment,2,2,Image 1,3,1,100000000,510000001699,
899,,Segment,2,8,Image 1,2,1,100000000,510000001725,
366,,Segment,2,7,Image 1,2,1,100000000,510000001729,
548,,Segment,2,0,Image 1,1,1,100000001,510000001760,
302,,Segment,2,5,Image 1,2,1,100000001,510000001791,
169,,Segment,2,3,Image 1,2,1,100000002,510000001795,
118,,Segment,2,2,Image 1,2,1,100000002,510000001797,
272,,Segment,2,8,Image 1,3,1,100000000,510000001805,
