
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,9,3,1,100000000,510000000091,
0,s,Segment,8,3,1,100000000,510000000105,
0,s,Segment,7,3,1,100000000,510000000120,
0,s,Segment,6,2,1,100000000,510000000124,
0,s,Segment,5,2,1,100000000,510000000152,
0,s,Segment,4,2,1,100000000,510000000158,
0,s,Segment,3,2,1,100000000,510000000182,
0,s,Segment,2,2,1,100000000,510000000185,
0,s,Segment,1,2,1,100000000,510000000226,
0,s,Segment,0,1,1,100000000,510000000258,
0,s,Segment,9,4,1,100000000,510000000375,
0,s,Segment,8,5,1,100000000,510000000420,
0,s,Segment,7,4,1,100000000,510000000465,
0,s,Segment,6,3,1,100000000,510000000480,
0,s,Segment,5,3,1,100000000,510000000537,
0,s,Segment,0,1,1,100000001,510000000545,
0,s,Segment,9,5,1,100000000,510000000629,
0,s,Segment,8,4,1,100000000,510000000651,
0,s,Segment,8,4,1,100000000,510000000669,
0,s,Segment,6,5,1,100000000,510000000676,
0,s,Segment,5,4,1,100000000,510000000768,
0,s,Segment,4,3,1,100000000,510000000770,
0,s,Segment,6,4,1,100000000,510000000777,
0,s,Segment,2,3,1,100000002,510000000802,
0,s,Segment,1,2,1,100000002,510000000865,
0,s,Segment,0,1,1,100000002,510000000877,
0,s,Segment,2,2,1,100000002,510000000952,
0,s,Segment,1,1,1,100000002,510000000955,
0,s,Segment,0,1,1,100000002,510000001004,
0,s,Segment,10,5,1,100000000,510000001010,
0,s,Segment,10,4,1,100000000,510000001019,
0,s,Segment,5,3,1,100000001,510000001050,
0,s,Segment,4,2,1,100000001,510000001074,
0,s,Segment,3,1,1,100000001,510000001085,
0,s,Segment,2,1,1,100000001,510000001090,
0,s,Segment,1,1,1,100000001,510000001093,
0,s,Segment,0,1,1,100000001,510000001110,
0,s,Segment,8,4,1,100000000,510000001134,
0,s,Segment,7,3,1,100000000,510000001179,
0,s,Segment,8,3,1,100000000,510000001183,
0,s,Segment,0,1,1,100000002,510000001240,
0,s,Segment,6,4,1,100000000,510000001242,
0,s,Segment,3,3,1,100000002,510000001294,
0,s,Segment,2,2,1,100000002,510000001308,
0,s,Segment,0,1,1,100000002,510000001320,
0,s,Segment,5,3,1,100000002,510000001342,
0,s,Segment,4,3,1,100000002,510000001344,
0,s,Segment,3,2,1,100000002,510000001411,
0,s,Segment,2,1,1,100000002,510000001413,
0,s,Segment,1,1,1,100000002,510000001429,
0,s,Segment,0,1,1,100000002,510000001465,
0,s,Segment,5,4,1,100000002,510000001479,
0,s,Segment,4,2,1,100000002,510000001481,
0,s,Segment,3,2,1,100000001,510000001542,
0,s,Segment,4,4,1,100000000,510000001561,
0,s,Segment,3,3,1,100000000,510000001568,
0,s,Segment,2,2,1,100000000,510000001576,
0,s,Segment,1,1,1,100000000,510000001626,
0,s,Segment,3,4,1,100000000,510000001682,
0,s,Segment,2,3,1,100000000,510000001699,
0,s,Segment,8,2,1,100000000,510000001725,
0,s,Segment,7,2,1,100000000,510000001729,
0,s,Segment,0,1,1,100000001,510000001760,
0,s,Segment,5,2,1,100000001,510000001791,
0,s,Segment,3,2,1,100000002,510000001795,
0,s,Segment,2,2,1,100000002,510000001797,
0,s,Segment,8,3,1,100000000,510000001805,
0,s,Segment,3,2,1,100000000,510000001851,
0,s,Segment,0,1,1,100000000,510000001884,
0,s,Segment,5,2,1,100000001,510000001915,
0,s,Segment,4,1,1,100000001,510000001917,
0,s,Segment,2,1,1,100000002,510000001928,
0,s,Segment,5,2,1,100000001,510000001961,
0,s,Segment,4,2,1,100000001,510000001963,
0,s,Segment,3,2,1,100000001,510000001970,
0,s,Segment,2,2,1,100000001,510000001982,
0,s,Segment,1,2,1,100000001,510000001984,
0,s,Segment,0,1,1,100000001,510000002000,
0,s,Segment,2,2,1,100000000,510000002007,
0,s,Segment,1,1,1,100000000,510000002016,
0,s,Segment,0,1,1,100000000,510000002040,
0,s,Segment,2,3,1,100000000,510000002063,
0,s,Segment,6,3,1,100000000,510000002070,
0,s,Segment,1,2,1,100000002,510000002078,
0,s,Segment,5,3,1,100000000,510000002099,
0,s,Segment,4,2,1,100000000,510000002109,
0,s,Segment,3,1,1,100000000,510000002111,
0,s,Segment,2,1,1,100000000,510000002118,
0,s,Segment,1,1,1,100000000,510000002122,
0,s,Segment,1,2,1,100000000,510000002128,
0,s,Segment,1,2,1,100000002,510000002155,
0,s,Segment,0,1,1,100000002,510000002162,
0,s,Segment,1,2,1,100000002,510000002201,
0,s,Segment,1,1,1,100000002,510000002237,
0,s,Segment,2,1,1,100000000,510000002240,
0,s,Segment,5,3,1,100000000,510000002247,
0,s,Segment,3,2,1,100000000,510000002264,
0,s,Segment,2,2,1,100000001,510000002286,
0,s,Segment,4,3,1,100000000,510000002300,
0,s,Segment,0,1,1,100000000,510000002320,
0,s,Segment,4,1,1,100000000,510000002344,
0,s,Segment,3,3,1,100000000,510000002356,
0,s,Segment,2,2,1,100000000,510000002363,
0,s,Segment,5,2,1,100000000,510000002367,
0,s,Segment,3,1,1,100000002,510000002376,
0,s,Segment,2,1,1,100000000,510000002387,
0,s,Segment,5,3,1,100000001,510000002402,
0,s,Segment,3,3,1,100000000,510000002407,
0,s,Segment,5,3,1,100000000,510000002425,
0,s,Segment,4,2,1,100000000,510000002430,
0,s,Segment,3,2,1,100000000,510000002432,
0,s,Segment,5,4,1,100000000,510000002446,
0,s,Segment,4,3,1,100000000,510000002450,
0,s,Segment,5,3,1,100000000,510000002457,
0,s,Segment,5,2,1,100000000,510000002459,
0,s,Segment,2,2,1,100000002,510000002467,
0,s,Segment,0,1,1,100000001,510000002480,
0,s,Segment,5,4,1,100000001,510000002483,
0,s,Segment,4,3,1,100000001,510000002488,
0,s,Segment,5,3,1,100000001,510000002490,
0,s,Segment,3,3,1,100000001,510000002496,
0,s,Segment,3,2,1,100000002,510000002502,
0,s,Segment,0,1,1,100000001,510000002507,
0,s,Segment,5,1,1,100000001,510000002516,
0,s,Segment,0,1,1,100000001,510000002524,
0,s,Segment,2,3,1,100000001,510000002532,
0,s,Segment,1,1,1,100000002,510000002536,
0,s,Segment,0,1,1,100000000,510000002540,
0,s,Segment,2,2,1,100000000,510000002542,
0,s,Segment,0,1,1,100000000,510000002547,
0,s,Segment,1,1,1,100000002,510000002549,
0,s,Segment,2,3,1,100000002,510000002551,
0,s,Segment,0,1,1,100000002,510000002566,
0,s,Segment,0,1,1,100000002,510000002573,
0,s,Segment,9,4,1,100000000,510000002575,
0,s,Segment,3,3,1,100000000,510000002576,
0,s,Segment,0,1,1,100000000,510000002577,
0,s,Segment,1,2,1,100000000,510000002578,
0,s,Segment,0,1,1,100000000,510000002579,
0,s,Segment,3,3,1,100000002,510000002583,
0,s,Segment,1,2,1,100000002,510000002584,
