
Segment Center Intensity Max Ch=4 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
172,,Segment,4,9,Image 1,3,1,100000000,510000000091,
126,,Segment,4,8,Image 1,3,1,100000000,510000000105,
142,,Segment,4,7,Image 1,3,1,100000000,510000000120,
125,,Segment,4,6,Image 1,2,1,100000000,510000000124,
125,,Segment,4,5,Image 1,2,1,100000000,510000000152,
81,,Segment,4,4,Image 1,2,1,100000000,510000000158,
91,,Segment,4,3,Image 1,2,1,100000000,510000000182,
42,,Segment,4,2,Image 1,2,1,100000000,510000000185,
94,,Segment,4,1,Image 1,2,1,100000000,510000000226,
145,,Segment,4,0,Image 1,1,1,100000000,510000000258,
126,,Segment,4,9,Image 1,4,1,100000000,510000000375,
163,,Segment,4,8,Image 1,5,1,100000000,510000000420,
143,,Segment,4,7,Image 1,4,1,100000000,510000000465,
143,,Segment,4,6,Image 1,3,1,100000000,510000000480,
62,,Segment,4,5,Image 1,3,1,100000000,510000000537,
106,,Segment,4,0,Image 1,1,1,100000001,510000000545,
180,,Segment,4,9,Image 1,5,1,100000000,510000000629,
129,,Segment,4,8,Image 1,4,1,100000000,510000000651,
162,,Segment,4,8,Image 1,4,1,100000000,510000000669,
162,,Segment,4,6,Image 1,5,1,100000000,510000000676,
162,,Segment,4,5,Image 1,4,1,100000000,510000000768,
81,,Segment,4,4,Image 1,3,1,100000000,510000000770,
162,,Segment,4,6,Image 1,4,1,100000000,510000000777,
143,,Segment,4,2,Image 1,3,1,100000002,510000000802,
185,,Segment,4,1,Image 1,2,1,100000002,510000000865,
117,,Segment,4,0,Image 1,1,1,100000002,510000000877,
142,,Segment,4,2,Image 1,2,1,100000002,510000000952,
146,,Segment,4,1,Image 1,1,1,100000002,510000000955,
174,,Segment,4,0,Image 1,1,1,100000002,510000001004,
158,,Segment,4,10,Image 1,5,1,100000000,510000001010,
160,,Segment,4,10,Image 1,4,1,100000000,510000001019,
