
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.645142,,Segment,9,3,1,100000000,510000000091,
0.89671,,Segment,8,3,1,100000000,510000000105,
0.962968,,Segment,7,3,1,100000000,510000000120,
0.985381,,Segment,6,2,1,100000000,510000000124,
0.767482,,Segment,5,2,1,100000000,510000000152,
0.972966,,Segment,4,2,1,100000000,510000000158,
0.937603,,Segment,3,2,1,100000000,510000000182,
0.997827,,Segment,2,2,1,100000000,510000000185,
0.956264,,Segment,1,2,1,100000000,510000000226,
0.952219,,Segment,0,1,1,100000000,510000000258,
0.693746,,Segment,9,4,1,100000000,510000000375,
0.610184,,Segment,8,5,1,100000000,510000000420,
0.877382,,Segment,7,4,1,100000000,510000000465,
0.930287,,Segment,6,3,1,100000000,510000000480,
0.814919,,Segment,5,3,1,100000000,510000000537,
0.994975,,Segment,0,1,1,100000001,510000000545,
0.686385,,Segment,9,5,1,100000000,510000000629,
0.973201,,Segment,8,4,1,100000000,510000000651,
0.873404,,Segment,8,4,1,100000000,510000000669,
0.986117,,Segment,6,5,1,100000000,510000000676,
0.804614,,Segment,5,4,1,100000000,510000000768,
0.988958,,Segment,4,3,1,100000000,510000000770,
0.91683,,Segment,6,4,1,100000000,510000000777,
0.991483,,Segment,2,3,1,100000002,510000000802,
0.827375,,Segment,1,2,1,100000002,510000000865,
0.993532,,Segment,0,1,1,100000002,510000000877,
0.816417,,Segment,2,2,1,100000002,510000000952,
0.965354,,Segment,1,1,1,100000002,510000000955,
0.86704,,Segment,0,1,1,100000002,510000001004,
0.977522,,Segment,10,5,1,100000000,510000001010,
0.61287,,Segment,10,4,1,100000000,510000001019,
0.88004,,Segment,5,3,1,100000001,510000001050,
0.969424,,Segment,4,2,1,100000001,510000001074,
0.954152,,Segment,3,1,1,100000001,510000001085,
0.997959,,Segment,2,1,1,100000001,510000001090,
0.996039,,Segment,1,1,1,100000001,510000001093,
0.937784,,Segment,0,1,1,100000001,510000001110,
0.991248,,Segment,8,4,1,100000000,510000001134,
0.653563,,Segment,7,3,1,100000000,510000001179,
0.988408,,Segment,8,3,1,100000000,510000001183,
0.890263,,Segment,0,1,1,100000002,510000001240,
0.988641,,Segment,6,4,1,100000000,510000001242,
0.761442,,Segment,3,3,1,100000002,510000001294,
0.934475,,Segment,2,2,1,100000002,510000001308,
0.998088,,Segment,0,1,1,100000002,510000001320,
0.888412,,Segment,5,3,1,100000002,510000001342,
0.997248,,Segment,4,3,1,100000002,510000001344,
0.947647,,Segment,3,2,1,100000002,510000001411,
0.996437,,Segment,2,1,1,100000002,510000001413,
0.953071,,Segment,1,1,1,100000002,510000001429,
0.933863,,Segment,0,1,1,100000002,510000001465,
0.991153,,Segment,5,4,1,100000002,510000001479,
0.977879,,Segment,4,2,1,100000002,510000001481,
0.293079,,Segment,3,2,1,100000001,510000001542,
0.987615,,Segment,4,4,1,100000000,510000001561,
0.985663,,Segment,3,3,1,100000000,510000001568,
0.968826,,Segment,2,2,1,100000000,510000001576,
0.798666,,Segment,1,1,1,100000000,510000001626,
0.8133,,Segment,3,4,1,100000000,510000001682,
0.963183,,Segment,2,3,1,100000000,510000001699,
0.794361,,Segment,8,2,1,100000000,510000001725,
0.993576,,Segment,7,2,1,100000000,510000001729,
0.88671,,Segment,0,1,1,100000001,510000001760,
0.925783,,Segment,5,2,1,100000001,510000001791,
0.974417,,Segment,3,2,1,100000002,510000001795,
0.981707,,Segment,2,2,1,100000002,510000001797,
0.953352,,Segment,8,3,1,100000000,510000001805,
0.911108,,Segment,3,2,1,100000000,510000001851,
0.912414,,Segment,0,1,1,100000000,510000001884,
0.955057,,Segment,5,2,1,100000001,510000001915,
0.95878,,Segment,4,1,1,100000001,510000001917,
