
Spine Terminal Pt Intensity Center Ch=2 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
7,,Spine,2,6,Image 1,1,100000000,610000002782,
0,,Spine,2,9,Image 1,1,100000000,610000002802,
0,,Spine,2,1,Image 1,1,100000002,610000002830,
0,,Spine,2,3,Image 1,1,100000002,610000002839,
0,,Spine,2,3,Image 1,1,100000000,610000002858,
1,,Spine,2,3,Image 1,1,100000000,610000002866,
0,,Spine,2,3,Image 1,1,100000000,610000002873,
2,,Spine,2,3,Image 1,1,100000000,610000002879,
0,,Spine,2,4,Image 1,1,100000000,610000002884,
0,,Spine,2,3,Image 1,1,100000002,610000002888,
2,,Spine,2,0,Image 1,1,,610000002890,
2,,Spine,2,0,Image 1,1,,610000002912,
215,,Spine,2,3,Image 1,1,100000000,610000002937,
0,,Spine,2,0,Image 1,1,,610000002939,
1,,Spine,2,9,Image 1,1,100000000,610000002966,
0,,Spine,2,9,Image 1,1,100000000,610000002981,
0,,Spine,2,9,Image 1,1,100000000,610000002995,
0,,Spine,2,1,Image 1,1,100000002,610000003003,
1,,Spine,2,3,Image 1,1,100000001,610000003016,
1,,Spine,2,3,Image 1,1,100000001,610000003028,
0,,Spine,2,5,Image 1,1,100000000,610000003039,
0,,Spine,2,2,Image 1,1,100000000,610000003045,
0,,Spine,2,9,Image 1,1,100000000,610000003053,
1,,Spine,2,8,Image 1,1,100000000,610000003066,
1,,Spine,2,8,Image 1,1,100000000,610000003079,
0,,Spine,2,8,Image 1,1,100000000,610000003091,
1,,Spine,2,8,Image 1,1,100000000,610000003103,
0,,Spine,2,8,Image 1,1,100000000,610000003114,
0,,Spine,2,2,Image 1,1,100000000,610000003121,
2,,Spine,2,1,Image 1,1,100000002,610000003128,
8,,Spine,2,3,Image 1,1,100000002,610000003137,
2,,Spine,2,1,Image 1,1,100000000,610000003144,
0,,Spine,2,1,Image 1,1,100000000,610000003150,
1,,Spine,2,7,Image 1,1,100000000,610000003154,
2,,Spine,2,4,Image 1,1,100000000,610000003163,
0,,Spine,2,4,Image 1,1,100000000,610000003171,
0,,Spine,2,0,Image 1,1,,610000003173,
0,,Spine,2,0,Image 1,1,,610000003180,
0,,Spine,2,9,Image 1,1,100000000,610000003195,
0,,Spine,2,9,Image 1,1,100000000,610000003207,
0,,Spine,2,9,Image 1,1,100000000,610000003217,
0,,Spine,2,9,Image 1,1,100000000,610000003226,
1,,Spine,2,9,Image 1,1,100000000,610000003234,
0,,Spine,2,9,Image 1,1,100000000,610000003240,
2,,Spine,2,9,Image 1,1,100000000,610000003243,
0,,Spine,2,3,Image 1,1,100000001,610000003245,
0,,Spine,2,2,Image 1,1,100000000,610000003249,
0,,Spine,2,3,Image 1,1,100000000,610000003255,
1,,Spine,2,3,Image 1,1,100000000,610000003260,
1,,Spine,2,0,Image 1,1,100000000,610000003263,
1,,Spine,2,1,Image 1,1,,610000003265,
1,,Spine,2,1,Image 1,1,,610000003277,
0,,Spine,2,2,Image 1,1,100000001,610000003290,
0,,Spine,2,4,Image 1,1,100000001,610000003294,
1,,Spine,2,2,Image 1,1,100000002,610000003298,
2,,Spine,2,2,Image 1,1,100000001,610000003301,
6,,Spine,2,0,Image 1,1,,610000003303,
1,,Spine,2,1,Image 1,1,100000002,610000003309,
0,,Spine,2,0,Image 1,1,100000002,610000003312,
1,,Spine,2,0,Image 1,1,100000001,610000003315,
0,,Spine,2,8,Image 1,1,100000000,610000003318,
0,,Spine,2,3,Image 1,1,100000001,610000003321,
0,,Spine,2,0,Image 1,1,,610000003324,
8,,Spine,2,1,Image 1,1,,610000003327,
0,,Spine,2,2,Image 1,1,100000002,610000003338,
1,,Spine,2,2,Image 1,1,100000002,610000003343,
0,,Spine,2,3,Image 1,1,100000001,610000003346,
1,,Spine,2,4,Image 1,1,100000000,610000003352,
2,,Spine,2,4,Image 1,1,100000000,610000003360,
2,,Spine,2,3,Image 1,1,,610000003422,
3,,Spine,2,0,Image 1,1,,610000003422,
0,,Spine,2,5,Image 1,1,,610000003423,
1,,Spine,2,4,Image 1,1,,610000003423,
1,,Spine,2,2,Image 1,1,,610000003423,
0,,Spine,2,5,Image 1,1,,610000003424,
0,,Spine,2,4,Image 1,1,,610000003424,
0,,Spine,2,0,Image 1,1,,610000003424,
0,,Spine,2,5,Image 1,1,,610000003425,
1,,Spine,2,8,Image 1,1,,610000003425,
0,,Spine,2,2,Image 1,1,,610000003425,
0,,Spine,2,7,Image 1,1,,610000003426,
1,,Spine,2,3,Image 1,1,,610000003426,
1,,Spine,2,2,Image 1,1,,610000003426,
