
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1751,,Segment,1,9,Image 1,3,1,100000000,510000000091,
828,,Segment,1,8,Image 1,3,1,100000000,510000000105,
1024,,Segment,1,7,Image 1,3,1,100000000,510000000120,
370,,Segment,1,6,Image 1,2,1,100000000,510000000124,
1426,,Segment,1,5,Image 1,2,1,100000000,510000000152,
310,,Segment,1,4,Image 1,2,1,100000000,510000000158,
1380,,Segment,1,3,Image 1,2,1,100000000,510000000182,
130,,Segment,1,2,Image 1,2,1,100000000,510000000185,
1654,,Segment,1,1,Image 1,2,1,100000000,510000000226,
2936,,Segment,1,0,Image 1,1,1,100000000,510000000258,
1882,,Segment,1,9,Image 1,4,1,100000000,510000000375,
1668,,Segment,1,8,Image 1,5,1,100000000,510000000420,
2095,,Segment,1,7,Image 1,4,1,100000000,510000000465,
1492,,Segment,1,6,Image 1,3,1,100000000,510000000480,
1118,,Segment,1,5,Image 1,3,1,100000000,510000000537,
381,,Segment,1,0,Image 1,1,1,100000001,510000000545,
3072,,Segment,1,9,Image 1,5,1,100000000,510000000629,
520,,Segment,1,8,Image 1,4,1,100000000,510000000651,
948,,Segment,1,8,Image 1,4,1,100000000,510000000669,
619,,Segment,1,6,Image 1,5,1,100000000,510000000676,
2178,,Segment,1,5,Image 1,4,1,100000000,510000000768,
126,,Segment,1,4,Image 1,3,1,100000000,510000000770,
698,,Segment,1,6,Image 1,4,1,100000000,510000000777,
693,,Segment,1,2,Image 1,3,1,100000002,510000000802,
2612,,Segment,1,1,Image 1,2,1,100000002,510000000865,
617,,Segment,1,0,Image 1,1,1,100000002,510000000877,
2276,,Segment,1,2,Image 1,2,1,100000002,510000000952,
396,,Segment,1,1,Image 1,1,1,100000002,510000000955,
1766,,Segment,1,0,Image 1,1,1,100000002,510000001004,
447,,Segment,1,10,Image 1,5,1,100000000,510000001010,
859,,Segment,1,10,Image 1,4,1,100000000,510000001019,
894,,Segment,1,5,Image 1,3,1,100000001,510000001050,
453,,Segment,1,4,Image 1,2,1,100000001,510000001074,
844,,Segment,1,3,Image 1,1,1,100000001,510000001085,
582,,Segment,1,2,Image 1,1,1,100000001,510000001090,
269,,Segment,1,1,Image 1,1,1,100000001,510000001093,
1223,,Segment,1,0,Image 1,1,1,100000001,510000001110,
292,,Segment,1,8,Image 1,4,1,100000000,510000001134,
3578,,Segment,1,7,Image 1,3,1,100000000,510000001179,
324,,Segment,1,8,Image 1,3,1,100000000,510000001183,
2866,,Segment,1,0,Image 1,1,1,100000002,510000001240,
165,,Segment,1,6,Image 1,4,1,100000000,510000001242,
1875,,Segment,1,3,Image 1,3,1,100000002,510000001294,
908,,Segment,1,2,Image 1,2,1,100000002,510000001308,
333,,Segment,1,0,Image 1,1,1,100000002,510000001320,
1699,,Segment,1,5,Image 1,3,1,100000002,510000001342,
300,,Segment,1,4,Image 1,3,1,100000002,510000001344,
1426,,Segment,1,3,Image 1,2,1,100000002,510000001411,
219,,Segment,1,2,Image 1,1,1,100000002,510000001413,
795,,Segment,1,1,Image 1,1,1,100000002,510000001429,
2587,,Segment,1,0,Image 1,1,1,100000002,510000001465,
338,,Segment,1,5,Image 1,4,1,100000002,510000001479,
205,,Segment,1,4,Image 1,2,1,100000002,510000001481,
1713,,Segment,1,3,Image 1,2,1,100000001,510000001542,
416,,Segment,1,4,Image 1,4,1,100000000,510000001561,
380,,Segment,1,3,Image 1,3,1,100000000,510000001568,
1156,,Segment,1,2,Image 1,2,1,100000000,510000001576,
3150,,Segment,1,1,Image 1,1,1,100000000,510000001626,
1475,,Segment,1,3,Image 1,4,1,100000000,510000001682,
982,,Segment,1,2,Image 1,3,1,100000000,510000001699,
1996,,Segment,1,8,Image 1,2,1,100000000,510000001725,
391,,Segment,1,7,Image 1,2,1,100000000,510000001729,
960,,Segment,1,0,Image 1,1,1,100000001,510000001760,
609,,Segment,1,5,Image 1,2,1,100000001,510000001791,
370,,Segment,1,3,Image 1,2,1,100000002,510000001795,
126,,Segment,1,2,Image 1,2,1,100000002,510000001797,
254,,Segment,1,8,Image 1,3,1,100000000,510000001805,
2448,,Segment,1,3,Image 1,2,1,100000000,510000001851,
1214,,Segment,1,0,Image 1,1,1,100000000,510000001884,
722,,Segment,1,5,Image 1,2,1,100000001,510000001915,
251,,Segment,1,4,Image 1,1,1,100000001,510000001917,
454,,Segment,1,2,Image 1,1,1,100000002,510000001928,
1712,,Segment,1,5,Image 1,2,1,100000001,510000001961,
359,,Segment,1,4,Image 1,2,1,100000001,510000001963,
777,,Segment,1,3,Image 1,2,1,100000001,510000001970,
625,,Segment,1,2,Image 1,2,1,100000001,510000001982,
109,,Segment,1,1,Image 1,2,1,100000001,510000001984,
621,,Segment,1,0,Image 1,1,1,100000001,510000002000,
585,,Segment,1,2,Image 1,2,1,100000000,510000002007,
852,,Segment,1,1,Image 1,1,1,100000000,510000002016,
515,,Segment,1,0,Image 1,1,1,100000000,510000002040,
741,,Segment,1,2,Image 1,3,1,100000000,510000002063,
488,,Segment,1,6,Image 1,3,1,100000000,510000002070,
431,,Segment,1,1,Image 1,2,1,100000002,510000002078,
550,,Segment,1,5,Image 1,3,1,100000000,510000002099,
193,,Segment,1,4,Image 1,2,1,100000000,510000002109,
197,,Segment,1,3,Image 1,1,1,100000000,510000002111,
494,,Segment,1,2,Image 1,1,1,100000000,510000002118,
366,,Segment,1,1,Image 1,1,1,100000000,510000002122,
373,,Segment,1,1,Image 1,2,1,100000000,510000002128,
465,,Segment,1,1,Image 1,2,1,100000002,510000002155,
236,,Segment,1,0,Image 1,1,1,100000002,510000002162,
1197,,Segment,1,1,Image 1,2,1,100000002,510000002201,
976,,Segment,1,1,Image 1,1,1,100000002,510000002237,
518,,Segment,1,2,Image 1,1,1,100000000,510000002240,
198,,Segment,1,5,Image 1,3,1,100000000,510000002247,
394,,Segment,1,3,Image 1,2,1,100000000,510000002264,
1260,,Segment,1,2,Image 1,2,1,100000001,510000002286,
810,,Segment,1,4,Image 1,3,1,100000000,510000002300,
458,,Segment,1,0,Image 1,1,1,100000000,510000002320,
878,,Segment,1,4,Image 1,1,1,100000000,510000002344,
861,,Segment,1,3,Image 1,3,1,100000000,510000002356,
294,,Segment,1,2,Image 1,2,1,100000000,510000002363,
244,,Segment,1,5,Image 1,2,1,100000000,510000002367,
408,,Segment,1,3,Image 1,1,1,100000002,510000002376,
1051,,Segment,1,2,Image 1,1,1,100000000,510000002387,
865,,Segment,1,5,Image 1,3,1,100000001,510000002402,
736,,Segment,1,3,Image 1,3,1,100000000,510000002407,
1002,,Segment,1,5,Image 1,3,1,100000000,510000002425,
618,,Segment,1,4,Image 1,2,1,100000000,510000002430,
366,,Segment,1,3,Image 1,2,1,100000000,510000002432,
1317,,Segment,1,5,Image 1,4,1,100000000,510000002446,
412,,Segment,1,4,Image 1,3,1,100000000,510000002450,
794,,Segment,1,5,Image 1,3,1,100000000,510000002457,
383,,Segment,1,5,Image 1,2,1,100000000,510000002459,
498,,Segment,1,2,Image 1,2,1,100000002,510000002467,
164,,Segment,1,0,Image 1,1,1,100000001,510000002480,
212,,Segment,1,5,Image 1,4,1,100000001,510000002483,
521,,Segment,1,4,Image 1,3,1,100000001,510000002488,
181,,Segment,1,5,Image 1,3,1,100000001,510000002490,
569,,Segment,1,3,Image 1,3,1,100000001,510000002496,
415,,Segment,1,3,Image 1,2,1,100000002,510000002502,
228,,Segment,1,0,Image 1,1,1,100000001,510000002507,
607,,Segment,1,5,Image 1,1,1,100000001,510000002516,
672,,Segment,1,0,Image 1,1,1,100000001,510000002524,
401,,Segment,1,2,Image 1,3,1,100000001,510000002532,
123,,Segment,1,1,Image 1,1,1,100000002,510000002536,
201,,Segment,1,0,Image 1,1,1,100000000,510000002540,
296,,Segment,1,2,Image 1,2,1,100000000,510000002542,
500,,Segment,1,0,Image 1,1,1,100000000,510000002547,
166,,Segment,1,1,Image 1,1,1,100000002,510000002549,
221,,Segment,1,2,Image 1,3,1,100000002,510000002551,
442,,Segment,1,0,Image 1,1,1,100000002,510000002566,
367,,Segment,1,0,Image 1,1,1,100000002,510000002573,
158,,Segment,1,9,Image 1,4,1,100000000,510000002575,
103,,Segment,1,3,Image 1,3,1,100000000,510000002576,
118,,Segment,1,0,Image 1,1,1,100000000,510000002577,
210,,Segment,1,1,Image 1,2,1,100000000,510000002578,
120,,Segment,1,0,Image 1,1,1,100000000,510000002579,
41,,Segment,1,3,Image 1,3,1,100000002,510000002583,
230,,Segment,1,1,Image 1,2,1,100000002,510000002584,
