
Spine Intensity Median Ch=4 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
23.0625,,Spine,4,6,Image 1,3,1,100000000,610000002782,
0.0625,,Spine,4,9,Image 1,4,1,100000000,610000002802,
59.625,,Spine,4,1,Image 1,2,1,100000002,610000002830,
33.125,,Spine,4,3,Image 1,3,1,100000002,610000002839,
53.125,,Spine,4,3,Image 1,2,1,100000000,610000002858,
60.125,,Spine,4,3,Image 1,4,1,100000000,610000002866,
61.125,,Spine,4,3,Image 1,4,1,100000000,610000002873,
57.625,,Spine,4,3,Image 1,4,1,100000000,610000002879,
26.0625,,Spine,4,4,Image 1,4,1,100000000,610000002884,
0.0625,,Spine,4,3,Image 1,2,1,100000002,610000002888,
73.125,,Spine,4,0,Image 1,1,1,100000001,610000002910,
73.125,,Spine,4,0,Image 1,1,1,100000001,610000002931,
49.125,,Spine,4,3,Image 1,4,1,100000000,610000002937,
57.625,,Spine,4,0,Image 1,1,1,100000001,610000002951,
81.125,,Spine,4,9,Image 1,5,1,100000000,610000002966,
81.125,,Spine,4,9,Image 1,5,1,100000000,610000002981,
87.125,,Spine,4,9,Image 1,5,1,100000000,610000002995,
0.0625,,Spine,4,1,Image 1,1,1,100000002,610000003003,
36.125,,Spine,4,3,Image 1,2,1,100000001,610000003016,
31.125,,Spine,4,3,Image 1,2,1,100000001,610000003028,
37.125,,Spine,4,5,Image 1,3,1,100000000,610000003039,
35.125,,Spine,4,2,Image 1,1,1,100000000,610000003045,
106.125,,Spine,4,9,Image 1,5,1,100000000,610000003053,
52.125,,Spine,4,8,Image 1,3,1,100000000,610000003066,
54.125,,Spine,4,8,Image 1,3,1,100000000,610000003079,
62.625,,Spine,4,8,Image 1,3,1,100000000,610000003091,
54.125,,Spine,4,8,Image 1,3,1,100000000,610000003103,
45.125,,Spine,4,8,Image 1,3,1,100000000,610000003114,
27.125,,Spine,4,2,Image 1,1,1,100000000,610000003121,
