
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
24792.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000000,610000002782,
24785.1,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000000,610000002802,
24832,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000002830,
24834.4,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000002839,
24772.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000002858,
24784.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,100000000,610000002866,
24785.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,100000000,610000002873,
24784.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,100000000,610000002879,
24781.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,100000000,610000002884,
24824.4,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000002,610000002888,
24844.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002890,
24844.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002912,
24786.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,100000000,610000002937,
24841.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000002939,
24782.5,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,100000000,610000002966,
24783.3,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,100000000,610000002981,
24783.4,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,100000000,610000002995,
24823.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000003003,
24840.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000001,610000003016,
24840.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000001,610000003028,
24788.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000000,610000003039,
24781.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000003045,
24783.7,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,100000000,610000003053,
24785.5,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000000,610000003066,
24784.9,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000000,610000003079,
24785.4,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000000,610000003091,
24784.5,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000000,610000003103,
24784.7,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000000,610000003114,
24776.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000003121,
24819.6,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000002,610000003128,
24826.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000003137,
24779.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000003144,
