
Spine Center Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,6,Image 1,3,1,100000000,610000002782,
0,,Spine,5,9,Image 1,4,1,100000000,610000002802,
0.37774,,Spine,5,1,Image 1,2,1,100000002,610000002830,
0.916515,,Spine,5,3,Image 1,3,1,100000002,610000002839,
0.47697,,Spine,5,3,Image 1,2,1,100000000,610000002858,
0.496904,,Spine,5,3,Image 1,4,1,100000000,610000002866,
0.433013,,Spine,5,3,Image 1,4,1,100000000,610000002873,
0.349927,,Spine,5,3,Image 1,4,1,100000000,610000002879,
0.471405,,Spine,5,4,Image 1,4,1,100000000,610000002884,
0,,Spine,5,3,Image 1,2,1,100000002,610000002888,
0.722999,,Spine,5,0,Image 1,1,1,100000001,610000002910,
0.728431,,Spine,5,0,Image 1,1,1,100000001,610000002931,
86.3677,,Spine,5,3,Image 1,4,1,100000000,610000002937,
0.494872,,Spine,5,0,Image 1,1,1,100000001,610000002951,
0.242061,,Spine,5,9,Image 1,5,1,100000000,610000002966,
0.330719,,Spine,5,9,Image 1,5,1,100000000,610000002981,
0.498888,,Spine,5,9,Image 1,5,1,100000000,610000002995,
0,,Spine,5,1,Image 1,1,1,100000002,610000003003,
0.349927,,Spine,5,3,Image 1,2,1,100000001,610000003016,
0.360801,,Spine,5,3,Image 1,2,1,100000001,610000003028,
0.745356,,Spine,5,5,Image 1,3,1,100000000,610000003039,
0.451754,,Spine,5,2,Image 1,1,1,100000000,610000003045,
0.955814,,Spine,5,9,Image 1,5,1,100000000,610000003053,
0.795395,,Spine,5,8,Image 1,3,1,100000000,610000003066,
0.795395,,Spine,5,8,Image 1,3,1,100000000,610000003079,
0.799408,,Spine,5,8,Image 1,3,1,100000000,610000003091,
0.799408,,Spine,5,8,Image 1,3,1,100000000,610000003103,
0,,Spine,5,8,Image 1,3,1,100000000,610000003114,
1.57619,,Spine,5,2,Image 1,1,1,100000000,610000003121,
1.05327,,Spine,5,1,Image 1,2,1,100000002,610000003128,
3.0348,,Spine,5,3,Image 1,1,1,100000002,610000003137,
0.661438,,Spine,5,1,Image 1,1,1,100000000,610000003144,
0.349927,,Spine,5,1,Image 1,1,1,100000000,610000003150,
0.4,,Spine,5,7,Image 1,3,1,100000000,610000003154,
0.458258,,Spine,5,4,Image 1,3,1,100000000,610000003163,
0.471405,,Spine,5,4,Image 1,3,1,100000000,610000003171,
0.699854,,Spine,5,0,Image 1,1,1,100000001,610000003178,
0.489898,,Spine,5,0,Image 1,1,1,100000001,610000003183,
0.84265,,Spine,5,9,Image 1,3,1,100000000,610000003195,
0.461538,,Spine,5,9,Image 1,3,1,100000000,610000003207,
0.481046,,Spine,5,9,Image 1,3,1,100000000,610000003217,
0.458258,,Spine,5,9,Image 1,3,1,100000000,610000003226,
0.471405,,Spine,5,9,Image 1,3,1,100000000,610000003234,
0.451754,,Spine,5,9,Image 1,3,1,100000000,610000003240,
0,,Spine,5,9,Image 1,3,1,100000000,610000003243,
0,,Spine,5,3,Image 1,2,1,100000001,610000003245,
0.979796,,Spine,5,2,Image 1,1,1,100000000,610000003249,
0,,Spine,5,3,Image 1,2,1,100000000,610000003255,
0.4,,Spine,5,3,Image 1,2,1,100000000,610000003260,
0.866025,,Spine,5,0,Image 1,1,1,100000000,610000003263,
0.62361,,Spine,5,1,Image 1,1,1,100000002,610000003275,
0.78203,,Spine,5,1,Image 1,1,1,100000002,610000003286,
0.4,,Spine,5,2,Image 1,2,1,100000001,610000003290,
0.5,,Spine,5,4,Image 1,1,1,100000001,610000003294,
1.16619,,Spine,5,2,Image 1,2,1,100000002,610000003298,
0.433013,,Spine,5,2,Image 1,2,1,100000001,610000003301,
3.1241,,Spine,5,0,Image 1,1,1,100000001,610000003306,
0.433013,,Spine,5,1,Image 1,1,1,100000002,610000003309,
0,,Spine,5,0,Image 1,1,1,100000002,610000003312,
0.829156,,Spine,5,0,Image 1,1,1,100000001,610000003315,
0.5,,Spine,5,8,Image 1,5,1,100000000,610000003318,
0,,Spine,5,3,Image 1,2,1,100000001,610000003321,
0,,Spine,5,0,Image 1,1,1,100000001,610000003325,
0,,Spine,5,1,Image 1,1,1,100000002,610000003328,
0.5,,Spine,5,0,Image 1,1,1,100000001,610000003330,
0.5,,Spine,5,0,Image 1,1,1,100000001,610000003334,
0.5,,Spine,5,2,Image 1,1,1,100000002,610000003338,
0.816497,,Spine,5,2,Image 1,2,1,100000002,610000003343,
0,,Spine,5,3,Image 1,2,1,100000001,610000003346,
0.471405,,Spine,5,4,Image 1,1,1,100000000,610000003352,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000003354,
0.471405,,Spine,5,4,Image 1,1,1,100000000,610000003360,
0.5,,Spine,5,9,Image 1,5,1,100000000,610000003383,
1,,Spine,5,9,Image 1,5,1,100000000,610000003384,
0,,Spine,5,9,Image 1,5,1,100000000,610000003385,
0,,Spine,5,10,Image 1,4,1,100000000,610000003386,
0.5,,Spine,5,8,Image 1,4,1,100000000,610000003387,
0,,Spine,5,8,Image 1,2,1,100000000,610000003388,
0.5,,Spine,5,8,Image 1,2,1,100000000,610000003389,
0.5,,Spine,5,8,Image 1,5,1,100000000,610000003390,
0.5,,Spine,5,7,Image 1,4,1,100000000,610000003391,
0,,Spine,5,8,Image 1,4,1,100000000,610000003392,
0.5,,Spine,5,7,Image 1,3,1,100000000,610000003393,
0,,Spine,5,7,Image 1,3,1,100000000,610000003394,
0,,Spine,5,4,Image 1,1,1,100000000,610000003395,
0.5,,Spine,5,4,Image 1,1,1,100000000,610000003396,
0,,Spine,5,0,Image 1,1,1,100000000,610000003397,
0,,Spine,5,4,Image 1,3,1,100000000,610000003399,
0,,Spine,5,2,Image 1,3,1,100000000,610000003400,
0.5,,Spine,5,0,Image 1,1,1,100000001,610000003401,
0.5,,Spine,5,4,Image 1,2,1,100000001,610000003402,
0,,Spine,5,3,Image 1,2,1,100000001,610000003403,
0.5,,Spine,5,5,Image 1,2,1,100000001,610000003404,
0.5,,Spine,5,5,Image 1,2,1,100000001,610000003405,
0,,Spine,5,5,Image 1,3,1,100000001,610000003406,
0.5,,Spine,5,3,Image 1,2,1,100000002,610000003407,
0,,Spine,5,2,Image 1,2,1,100000002,610000003408,
1.5,,Spine,5,2,Image 1,1,1,100000002,610000003410,
0.5,,Spine,5,2,Image 1,1,1,100000002,610000003411,
0,,Spine,5,0,Image 1,1,1,100000002,610000003412,
0.5,,Spine,5,3,Image 1,3,1,100000002,610000003413,
0.5,,Spine,5,3,Image 1,3,1,100000002,610000003414,
0,,Spine,5,1,Image 1,1,1,100000002,610000003415,
0,,Spine,5,1,Image 1,1,1,100000002,610000003416,
0.5,,Spine,5,1,Image 1,1,1,100000002,610000003417,
0,,Spine,5,3,Image 1,1,1,100000002,610000003418,
0,,Spine,5,1,Image 1,1,1,100000002,610000003419,
0,,Spine,5,0,Image 1,1,1,100000002,610000003420,
