
Soma Center of Image Mass Ch=2 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-17778.5,17199.1,1470.45,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-17847.2,17213.1,1469.9,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-17823.4,17218.5,1470.33,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000002,800000002,
