
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
90,,Segment,5,9,Image 1,3,1,100000000,510000000091,
15,,Segment,5,8,Image 1,3,1,100000000,510000000105,
16,,Segment,5,7,Image 1,3,1,100000000,510000000120,
5,,Segment,5,6,Image 1,2,1,100000000,510000000124,
29,,Segment,5,5,Image 1,2,1,100000000,510000000152,
7,,Segment,5,4,Image 1,2,1,100000000,510000000158,
25,,Segment,5,3,Image 1,2,1,100000000,510000000182,
4,,Segment,5,2,Image 1,2,1,100000000,510000000185,
42,,Segment,5,1,Image 1,2,1,100000000,510000000226,
33,,Segment,5,0,Image 1,1,1,100000000,510000000258,
94,,Segment,5,9,Image 1,4,1,100000000,510000000375,
46,,Segment,5,8,Image 1,5,1,100000000,510000000420,
46,,Segment,5,7,Image 1,4,1,100000000,510000000465,
16,,Segment,5,6,Image 1,3,1,100000000,510000000480,
58,,Segment,5,5,Image 1,3,1,100000000,510000000537,
8,,Segment,5,0,Image 1,1,1,100000001,510000000545,
63,,Segment,5,9,Image 1,5,1,100000000,510000000629,
23,,Segment,5,8,Image 1,4,1,100000000,510000000651,
19,,Segment,5,8,Image 1,4,1,100000000,510000000669,
8,,Segment,5,6,Image 1,5,1,100000000,510000000676,
93,,Segment,5,5,Image 1,4,1,100000000,510000000768,
3,,Segment,5,4,Image 1,3,1,100000000,510000000770,
8,,Segment,5,6,Image 1,4,1,100000000,510000000777,
26,,Segment,5,2,Image 1,3,1,100000002,510000000802,
64,,Segment,5,1,Image 1,2,1,100000002,510000000865,
7,,Segment,5,0,Image 1,1,1,100000002,510000000877,
73,,Segment,5,2,Image 1,2,1,100000002,510000000952,
4,,Segment,5,1,Image 1,1,1,100000002,510000000955,
45,,Segment,5,0,Image 1,1,1,100000002,510000001004,
7,,Segment,5,10,Image 1,5,1,100000000,510000001010,
9,,Segment,5,10,Image 1,4,1,100000000,510000001019,
31,,Segment,5,5,Image 1,3,1,100000001,510000001050,
25,,Segment,5,4,Image 1,2,1,100000001,510000001074,
12,,Segment,5,3,Image 1,1,1,100000001,510000001085,
6,,Segment,5,2,Image 1,1,1,100000001,510000001090,
4,,Segment,5,1,Image 1,1,1,100000001,510000001093,
17,,Segment,5,0,Image 1,1,1,100000001,510000001110,
6,,Segment,5,8,Image 1,4,1,100000000,510000001134,
46,,Segment,5,7,Image 1,3,1,100000000,510000001179,
5,,Segment,5,8,Image 1,3,1,100000000,510000001183,
52,,Segment,5,0,Image 1,1,1,100000002,510000001240,
3,,Segment,5,6,Image 1,4,1,100000000,510000001242,
53,,Segment,5,3,Image 1,3,1,100000002,510000001294,
15,,Segment,5,2,Image 1,2,1,100000002,510000001308,
4,,Segment,5,0,Image 1,1,1,100000002,510000001320,
